queue_id	signal_id	bulk_translation_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action	batch_id	review_priority	source_review_role	shards	queries	source_path	source_line
BTR-00798	LIMEN-SIGNAL-C8EE24625BB6506C	cross_project_duplicate	English auto-translation from Dutch	https://algoritmes.overheid.nl/en/algoritme/15583895	Module to screen for language bias	Duplicate accession row for the language-bias screening module; record text is not present locally here.	duplicate extraction lead only; no truth, deployment, legality, safety, compliance, prevalence, or ranking claim	Deduplicate to the parent-source extraction lead and verify original Dutch record text.	20260618T132345Z-lane2-73c19dee	P1_official_or_regulator_review	translation_sensitive_register_record	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260618T040500Z/tables/registry-deployed-record-accession-all-20260607.csv	62
BTR-00799	LIMEN-SIGNAL-CA7F1F70357A4296	cross_project_duplicate	English auto-translation from Dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1045/83985427/octobox-anonymisation	Octobox Anonymisation	Duplicate Octobox sample-preview surface already represented in this batch/public-registry artifacts.	duplicate source-surface/context only; no case-level claim	Deduplicate to the Octobox source record; require Dutch original before promotion.	20260618T132345Z-lane2-73c19dee	P1_official_or_regulator_review	translation_sensitive_register_record	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260618T040500Z/tables/registry-sample-records-v0.2.preview.csv	2
BTR-00800	LIMEN-SIGNAL-CA7F65F203CC1529	cross_project_duplicate	English auto-translation from Dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Zylab Disclosure Support	Duplicate Zylab sample surface already represented in this batch/public-registry artifacts.	duplicate source-surface/context only; no case-level claim	Deduplicate to the Zylab source record; require Dutch original before promotion.	20260618T132345Z-lane2-73c19dee	P1_official_or_regulator_review	translation_sensitive_register_record	public-sector	automated decision	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260618T040500Z/tables/registry-sample-records-v0.2.csv	3
BTR-00802	LIMEN-SIGNAL-CD604E267FE9076C	cross_project_duplicate	English auto-translation from Dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Zylab Disclosure Support	Gap-map row duplicates the same Zylab register record already reviewed in BTR-00801.	duplicate source-surface/context only; no case-level promotion	Deduplicate to the parent Zylab record; verify original Dutch before extraction.	20260618T132345Z-lane3-db95949b	P1_official_or_regulator_review	translation_sensitive_register_record	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260618T033625Z/tables/registry-gap-map-v0.2.preview.csv	9
BTR-00803	LIMEN-SIGNAL-CE34C7F838DECC03	cross_project_duplicate	English auto-translation from Dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Zylab Disclosure Support	Preview sample row duplicates the same Zylab register record already reviewed in BTR-00801.	duplicate source-surface/context only; no case-level promotion	Deduplicate to the parent Zylab record; verify original Dutch before extraction.	20260618T132345Z-lane3-db95949b	P1_official_or_regulator_review	translation_sensitive_register_record	public-sector	automated decision	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260618T040500Z/tables/registry-sample-records-v0.2.preview.csv	3
BTR-00804	LIMEN-SIGNAL-D118A7C762596D2B	cross_project_duplicate	English auto-translation from Dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Zylab Disclosure Support	Preview gap-map row duplicates the same Zylab register record already reviewed in BTR-00801.	duplicate source-surface/context only; no case-level promotion	Deduplicate to the parent Zylab record; verify original Dutch before extraction.	20260618T132345Z-lane3-db95949b	P1_official_or_regulator_review	translation_sensitive_register_record	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260618T040500Z/tables/registry-gap-map-v0.2.preview.csv	9
BTR-00807	LIMEN-SIGNAL-DBFC671B7E95057C	cross_project_duplicate	English auto-translation from Dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Datamask	Gap-map row duplicates the same Datamask register record already reviewed in BTR-00806.	duplicate source-surface/context only; no case-level promotion	Deduplicate to the parent Datamask record; verify original Dutch before extraction.	20260618T132345Z-lane3-db95949b	P1_official_or_regulator_review	translation_sensitive_register_record	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260618T040500Z/tables/registry-gap-map-v0.2.csv	10
BTR-00808	LIMEN-SIGNAL-E0B0C8D4B54FCAB4	cross_project_duplicate	English auto-translation from Dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Datamask	Repeated gap-map row duplicates the same Datamask register record already reviewed in BTR-00806.	duplicate source-surface/context only; no case-level promotion	Deduplicate to the parent Datamask record; verify original Dutch before extraction.	20260618T132345Z-lane3-db95949b	P1_official_or_regulator_review	translation_sensitive_register_record	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260618T033625Z/tables/registry-gap-map-v0.2.csv	10
BTR-00809	LIMEN-SIGNAL-E2CCAC823DA9932E	cross_project_duplicate	English auto-translation from Dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Zylab Disclosure Support	Preview sample row duplicates the same Zylab register record already reviewed in BTR-00801.	duplicate source-surface/context only; no case-level promotion	Deduplicate to the parent Zylab record; verify original Dutch before extraction.	20260618T132345Z-lane3-db95949b	P1_official_or_regulator_review	translation_sensitive_register_record	public-sector	automated decision	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260618T033625Z/tables/registry-sample-records-v0.2.preview.csv	3
BTR-00810	LIMEN-SIGNAL-E6A3C08AD09792C5	cross_project_duplicate	English auto-translation from Dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Datamask	Sample row duplicates the same Datamask register record already reviewed in BTR-00806.	duplicate source-surface/context only; no case-level promotion	Deduplicate to the parent Datamask record; verify original Dutch before extraction.	20260618T132345Z-lane3-db95949b	P1_official_or_regulator_review	translation_sensitive_register_record	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260618T033625Z/tables/registry-sample-records-v0.2.csv	4
BTR-00811	LIMEN-SIGNAL-E8129487609075B8	cross_project_duplicate	English auto-translation from Dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Datamask	Sample row duplicates the same Datamask register record already reviewed in BTR-00806.	duplicate source-surface/context only; no case-level promotion	Deduplicate to the parent Datamask record; verify original Dutch before extraction.	20260618T132345Z-lane3-db95949b	P1_official_or_regulator_review	translation_sensitive_register_record	public-sector	automated decision	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260618T033625Z/tables/registry-sample-records-v0.2.csv	4
BTR-00812	LIMEN-SIGNAL-E81D032F7730E1B9	cross_project_duplicate	English auto-translation from Dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Datamask	Later package sample row duplicates the same Datamask register record already reviewed in BTR-00806.	duplicate source-surface/context only; no case-level promotion	Deduplicate to the parent Datamask record; verify original Dutch before extraction.	20260618T132345Z-lane3-db95949b	P1_official_or_regulator_review	translation_sensitive_register_record	public-sector	automated decision	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260618T040500Z/tables/registry-sample-records-v0.2.csv	4
BTR-00813	LIMEN-SIGNAL-EFD17F7490B43419	cross_project_duplicate	English auto-translation from Dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Datamask	Preview gap-map row duplicates the same Datamask register record already reviewed in BTR-00806.	duplicate source-surface/context only; no case-level promotion	Deduplicate to the parent Datamask record; verify original Dutch before extraction.	20260618T132345Z-lane3-db95949b	P1_official_or_regulator_review	translation_sensitive_register_record	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260618T040500Z/tables/registry-gap-map-v0.2.preview.csv	10
BTR-00815	LIMEN-SIGNAL-FDFEBE07F35D909A	cross_project_duplicate	English auto-translation from Dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Zylab Disclosure Support	Gap-map row duplicates the same Zylab register record already reviewed in BTR-00801.	duplicate source-surface/context only; no case-level promotion	Deduplicate to the parent Zylab record; verify original Dutch before extraction.	20260618T132345Z-lane3-db95949b	P1_official_or_regulator_review	translation_sensitive_register_record	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260618T040500Z/tables/registry-gap-map-v0.2.csv	9
BTR-00816	LIMEN-SIGNAL-FFFCFD5E3E03F06F	cross_project_duplicate	English auto-translation from Dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Zylab Disclosure Support	Sample row duplicates the same Zylab register record already reviewed in BTR-00801.	duplicate source-surface/context only; no case-level promotion	Deduplicate to the parent Zylab record; verify original Dutch before extraction.	20260618T132345Z-lane3-db95949b	P1_official_or_regulator_review	translation_sensitive_register_record	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260618T033625Z/tables/registry-sample-records-v0.2.csv	3
BTR-00380	LIMEN-SIGNAL-04D12288347B5A55	cross_project_duplicate	th reviewed from local title/snippet metadata	https://www.etda.or.th/th/pr-news/AI_Gov_Anual.aspx	ETDA Generative AI Governance Guideline for Organizations	Same ETDA guidance URL and metadata surface as BTR-00379 from another run; no separate review value.	duplicate source-surface only	Deduplicate into BTR-00379 parent-source extraction path.	20260616T123224Z-lane1-12b72a75	P2_article_relevance_review	multilingual_official_source	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/southeast-asian-language-history.jsonl	136
BTR-00383	LIMEN-SIGNAL-0720D150AF90DA21	cross_project_duplicate	nl reviewed via local English auto-translation warning	https://algoritmes.overheid.nl/en	The Algorithm Register of the Dutch government	Same Dutch algorithm-register parent surface as BTR-00381 with only run/sample-count differences.	duplicate register source-surface only	Deduplicate into BTR-00381 parent-source extraction path.	20260616T123224Z-lane1-12b72a75	P2_article_relevance_review	multilingual_official_surface	public-sector	algorithm register	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/dutch-belgian-language-history.jsonl	41
BTR-00388	LIMEN-SIGNAL-0836423FDBA12A39	cross_project_duplicate	pt	https://www.gov.br/anpd/pt-br/assuntos/projetos-acoes-iniciativas/sandbox/por-que-inteligencia-artificial	ANPD sandbox regulatório: Por que Inteligência Artificial?	Same Portuguese ANPD sandbox source surface as BTR-00385 from a parallel local corpus path; no separate review unit needed.	duplicate official source-surface only	deduplicate against BTR-00385 and preserve alternate provenance path if needed	20260616T123346Z-lane3-8b615968	P2_article_relevance_review	non_english_direct_surface	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/local-hermes/PCEE241002/data/lanes/spanish-portuguese-language-latest.jsonl	1
BTR-00406	LIMEN-SIGNAL-1933DA74C4682302	cross_project_duplicate	th	https://www.etda.or.th/th/pr-news/AI_Gov_Anual.aspx	ดีอี จับมือ ETDA ประกาศ Guideline ใหม่! “แนวทางประยุกต์ใช้ Generative AI อย่างมีธรรมาภิบาลสำหรับองค์ - สพธอ.	Same ETDA generative-AI guideline URL/content as BTR-00405 from an earlier history file.	duplicate source-surface only; no independent claim	deduplicate to BTR-00405 canonical source review	20260616T123455Z-lane1-08190e52	P2_article_relevance_review	translation_sensitive_official_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/southeast-asian-language-history.jsonl	2
BTR-00413	LIMEN-SIGNAL-1F3B1BBE361D41E1	cross_project_duplicate	th	https://www.etda.or.th/th/pr-news/AI_Gov_Anual.aspx	ดีอี จับมือ ETDA ประกาศ Guideline ใหม่! “แนวทางประยุกต์ใช้ Generative AI อย่างมีธรรมาภิบาลสำหรับองค์ - สพธอ.	Same ETDA generative-AI guideline URL/content already reviewed as BTR-00405.	duplicate source-surface only; no independent claim	deduplicate to BTR-00405 canonical source review	20260616T123455Z-lane1-08190e52	P2_article_relevance_review	translation_sensitive_direct_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/southeast-asian-language-latest.jsonl	2
BTR-00415	LIMEN-SIGNAL-20FEF0748CF0A231	cross_project_duplicate	ms	https://www.malaysia.gov.my/en/my-initiative/whole-government-digital-services/tadbir-urus/national-guidelines-on-artificial-intelligence-governance-and-ethics-aige	National Guidelines on Artificial Intelligence Governance and Ethics (AIGE)	Same Malaysia government AIGE URL/content as BTR-00411 in history/latest records.	duplicate source-surface only; no independent claim	deduplicate to BTR-00411 source review	20260616T123455Z-lane1-08190e52	P2_article_relevance_review	multilingual_direct_source_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/southeast-asian-language-history.jsonl	58
BTR-00416	LIMEN-SIGNAL-211BD586748CBB6A	cross_project_duplicate	el	https://ai.gov.gr/artificial-intelligence/	Τεχνητή Νοημοσύνη | Ειδική Γραμματεία Τεχνητής Νοημοσύνης και Διακυβέρνησης Δεδομένων	Same Greek ai.gov.gr AI/governance URL/content as BTR-00407 in history/latest records.	duplicate source-surface only; no independent claim	deduplicate to BTR-00407 source review	20260616T123455Z-lane1-08190e52	P2_article_relevance_review	multilingual_direct_source_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/southern-europe-language-history.jsonl	2
BTR-00427	LIMEN-SIGNAL-263E659366BB5375	cross_project_duplicate	bg	https://www.strategy.bg/bg/search?search=%D1%80%D0%B5%D0%B3%D0%B8%D1%81%D1%82%D1%8A%D1%80%20%D0%B0%D0%BB%D0%B3%D0%BE%D1%80%D0%B8%D1%82%D0%BC%D0%B8	Strategy.bg search for algorithm-register terms	Duplicate Bulgarian Strategy.bg algorithm-register search evidence already represented by BTR-00426 in this batch.	duplicate processing surface only; inherit no case-level claim	deduplicate against BTR-00426	20260616T123612Z-lane2-8fcc730e	P2_article_relevance_review	translation_sensitive_surface	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_12_SOURCE_REFRESH.csv	72
BTR-00430	LIMEN-SIGNAL-2677B403784B4A4E	cross_project_duplicate	it	https://www.garanteprivacy.it/temi/intelligenza-artificiale	AI - Intelligenza artificiale - Garante Privacy	Duplicate Garante Privacy AI hub surface already reviewed as BTR-00417; same official Italian regulator source.	duplicate source-surface/context only; no case-level claim	deduplicate against BTR-00417	20260616T123612Z-lane2-8fcc730e	P2_article_relevance_review	translation_sensitive_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/southern-europe-language-records.jsonl	76
BTR-00432	LIMEN-SIGNAL-2952FDFB479C3833	cross_project_duplicate	en	https://static.au.int/en/document/44004-doc-en-continentalaistrategyjuly2024pdf	African Union Continental AI Strategy PDF	Duplicate AU Continental AI Strategy PDF surface already reviewed as BTR-00429 in this batch.	duplicate parent-source context only; no case-level promotion	deduplicate against BTR-00429	20260616T123612Z-lane2-8fcc730e	P2_article_relevance_review	translation_sensitive_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/african-multilingual-language-records.jsonl	218
BTR-00437	LIMEN-SIGNAL-2C096EEE35AAC42B	cross_project_duplicate	fa	https://www.mehrnews.com/news/6141439/تصویب-کلیات-سند-تأسیس-سازمان-ملی-و-تشکیل-شورای-راهبری-هوش	Mehr News report on Iranian national AI document/body	Same Persian Mehr state-media policy report recurs in this batch/history; translation-needed context only.	duplicate source-surface/context only	deduplicate against BTR-00448 and any parent extraction before use	20260616T123656Z-lane4-64f12cac	P2_article_relevance_review	non_english_state_media_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/persian-urdu-language-history.jsonl	58
BTR-00438	LIMEN-SIGNAL-2C49A6E019A16D6F	cross_project_duplicate	nl/en	https://algoritmes.overheid.nl/en	Dutch Government Algorithm Register	Same Dutch register surface as other batch rows; local page includes automatic-translation warning.	duplicate source-surface/context only	deduplicate with BTR-00433/BTR-00439 and preserve Dutch original	20260616T123656Z-lane4-64f12cac	P2_article_relevance_review	non_english_public_register	public-sector	algorithm register	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/dutch-belgian-language-records.jsonl	36
BTR-00448	LIMEN-SIGNAL-33BD4825588B5A7B	cross_project_duplicate	fa	https://www.mehrnews.com/news/6141439/تصویب-کلیات-سند-تأسیس-سازمان-ملی-و-تشکیل-شورای-راهبری-هوش	Mehr News report on Iranian national AI document/body	Same Persian Mehr policy-report surface as BTR-00437; translation-sensitive state-media context only.	duplicate source-surface/context only	deduplicate and require Persian original before any bounded extraction	20260616T123656Z-lane4-64f12cac	P2_article_relevance_review	translation_sensitive_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/persian-urdu-language-records.jsonl	49
BTR-00453	LIMEN-SIGNAL-36C5ED6FEE179A65	cross_project_duplicate	it	https://www.garanteprivacy.it/temi/intelligenza-artificiale	Garante Privacy: AI - Intelligenza artificiale	Same Italian regulator AI surface appears again in this batch; keep one canonical parent candidate.	duplicate source-surface only; no legal or policy claim	deduplicate against BTR-00459 and retain one canonical Garante source record	20260616T123658Z-lane3-1e1c319d	P2_article_relevance_review	translation_sensitive_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/southern-europe-language-history.jsonl	104
BTR-00472	LIMEN-SIGNAL-41805BF49FBD8AA5	cross_project_duplicate	ms	https://www.malaysia.gov.my/en/my-initiative/whole-government-digital-services/tadbir-urus/national-guidelines-on-artificial-intelligence-governance-and-ethics-aige	National Guidelines on Artificial Intelligence Governance and Ethics (AIGE) / Malaysia Government	Duplicate Malaysia AIGE official guidance surface already reviewed in this batch under BTR-00468.	duplicate source-surface/context only; inherit no case-level claim	deduplicate to BTR-00468 result before any parent extraction	20260616T123722Z-lane1-0d8d79ec	P2_article_relevance_review	translation_sensitive_official_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/southeast-asian-language-records.jsonl	180
BTR-00479	LIMEN-SIGNAL-4634EDD4CA9BDE6C	cross_project_duplicate	ms	https://www.malaysia.gov.my/en/my-initiative/whole-government-digital-services/tadbir-urus/national-guidelines-on-artificial-intelligence-governance-and-ethics-aige	National Guidelines on Artificial Intelligence Governance and Ethics (AIGE) / Malaysia Government	Duplicate Malaysia AIGE official guidance surface already reviewed in this batch under BTR-00468.	duplicate source-surface/context only; inherit no case-level claim	deduplicate to BTR-00468 result before any parent extraction	20260616T123722Z-lane1-0d8d79ec	P2_article_relevance_review	translation_sensitive_direct_source	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/southeast-asian-language-records.jsonl	166
BTR-00485	LIMEN-SIGNAL-492A25BE722F9906	cross_project_duplicate	it	https://www.garanteprivacy.it/temi/intelligenza-artificiale	Garante Privacy: AI - Intelligenza artificiale	Duplicate local Garante AI surface already reviewed in this batch under BTR-00484.	duplicate source surface only	Deduplicate against BTR-00484 and avoid separate case promotion	20260616T124028Z-lane2-b718d607	P2_article_relevance_review	non_english_official_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/southern-europe-language-records.jsonl	82
BTR-00486	LIMEN-SIGNAL-49512A0647119A4A	cross_project_duplicate	th	https://www.etda.or.th/th/Our-Service/AIGC/index.aspx	ETDA AI Governance Center	Duplicate local ETDA AIGC surface already reviewed in this batch under BTR-00482.	duplicate source surface only	Deduplicate against BTR-00482 and require Thai source reading for substantive use	20260616T124028Z-lane2-b718d607	P2_article_relevance_review	non_english_official_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/southeast-asian-language-records.jsonl	158
BTR-00488	LIMEN-SIGNAL-4ACD78570BB33313	cross_project_duplicate	en	https://static.au.int/en/document/44004-doc-en-continentalaistrategyjuly2024pdf	African Union Continental AI Strategy PDF	Duplicate AU strategy PDF surface already handled under BTR-00481.	duplicate parent-source surface only	Deduplicate against BTR-00481	20260616T124028Z-lane2-b718d607	P2_article_relevance_review	translation_sensitive_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/african-multilingual-language-history.jsonl	219
BTR-00501	LIMEN-SIGNAL-5353BEF89FB7C1C5	cross_project_duplicate	id	https://peraturan.bpk.go.id/Details/233483/perpres-no-132-tahun-2022	Peraturan Presiden Nomor 132 Tahun 2022 tentang Arsitektur SPBE Nasional	Same Indonesia presidential-regulation source as BTR-00497 appears in world pack; local notes again say not an AI procurement rule.	duplicate source-surface/context only; no AI procurement case claim	Deduplicate to BTR-00497/source-pack parent if retained.	20260616T124039Z-lane3-f14061a1	P2_article_relevance_review	non_english_official_surface	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv	2922
BTR-00511	LIMEN-SIGNAL-5A560ED9493AD128	cross_project_duplicate	ms	https://www.malaysia.gov.my/en/my-initiative/whole-government-digital-services/tadbir-urus/national-guidelines-on-artificial-intelligence-governance-and-ethics-aige	National Guidelines on Artificial Intelligence Governance and Ethics (AIGE)	Same Malaysia AIGE source as BTR-00508 with only retrieval-count/snippet differences; translation-sensitive but duplicate.	duplicate source-surface/governance-guideline context only	Deduplicate to BTR-00508 as canonical Malaysia AIGE parent candidate.	20260616T124039Z-lane3-f14061a1	P2_article_relevance_review	translation_sensitive_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/southeast-asian-language-records.jsonl	170
BTR-00526	LIMEN-SIGNAL-60AA489E435013F0	cross_project_duplicate	th	https://www.etda.or.th/th/pr-news/AI_Gov_Anual.aspx	ดีอี จับมือ ETDA ประกาศ Guideline ใหม่! แนวทางประยุกต์ใช้ Generative AI อย่างมีธรรมาภิบาลสำหรับองค์	Same ETDA Thai guidance surface as BTR-00520 within this batch; no extra case claim in duplicate row.	duplicate source-surface only; inherit no promotion from duplicate	deduplicate against BTR-00520 and keep one source record	20260616T124044Z-lane4-14505d03	P2_article_relevance_review	official_guidance_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/southeast-asian-language-records.jsonl	57
BTR-00527	LIMEN-SIGNAL-60EBA40CAFFACE7E	cross_project_duplicate	it	https://www.garanteprivacy.it/temi/intelligenza-artificiale	AI - Intelligenza artificiale - Garante Privacy	Same Garante Privacy AI hub surface as BTR-00525 from another local record; no extra case claim in duplicate row.	duplicate regulator guidance surface only; no case promotion	deduplicate against BTR-00525 and keep provenance to both local records	20260616T124044Z-lane4-14505d03	P2_article_relevance_review	official_regulator_guidance	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/southern-europe-language-history.jsonl	1
BTR-00533	LIMEN-SIGNAL-62C6C7E7015B7177	cross_project_duplicate	it	https://www.garanteprivacy.it/temi/intelligenza-artificiale	Garante Privacy: AI - Intelligenza artificiale	Same Italian Garante source, title, URL, snippet, and purpose as BTR-00532 in this batch.	Duplicate source-surface only; inherit BTR-00532 ceiling.	Deduplicate against BTR-00532 before any downstream extraction.	20260616T124143Z-lane1-aaf40b7c	P2_article_relevance_review	multilingual_direct_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/southern-europe-language-history.jsonl	99
BTR-00544	LIMEN-SIGNAL-70ABCF8F16EF5991	cross_project_duplicate	pt	https://www.gov.br/anpd/pt-br/assuntos/projetos-acoes-iniciativas/sandbox/por-que-inteligencia-artificial	ANPD sandbox regulatório: Por que Inteligência Artificial?	Same ANPD Portuguese sandbox source as BTR-00531, repeated through law-to-evidence mapping metadata.	Duplicate official sandbox source-surface only; inherit BTR-00531 ceiling.	Deduplicate against BTR-00531 and use one parent extraction if retained.	20260616T124143Z-lane1-aaf40b7c	P2_article_relevance_review	translation_sensitive_official_surface	public-sector	automated decision	/srv/tyche/atlas/tyche-thesis-atlas-factory/analysis/multilingual/multilingual-law-to-evidence-v0.2.jsonl	30
BTR-00556	LIMEN-SIGNAL-78C5B15AA772C1E1	cross_project_duplicate	Malay/English portal snippet reviewed	https://www.malaysia.gov.my/en/my-initiative/whole-government-digital-services/tadbir-urus/national-guidelines-on-artificial-intelligence-governance-and-ethics-aige	National Guidelines on Artificial Intelligence Governance and Ethics (AIGE)	Same Malaysia AIGE official locator and translation-needed source family as BTR-00551, with a different crawl record.	duplicate source-surface only	merge with BTR-00551 extraction path; keep one canonical record	20260616T124430Z-lane2-327ca453	P2_article_relevance_review	direct_source_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/southeast-asian-language-history.jsonl	153
BTR-00570	LIMEN-SIGNAL-83D67318DEDC7C36	cross_project_duplicate	th	https://www.etda.or.th/th/pr-news/AI_Gov_Anual.aspx	ETDA Generative AI Governance Guideline for Organizations	Duplicate of BTR-00562 same local ETDA Thai guidance URL and source role in this batch.	duplicate source-surface; inherit BTR-00562 ceiling	Deduplicate to BTR-00562 before any extraction.	20260616T124431Z-lane3-78fb25fc	P2_article_relevance_review	translation_sensitive_official_surface	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/southeast-asian-language-records.jsonl	179
BTR-00576	LIMEN-SIGNAL-868CB33D3F31018E	cross_project_duplicate	ms	https://www.malaysia.gov.my/en/my-initiative/whole-government-digital-services/tadbir-urus/national-guidelines-on-artificial-intelligence-governance-and-ethics-aige	Malaysia National Guidelines on AI Governance and Ethics AIGE	Duplicate of BTR-00571 same Malaysia government AIGE URL and source role across local metadata.	duplicate source-surface; inherit BTR-00571 ceiling	Deduplicate to BTR-00571 before any extraction.	20260616T124431Z-lane3-78fb25fc	P2_article_relevance_review	official_policy_page	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/southeast-asian-language-history.jsonl	137
BTR-00598	LIMEN-SIGNAL-936F2802313F26BF	cross_project_duplicate	English source metadata reviewed	https://www.gov.za/news/media-statements/communications-and-digital-technologies-launch-national-ai-stakeholder-forum	Communications and Digital Technologies on launch of national AI stakeholder forum	Same South African government AI stakeholder forum locator and content hash/source family as BTR-00593.	duplicate source-surface only	merge with BTR-00593 and keep one canonical source record	20260616T124718Z-lane2-4c3e31ca	P2_article_relevance_review	multilingual_direct_surface_record	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/african-multilingual-language-latest.jsonl	6
