paper_id	quickref	title	authors_short	year	doi	url	citations_2024_05_28	cites_per_year	sheet_name	sheet_updated_note	source_url	export_url	retrieved_at_utc	language	jurisdiction_scope	source_family	rights_note	claim_ceiling	limen_use_now
36.0	Sharma2024	Benefits or Concerns of AI: A Multistakeholder Responsibility	Sharma	2024	10.1016/j.futures.2024.103328	https://doi.org/10.1016/j.futures.2024.103328	1	1.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
37.0	Giarmoleo2024	What Ethics Can Say on Artificial Intelligence: Insights from a Systematic Literature Review	Giarmoleo et al.	2024	10.1111/basr.12336	https://doi.org/10.1111/basr.12336	0	0.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
38.0	Kumar2023	Ethical Issues in the Development of Artificial Intelligence: Recognizing the Risks	Kumar & Singh	2023	10.1108/IJOES-05-2023-0107	https://doi.org/10.1108/IJOES-05-2023-0107	29	14.50	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
39.0	Saghiri2022	A Survey of Artificial Intelligence Challenges: Analyzing the Definitions, Relationships, and Evolutions	Saghiri et al.	2022	10.3390/app12084054	https://doi.org/10.3390/app12084054	56	18.67	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
40.0	Yampolskiy2016	Taxonomy of Pathways to Dangerous Artificial Intelligence	Yampolskiy	2016	10.48550/arXiv.1511.03246	https://doi.org/10.48550/arXiv.1511.03246	122	13.56	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
41.0	Allianz2018	The Rise of Artificial Intelligence - Future Outlooks and Emerging Risks	Allianz Global Corporate and Specialty	2018		https://commercial.allianz.com/news-and-insights/reports/the-rise-of-artificial-intelligence.html			Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
42.0	Teixeira2022	An Exploratory Diagnosis of Artificial Intelligence Risks for a Responsible Governance	Teixeira et al.	2022	10.1145/3560107.3560298	https://doi.org/10.1145/3560107.3560298	3	1.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
43.0	InfoComm2023	Cataloguing LLM Evaluations	InfoComm Media Development Authority & AI Verify Foundation	2023		https://aiverifyfoundation.sg/downloads/Cataloguing_LLM_Evaluations.pdf			Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
44.0	Coghlan2023	Harm to Nonhuman Animals from AI: a Systematic Account  and Framework	Coghlan & Parker	2023	10.1007/s13347-023-00627-6	https://link.springer.com/article/10.1007/s13347-023-00627-6	23	11.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
45.0	TC2602024	AI Safety Governance Framework	National Technical Committee 260 on Cybersecurity (TC260)	2024		https://www.tc260.org.cn/upload/2024-09-09/1725849192841090989.pdf			Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
46.0	Ferrara2023	GenAI against humanity: nefarious applications  of generative artificial intelligence and large language  models	Ferrara	2023	10.1007/s42001-024-00250-1	https://link.springer.com/article/10.1007/s42001-024-00250-1	126	50.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
47.0	G'sell2024	Regulating under Uncertainty: Governance Options for Generative AI	G'sell	2024	10.2139/ssrn.4918704	https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4918704	2	1.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
48.0	NIST2024	Artificial Intelligence Risk Management Framework: Generative Artificial  Intelligence Profile	National Institute of Standards and Technology	2024	10.6028/NIST.AI.600-1	https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.600-1.pdf	6	5.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
49.0	Bengio2024	International Scientific  Report on the Safety of  Advanced AI	Bengio et al.	2024		https://assets.publishing.service.gov.uk/media/6716673b96def6d27a4c9b24/international_scientific_report_on_the_safety_of_advanced_ai_interim_report.pdf	19	12.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
50.0	Zeng2024	AI Risk Categorization Decoded (AIR 2024): From Government Regulations to Corporate Policies	Zeng et al.	2024	10.48550/arXiv.2406.17864	https://arxiv.org/pdf/2406.17864	9	9.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
51.0	Everitt2018	AGI Safety Literature Review	Everitt. Lea & Hutter	2018	10.48550/arXiv.1805.01109	https://arxiv.org/pdf/1805.01109	158	23.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
52.0	Maham2023	Governing General Purpose AI: A Comprehensive Map of Unreliability, Misuse and Systemic Risks	Maham & Küspert	2023		https://www.interface-eu.org/storage/archive/files/snv_governing_general_purpose_ai_pdf.pdf	1	1.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
53.0	Maas2023	Advancing AI Governance: A Literature Review of Problems, Options, and Proposals	Maas	2023	10.2139/ssrn.4629460	https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4629460	3	2.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
54.0	Leech2024	Ten Hard Problems in Artificial Intelligence We Must Get Right	Leech et al.	2024	10.48550/arXiv.2402.04464	https://arxiv.org/pdf/2402.04464	2	2.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
55.0	Clarke2022	A Survey of the Potential Long-term Impacts of AI: How AI Could Lead to Long-term Changes in Science, Cooperation, Power, Epistemics and Values	Clarke & Whittlestone	2022	10.1145/3514094.3534131	https://dl.acm.org/doi/pdf/10.1145/3514094.3534131	25	7.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
56.0	GOS2023	Future Risks of Frontier AI	Government Office for Science	2023		https://assets.publishing.service.gov.uk/media/653bc393d10f3500139a6ac5/future-risks-of-frontier-ai-annex-a.pdf			Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
57.0	Ghosh2024	AILUMINATE: Introducing v1.0 of the AI Risk and Reliability Benchmark from MLCommons	Ghosh et al.	2025	https://doi.org/10.48550/arXiv.2503.05731	https://arxiv.org/pdf/2503.05732	0	0.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
58.0	Abercrombie2024	A Collaborative, Human-Centred Taxonomy of AI, Algorithmic, and Automation Harms	Abercrombie et al.	2024	https://doi.org/10.48550/arXiv.2407.01294	https://arxiv.org/pdf/2407.01294	7	7.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
59.0	Schnitzer2024	AI Hazard Management: A Framework for the Systematic Management of Root Causes for AI Risks	Schnitzer et al.	2024	https://doi.org/10.48550/arXiv.2310.16727	https://link.springer.com/chapter/10.1007/978-981-99-9836-4_27#Tab1	4	4.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
60.0	Bengio2025	International AI Safety Report 2025	Bengio et al.	2025	-	https://assets.publishing.service.gov.uk/media/679a0c48a77d250007d313ee/International_AI_Safety_Report_2025_accessible_f.pdf	3	3.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
61.0	Uuk2025	A Taxonomy of Systemic Risks from General-Purpose AI	Uuk et al.	2025	http://dx.doi.org/10.2139/ssrn.5030173	https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5030173	1	1.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
62.0	Gipiškis2024	Risk Sources and Risk Management Measures in Support of Standards for General-Purpose AI Systems	Gipiškis et al.	2024	https://doi.org/10.48550/arXiv.2410.23472	https://arxiv.org/abs/2410.23472	0	0.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
63.0	Hammond2025	Multi-Agent Risks from Advanced AI	Hammond et al.	2025	https://doi.org/10.48550/arXiv.2502.14143	https://arxiv.org/abs/2502.14143	3	3.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
64.0	Marchal2024	Generative AI Misuse: A Taxonomy of Tactics and Insights from Real-World Data	Marchal & Xu	2024	https://doi.org/10.48550/arXiv.2406.13843	https://arxiv.org/abs/2406.13843	23	23.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
65.0	IBM2025	AI Risk Atlas	IBM	2025	-	https://www.ibm.com/docs/en/watsonx/saas?topic=ai-risk-atlas			Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
66.0	Li2025	A Closer Look at the Existing Risks of Generative AI: Mapping the Who, What, and How of Real-World Incidents	Li et al.	2025	10.48550/arXiv.2505.22073	https://doi.org/10.48550/arXiv.2505.22073	2	2.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
67.0	DSIT2023	Capabilities and Risks from frontier AI	DSIT	2023	-	https://assets.publishing.service.gov.uk/media/65395abae6c968000daa9b25/frontier-ai-capabilities-risks-report.pdf			Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
68.0	Chin2025	Dimensional Characterization and Pathway Modeling for Catastrophic AI Risks	Chin	2025	10.48550/arXiv.2508.06411	https://arxiv.org/abs/2508.06411	2	2.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
69.0	Stanley2024	Emerging Risks and Mitigations for Public Chatbots: LILAC v1	Stanley & Lettie	2024	-	https://www.mitre.org/sites/default/files/2024-10/PR-24-2767-Emerging-Risks-Mitigations-Public-Chatbots-LILAC-v1.pdf?utm_source=chatgpt.com	1	1.00	Included resources	Sheet-specific updated note not surfaced in bounded stdlib parse; rely on workbook retrieval timestamp for this slice.	https://airisk.mit.edu/risks	https://docs.google.com/spreadsheets/d/15LeHcpeuZC9txkvcaMoh3sUhkMvdMMry69xxXL46DT0/export?format=xlsx	2026-06-08T18:35:37Z	English	Global / literature-scope metadata	MIT AI Risk Repository	Workbook export verified from public Google Sheets distribution; /risks JSON-LD states CC BY 4.0; treat this as a bounded resource-metadata slice only, not incident evidence or blanket workbook mirroring permission.	included-resources metadata slice only	methods appendix / literature-scope note / dashboard provenance panel / reviewer-safe source-composition context
