cluster_id	cluster_status	cluster_basis	canonical_case_id	member_case_ids	member_source_ids	shared_event_or_actor	shared_failure_mode	cross_source_overlap	evidence_tier_ceiling	jurisdiction_scope	language_scope	review_notes	provenance_inputs	updated_at_utc	lineage_counting_rule	namespace_collision_flag	overlap_control_states	supports_multi_state_control	graph_review_surface_status	expected_pairwise_graph_edges	materialized_graph_edges	missing_graph_edges	graph_surface_note
REVIEW-SINGLETON-LIMEN-000011	no_cluster_review_row	standalone_lineage_pending_future_overlap_review	data/cases/authoritative-candidates.jsonl:LIMEN-000011	data/cases/authoritative-candidates.jsonl:LIMEN-000011	SRC-AUTH-0022;SRC-AUTH-0023	FTC / Workado AI-detector accuracy claims package	singleton official detector-governance / false-capability lineage awaiting reviewed overlap or recurrence package	standalone authoritative singleton; no reviewed same-event duplicate, derivative queue copy, or bounded recurrence package yet	T3_authoritative_source	United States	en	Keep as a standalone lineage counted by normalized_record_key. The row strengthens non-finance AI-claim and detector-governance coverage, but there is still no same-event duplicate or reviewer-safe recurrence package; preserve FTC complaint/final-order posture and do not overread the order as a general scientific verdict on detectors.	data/cases/authoritative-candidates.jsonl; results/authoritative-scout/ftc-nonfinance-promotion-matrix-v0.1.tsv	2026-06-07T13:32:47Z	count_as_singleton_lineage_pending_future_overlap_review	no	no_cluster_review_row	no	singleton_ledger_only	0	0	0	Singleton review rows remain ledger-only controls until a reviewed overlap package exists; they are visible for count governance, not for pairwise graph edges.
REVIEW-SINGLETON-LIMEN-000012	no_cluster_review_row	standalone_lineage_pending_future_overlap_review	data/cases/security-agentic-candidates.jsonl:LIMEN-000012	data/cases/security-agentic-candidates.jsonl:LIMEN-000012	CVE-2025-9611;public_nvd_record;playwright_mcp_v0.0.40_release_note	Playwright MCP Server	MCP/browser-control local trust-boundary failure awaiting a second reviewed lineage	standalone MCP/plugin-style trust-boundary lineage; no reviewed same-event duplicate or bounded recurrence package yet	T3_authoritative_source	Global	en	Keep as a standalone lineage counted by normalized_record_key. The row usefully seeds MCP/plugin-style trust-boundary coverage, but there is still no reviewed same-event duplicate, derivative queue copy, or bounded recurrence package; do not upgrade singleton-strength evidence into a broader prevalence claim.	data/cases/security-agentic-candidates.jsonl; results/boost/limen-continuous-experiments/playwright-mcp-promotion-sync-report-v0.1.md	2026-06-07T16:27:28Z	count_as_singleton_lineage_pending_future_overlap_review	no	no_cluster_review_row	no	singleton_ledger_only	0	0	0	Singleton review rows remain ledger-only controls until a reviewed overlap package exists; they are visible for count governance, not for pairwise graph edges.
REVIEW-SINGLETON-AUTH-LIMEN-000012	no_cluster_review_row	standalone_lineage_pending_future_overlap_review	data/cases/authoritative-candidates.jsonl:LIMEN-000012	data/cases/authoritative-candidates.jsonl:LIMEN-000012	SRC-AUTH-0024	Datatilsynet / AI-supported disability-allowance screening opinion	standalone public-sector AI governance / legal-basis opinion lineage awaiting reviewed overlap or recurrence package	standalone authoritative singleton; no reviewed same-event duplicate, derivative queue copy, or bounded recurrence package yet	T3_authoritative_source	Denmark	da	Keep as a standalone lineage counted by normalized_record_key. The row widens rare-language public-sector governance coverage and adds a second education/public-sector pairing, but it is still a bounded legal-basis opinion package rather than a harm finding or duplicate event. At the same time it now sits inside bare-ID collision blocker `REVIEW-IDCOLLISION-LIMEN-000012` against the unrelated Playwright MCP security row, so singleton handling and join-safety both apply.	data/cases/authoritative-candidates.jsonl; results/authoritative-scout/danish-public-sector-governance-anchor-v0.1.tsv	2026-06-07T17:13:13Z	count_as_singleton_lineage_pending_future_overlap_review	yes	identifier_collision_blocker,no_cluster_review_row	yes	singleton_ledger_only	0	0	0	Singleton review rows remain ledger-only controls until a reviewed overlap package exists; they are visible for count governance, not for pairwise graph edges.
REVIEW-IDCOLLISION-LIMEN-000012	identifier_collision_blocker	same_case_id_string_across_distinct_events		data/cases/authoritative-candidates.jsonl:LIMEN-000012;data/cases/security-agentic-candidates.jsonl:LIMEN-000012	SRC-AUTH-0024;CVE-2025-9611;public_nvd_record;playwright_mcp_v0.0.40_release_note	none; shared local identifier only	none confirmed	not a duplicate cluster; namespace collision across distinct Danish public-sector governance and MCP security lineages	T3_authoritative_source	Denmark;Global	da;en	Do not merge. Bare case_id reuse now points to a Datatilsynet legal-basis opinion on AI-supported disability-allowance screening and a separate Playwright MCP DNS-rebinding / origin-validation vulnerability; downstream joins must use file-qualified or globally normalized IDs.	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl	2026-06-07T17:19:48Z	block_bare_id_joins_use_file_qualified_or_global_id	yes	identifier_collision_blocker,no_cluster_review_row	yes	graph_expected_identifier_collision	1	1	0	Pairwise collision edges are part of the Figure 4 quality-control surface and must stay file-qualified to prevent bare-ID joins.
REVIEW-NOMERGE-FTC-001	reviewed_not_duplicate	shared_concrete_failure_mode		data/cases/authoritative-candidates.jsonl:LIMEN-000010;data/cases/authoritative-candidates.jsonl:LIMEN-000011	SRC-AUTH-0020;SRC-AUTH-0021;SRC-AUTH-0022;SRC-AUTH-0023	Federal Trade Commission	official non-finance false AI capability / performance claim enforcement	same regulator family and complaint-plus-final-order posture, but different products, dates, claimed capabilities, and affected-use contexts	T3_authoritative_source	United States	en	Do not collapse. The DoNotPay AI-lawyer matter and the Workado AI-detector accuracy matter are separate FTC complaint-plus-final-order packages with different products, dates, and claim particulars, but together they establish a bounded non-finance authoritative false-capability recurrence package outside the SEC finance subset.	data/cases/authoritative-candidates.jsonl; results/authoritative-scout/ftc-nonfinance-promotion-matrix-v0.1.tsv	2026-06-07T17:51:01Z	keep_distinct_lineages_do_not_event_merge	no	reviewed_not_duplicate,no_cluster_review_row	yes	graph_expected_reviewed_nonmerge	1	1	0	Reviewer-safe non-merge edges are allowed as subtype-preserving similarity overlays, not as same-event recurrence claims.
CLUSTER-DERIVATIVE-LIMEN-007-CAND-003	stable_duplicate_cluster	shared_new_hampshire_biden_robocall_event_lifecycle	data/cases/authoritative-candidates.jsonl:LIMEN-000008	data/cases/authoritative-candidates.jsonl:LIMEN-000008;results/boost/limen-boost-007/candidate-cases.jsonl:LIMEN-007-CAND-001;results/boost/limen-boost-007/candidate-cases.jsonl:LIMEN-007-CAND-002;results/boost/limen-boost-007/candidate-cases.jsonl:LIMEN-007-CAND-003;results/boost/limen-boost-007/candidate-cases.jsonl:LIMEN-007-CAND-006	SRC-AUTH-0016;SRC-AUTH-0017;SRC-AUTH-0018;LIMEN-007-CAND-001-official-doj-charge-page;LIMEN-007-CAND-002-official-doj-investigation-update;LIMEN-007-CAND-003-official-fcc-consent-decree;LIMEN-007-CAND-006-pa-oag-warning-letter	New Hampshire primary spoofed Biden robocall event involving Steven Kramer, Life Corporation, Lingo Telecom, and institutional responses from New Hampshire DOJ, multistate AGs, and FCC	deepfake or synthetic-voice impersonation used in election-related robocalls with multi-agency procedural and enforcement follow-through	same-event lifecycle package across state charging, state investigation update, multistate attorney-general warning, and federal telecom enforcement surfaces	T3_authoritative_source	United States	en	Collapse for lineage counts, but preserve stage-specific provenance. The authoritative FCC row remains the canonical atlas representative, while the shard-007 DOJ, multistate AG, and FCC lifecycle rows remain useful as same-event official companions for chronology, actor mapping, and institutional-response analysis; do not count them as separate incidents.	data/cases/authoritative-candidates.jsonl; results/boost/limen-boost-007/candidate-cases.jsonl; results/boost/limen-dedupe-cluster-taxonomy/new-hampshire-robocall-lifecycle-cluster-audit-v0.1.tsv	2026-06-08T13:22:47Z	collapse_to_canonical_lineage_for_counts_preserve_member_provenance	no	stable_duplicate_cluster,no_cluster_review_row,identifier_collision_blocker	yes	ledger_only_stable_collapse	0	0	0	Stable duplicate clusters govern lineage collapse in the ledger; this row now preserves a multi-document same-event lifecycle package spanning state, multistate, and federal official surfaces, but it should still travel as collapse metadata rather than as pairwise graph edges.
CLUSTER-DERIVATIVE-LIMEN-008-LEAD-001	stable_duplicate_cluster	shared_direct_yle_article_and_lane_local_bridge_copy	data/cases/multilingual-candidates.jsonl:LMWCS-20260606-001	data/cases/multilingual-candidates.jsonl:LMWCS-20260606-001;results/boost/limen-boost-008/candidate-cases.jsonl:LIMEN-008-LEAD-001	yle-direct-base;LIMEN-008-LEAD-001	AI-assisted procedural-contamination / fabricated-citation appeals row in Finland	derivative cross-lane duplicate with the same direct Yle article lineage reused in shard-008 procedural-contamination packaging	cross-lane duplicate: the shard-008 procedural-contamination lead is the same direct-source-resolved Yle row already carried in the multilingual candidate stack	T1_single_public_source	Finland	fi	Collapse for lineage counts, but preserve both provenance trails. The multilingual base row remains the canonical seed in the atlas candidate stack, while the shard-008 row remains useful as a procedural-contamination bridge and source-depth packaging surface. Do not count both rows as separate Finland incidents or treat the shard-local restatement as fresher evidence.	data/cases/multilingual-candidates.jsonl; results/boost/limen-boost-008/candidate-cases.jsonl; results/boost/limen-boost-008/official-finnish-companion-frontier.tsv	2026-06-07T18:27:08Z	collapse_to_canonical_lineage_for_counts_preserve_member_provenance	no	stable_duplicate_cluster	no	ledger_only_stable_collapse	0	0	0	Stable duplicate clusters govern lineage collapse in the ledger; under the current Figure 4 contract they travel as collapse metadata rather than as graph edges.
REVIEW-SINGLETON-LIMEN-008-LEAD-007	no_cluster_review_row	standalone_residual_frontier_lineage_pending_future_overlap_review	results/boost/limen-boost-008/candidate-cases.jsonl:LIMEN-008-LEAD-007	results/boost/limen-boost-008/candidate-cases.jsonl:LIMEN-008-LEAD-007	Retraction Watch	Fake-article citation-network lead across preprint and indexing surfaces	network-level citation / fake-article contamination pattern now has one archived direct-platform-action exemplar but remains below second-action or publisher/institutional-action threshold	residual frontier singleton; one exact SSRN-linked pair now has an archived platform-action record, but no same-event duplicate package, second action record, or reviewed recurrence package exists yet	T1_single_public_source	unknown_or_multijurisdictional	en	Keep as a singleton residual frontier row. It is useful for methods, dashboard queueing, and citation-network figure design because it now preserves one quote-bearing archived SSRN removal/under-review notice plus one second exact SSRN/arXiv pair without action text, while still stopping short of reviewed recurrence or seeded promotion. Do not promote it into a same-event duplicate, fake-paper prevalence claim, or new top-level label until a second direct platform/publisher/institution action record or reviewed overlap package lands.	results/boost/limen-boost-008/candidate-cases.jsonl; results/boost/limen-boost-008/fake-article-network-platform-action-depth-audit.tsv; results/boost/limen-dedupe-cluster-taxonomy/fake-article-network-direct-authority-upgrade-audit-2026-06-08T15-23-59Z.tsv	2026-06-08T15:23:59Z	count_as_singleton_lineage_pending_future_overlap_review	no	no_cluster_review_row,residual_frontier_extension	no	singleton_ledger_only	0	0	0	Singleton frontier rows remain ledger-only after the first direct-action upgrade; they are still not graph-eligible until a reviewed overlap or second action-bearing recurrence package exists.
REVIEW-SIDECAR-LIMEN-000013	no_cluster_review_row	standalone_authoritative_sidecar_explicitly_seed_silent	data/cases/authoritative-candidates.jsonl:LIMEN-000013	data/cases/authoritative-candidates.jsonl:LIMEN-000013	SRC-AUTH-0025;SRC-AUTH-0026;SRC-AUTH-0029	FTC / Rytr LLC AI-generated reviews chronology	review/testimonial generation with later regulator reversibility posture	standalone authoritative complex-posture sidecar with complaint, 2024 order, and 2025 set-aside order all captured; no reviewed same-event duplicate or recurrence package claimed	T3_authoritative_source	United States	en	Admit only on the extended reviewed local surface as a count-silent complex-posture sidecar. Keep outside the seeded 34/37/27 headline package and use for methods/reviewer/thesis discussion of regulatory reversibility rather than as a stable current-order exemplar or prevalence support.	data/cases/authoritative-candidates.jsonl; sources/authoritative-source-ledger.tsv; results/authoritative-scout/ftc-late-disposition-resolution-board-v0.1.tsv; results/authoritative-scout/ftc-held-case-document-read-board-v0.1.tsv	2026-06-08T05:42:14Z	extended_reviewed_local_surface_only_never_seeded_headline_counts	no	no_cluster_review_row,extended_sidecar_admission,seed_silent_sidecar	no	sidecar_ledger_only	0	0	0	Extended-only sidecar rows remain ledger-only and are excluded from same-event, recurrence, and seeded-headline graph claims unless a later synchronized route explicitly says otherwise.
REVIEW-SIDECAR-LIMEN-000014	no_cluster_review_row	standalone_authoritative_sidecar_explicitly_seed_silent	data/cases/authoritative-candidates.jsonl:LIMEN-000014	data/cases/authoritative-candidates.jsonl:LIMEN-000014	SRC-AUTH-0027;SRC-AUTH-0028;SRC-AUTH-0030	FTC / Air AI conversational-AI business-opportunity settlement chronology	conversational-AI human-replacement marketing and business-opportunity deception allegations with stipulated-order settlement posture	standalone authoritative non-core settlement sidecar with complaint, TRO motion, and stipulated-order disposition all captured; no reviewed same-event duplicate or recurrence package claimed	T3_authoritative_source	United States	en	Admit only on the extended reviewed local surface as a count-silent bounded settlement sidecar. Keep outside the seeded 34/37/27 headline package and do not reuse as hidden-human closure, generic AI-washing prevalence, or default authoritative core support.	data/cases/authoritative-candidates.jsonl; sources/authoritative-source-ledger.tsv; results/authoritative-scout/ftc-late-disposition-resolution-board-v0.1.tsv; results/authoritative-scout/ftc-held-case-document-read-board-v0.1.tsv	2026-06-08T05:42:14Z	extended_reviewed_local_surface_only_never_seeded_headline_counts	no	no_cluster_review_row,extended_sidecar_admission,seed_silent_sidecar	no	sidecar_ledger_only	0	0	0	Extended-only sidecar rows remain ledger-only and are excluded from same-event, recurrence, and seeded-headline graph claims unless a later synchronized route explicitly says otherwise.
REVIEW-SINGLETON-LIMEN-000015	no_cluster_review_row	standalone_lineage_pending_future_overlap_review	data/cases/authoritative-candidates.jsonl:LIMEN-000015	data/cases/authoritative-candidates.jsonl:LIMEN-000015	SRC-AUTH-0031	CNIL / unnamed sports club proposed facial-recognition warning matter	standalone biometric-governance / legality-warning lineage awaiting reviewed overlap or recurrence package	standalone authoritative singleton; no reviewed same-event duplicate, derivative queue copy, or bounded recurrence package yet	T3_authoritative_source	France	fr	Keep as a standalone lineage counted by normalized_record_key. The row materially widens non-U.S./non-UK biometric-governance authority breadth, but it remains a bounded warning-page posture rather than proof of deployment, sanction, or same-event duplication. Preserve the French original and do not promote singleton-strength evidence into a broader recurrence or prevalence claim.	data/cases/authoritative-candidates.jsonl; results/authoritative-scout/french-cnil-warning-candidate-board-v0.1.tsv; results/authoritative-scout/french-cnil-companion-link-audit-v0.1.tsv; results/authoritative-scout/french-cnil-official-search-discovery-audit-v0.1.tsv	2026-06-08T06:19:20Z	count_as_singleton_lineage_pending_future_overlap_review	no	no_cluster_review_row	no	singleton_ledger_only	0	0	0	Singleton review rows remain ledger-only controls until a reviewed overlap package exists; they are visible for count governance, not for pairwise graph edges.
REVIEW-NOMERGE-BIOMETRIC-001	reviewed_not_duplicate	shared_concrete_failure_mode		data/cases/authoritative-candidates.jsonl:LIMEN-000004;data/cases/authoritative-candidates.jsonl:LIMEN-000015	SRC-AUTH-0004;SRC-AUTH-0007;SRC-AUTH-0009;SRC-AUTH-0031	European data-protection-authority interventions against facial-recognition use in ordinary institutional screening/payment contexts	facial-recognition identification proposed or deployed without a sufficiently compliant biometric-data legal basis and governance safeguards	repeated facial-recognition legality pattern across different regulators, deployers, and contexts (school canteen payments vs commercial stadium-ban screening); no shared event, actor, or sanction posture	T3_authoritative_source	United Kingdom;France	en;fr	Do not merge. Chelmer Valley High School is a UK ICO reprimand tied to facial-recognition canteen payments introduced without a prior DPIA and without properly obtained explicit consent, while the CNIL row is a French warning that a proposed sports-club facial-recognition system for commercial stadium-ban enforcement lacked compliant legal basis absent special legislation. Together they create a reviewer-safe cross-jurisdiction biometric-governance recurrence package without proving same event identity, deployer equivalence, sanction-depth equivalence, or deployment completion in France.	data/cases/authoritative-candidates.jsonl; sources/authoritative-source-ledger.tsv; results/authoritative-scout/french-cnil-official-search-discovery-audit-v0.1.tsv	2026-06-08T16:02:46Z	keep_distinct_lineages_do_not_event_merge	no	reviewed_not_duplicate,no_cluster_review_row	yes	graph_expected_reviewed_nonmerge	1	1	0	Reviewer-safe non-merge edges are allowed as subtype-preserving similarity overlays, not as same-event recurrence claims. This cross-jurisdiction biometric-governance pair keeps the French row singleton-strength for counting while making the repeated legality-warning pattern visible for Figure 4 and methods prose.
REVIEW-NOMERGE-RI-SPRINGER-001	reviewed_not_duplicate	shared_concrete_failure_mode_and_same_publisher_notice_family		results/boost/limen-boost-008/candidate-cases.jsonl:LIMEN-008-LEAD-005;results/boost/limen-boost-008/candidate-cases.jsonl:LIMEN-008-LEAD-006	LIMEN-008-NTE-001;LIMEN-008-NTE-003	Springer Nature direct notice surfaces	publisher-originating reference-validity / fabricated-citation contamination in scholarly outputs	same publisher family and same narrow contamination pattern, but distinct scholarly objects, notice texts, and venue roles (journal article vs book)	T3_authoritative_source	unknown_or_multijurisdictional	en	Do not merge. `LIMEN-008-LEAD-005` and `LIMEN-008-LEAD-006` now form a reviewer-safe repeated research-integrity pattern around direct publisher-originating notice text on unverifiable references, but they remain distinct scholarly objects with different notice language, venue forms, and posting surfaces. Use this pair to show that the direct-notice slice is no longer a one-off while keeping the publisher-family concentration explicit and avoiding prevalence or cross-publisher claims.	results/boost/limen-boost-008/candidate-cases.jsonl; results/boost/limen-boost-008/notice-text-evidence.tsv; results/boost/limen-boost-008/springer-book-chapter-notice-audit.tsv; results/dashboard-paper/procedural-contamination-source-depth-panel-v0.1.tsv; results/paper-snapshot-20260607/exports/authoritative-source-anchors.tsv	2026-06-08T07:02:00Z	keep_distinct_lineages_do_not_event_merge	no	reviewed_not_duplicate,research_integrity_shadow_pair,direct_notice_family_recurrence	yes	graph_expected_reviewed_nonmerge	1	1	0	Reviewer-safe non-merge edges are allowed as subtype-preserving similarity overlays, not as same-event recurrence claims. This Springer direct-notice pair is now materialized on the extended reviewed local surface only; it must not be imported into seeded denominator counts or restated as cross-publisher or prevalence evidence.
REVIEW-NOMERGE-RI-AI-MANIP-001	reviewed_not_duplicate	shared_concrete_failure_mode_and_cross_publisher_direct_notice_state		results/boost/limen-boost-008/candidate-cases.jsonl:LIMEN-008-LEAD-003;results/boost/limen-boost-008/candidate-cases.jsonl:LIMEN-008-LEAD-005	NWNA-008-001;LIMEN-008-NTE-001	Cross-publisher direct scholarly retraction notices on AI-mediated record manipulation	direct publisher-originating retraction notices documenting AI-assisted scholarly-record manipulation (image repositioning vs generative-AI reference fabrication)	distinct publisher families and venue contexts (archived NEJM notice vs live Springer notice); no shared event, actor, or notice text	T3_authoritative_source	unknown_or_multijurisdictional	en	Do not merge. `LIMEN-008-LEAD-003` and `LIMEN-008-LEAD-005` are separate retraction matters with different publishers, venues, and manipulation types, but both now carry direct publisher-originating notice text explicitly tying the action to AI-mediated scholarly-record manipulation. Use this pair to show that the direct-notice research-integrity slice is no longer Springer-only while preserving that one branch is archive-resolved and that the current package still does not prove prevalence, intent uniformity, or a new top-level taxonomy label.	results/boost/limen-boost-008/nejm-wayback-notice-audit.tsv; results/boost/limen-boost-008/notice-text-evidence.tsv; results/source-map/research-integrity-family-inventory-v0.1.tsv; results/boost/limen-dedupe-cluster-taxonomy/research-integrity-cross-publisher-direct-notice-audit-2026-06-08T17-42-03Z.tsv	2026-06-08T17:42:03Z	keep_distinct_lineages_do_not_event_merge	no	reviewed_not_duplicate,research_integrity_cross_publisher_direct_notice,direct_notice_family_recurrence	yes	graph_expected_reviewed_nonmerge	1	1	0	Reviewer-safe non-merge edges are allowed as subtype-preserving similarity overlays, not as same-event recurrence claims. This cross-publisher direct-notice pair broadens the research-integrity notice slice beyond Springer-only concentration while preserving archive-dependence caution and avoiding prevalence or misconduct overread.
REVIEW-NOMERGE-TRUSTBOUNDARY-001	reviewed_not_duplicate	shared_concrete_failure_mode		data/cases/security-agentic-candidates.jsonl:LIMEN-000009;data/cases/security-agentic-candidates.jsonl:LIMEN-000012	LIMEN-S-045;CVE-2025-9611;public_nvd_record;playwright_mcp_v0.0.40_release_note	PraisonAI Platform and Playwright MCP Server	unauthorized privileged action through weak origin / ownership boundary validation in agent-tool orchestration surfaces	repeated authorization-boundary / trust-boundary pattern across distinct agent-tool products; no shared event, actor, or advisory lineage	T3_authoritative_source	Global	en	Do not merge. PraisonAI let a low-privilege workspace member add an arbitrary user as owner, while Playwright MCP accepted unauthorized local MCP requests through DNS rebinding because Origin validation was missing. These are separate products and exploit surfaces, but together they create a reviewer-safe non-merge recurrence around authorization-boundary failures in agent-tool orchestration without implying same-event identity, broad prevalence, or non-MCP closure.	data/cases/security-agentic-candidates.jsonl; results/security/security-agentic-trust-boundary-breadth-board-v0.1.tsv; results/security/security-agentic-watch-v0.1.tsv	2026-06-08T09:43:37Z	keep_distinct_lineages_do_not_event_merge	yes	reviewed_not_duplicate,identifier_collision_blocker,no_cluster_review_row	yes	graph_expected_reviewed_nonmerge	1	1	0	Reviewer-safe non-merge edges are allowed as subtype-preserving similarity overlays, not as same-event recurrence claims. This core trust-boundary pair is now materialized in Figure 4 while staying a bounded non-merge authorization-boundary overlay rather than a same-event duplicate or prevalence claim.
REVIEW-SINGLETON-LIMEN-000016	no_cluster_review_row	standalone_lineage_pending_future_overlap_review	data/cases/security-agentic-candidates.jsonl:LIMEN-000016	data/cases/security-agentic-candidates.jsonl:LIMEN-000016	LIMEN-S-071;AVID-2026-R1707	ToolHive MCP deployment utility	MCP deployment-trust / local secret-exposure singleton awaiting broader reviewed overlap package	standalone security singleton with exact AVID support and bounded MCP/deployment-trust relevance but no reviewed same-event duplicate or broader recurrence package yet	T3_authoritative_source	Global	en	Keep as a standalone lineage counted by normalized_record_key. The row materially widens the seeded MCP/deployment-trust slice with exact AVID support and vendor-advisory-grade remediation visibility, but it should not be promoted into broad MCP prevalence or same-event duplicate language. At the same time it now participates in reviewer-safe non-merge pair `REVIEW-NOMERGE-MCP-001`, so singleton handling and bounded recurrence both apply.	data/cases/security-agentic-candidates.jsonl; results/security/security-agentic-watch-v0.1.tsv; results/security/security-agentic-publication-cell-matrix-v0.1.tsv	2026-06-08T09:58:59Z	count_as_singleton_lineage_pending_future_overlap_review	no	no_cluster_review_row	yes	singleton_ledger_only	0	0	0	Singleton review rows remain ledger-only controls until a reviewed overlap package exists; they are visible for count governance, not for pairwise graph edges.
REVIEW-NOMERGE-MCP-001	reviewed_not_duplicate	shared_concrete_failure_mode		data/cases/security-agentic-candidates.jsonl:LIMEN-000012;data/cases/security-agentic-candidates.jsonl:LIMEN-000016	LIMEN-S-051;LIMEN-S-071;AVID-2026-R1707	Playwright MCP Server and ToolHive	MCP/deployment trust-boundary failures exposing unauthorized local tool access or local secret material in agent-tool orchestration surfaces	repeated MCP/deployment trust-boundary pattern across distinct developer-tool products; no shared event, actor, or advisory lineage	T3_authoritative_source	Global	en	Do not merge. Playwright MCP accepted unauthorized local MCP requests through DNS rebinding because Origin validation was missing, while ToolHive stored restartable MCP-server secrets in run config files readable from the deployer home folder. These are separate products and exploit surfaces, but together they create a reviewer-safe non-merge recurrence around MCP/deployment trust-boundary failures without implying same-event identity, broad ecosystem prevalence, or closure of the still-thin non-MCP trust-boundary slice.	data/cases/security-agentic-candidates.jsonl; results/security/security-agentic-watch-v0.1.tsv; results/security/security-agentic-trust-boundary-breadth-board-v0.1.tsv; results/security/security-agentic-publication-cell-matrix-v0.1.tsv	2026-06-08T09:58:59Z	keep_distinct_lineages_do_not_event_merge	no	reviewed_not_duplicate,no_cluster_review_row	yes	graph_expected_reviewed_nonmerge	1	1	0	Reviewer-safe non-merge edges are allowed as subtype-preserving similarity overlays, not as same-event recurrence claims. This MCP/deployment pair is graph-visible while preserving bounded caution against prevalence or same-event overread.
