signal_id	first_pass_verdict	candidate_role	reason	claim_ceiling	next_action	source_path
LIMEN-SIGNAL-01CFFE18D306C683	promote_to_source_review	official_register_record_or_registry_table	Snippet points to a named public AI or algorithm register surface rather than an abstract claim digest.	Surface-level existence or record-presence only until the underlying official page is checked.	Open the cited register page or accession table directly and verify that the named record is real, public, and in scope for LIMEN reuse.	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050415Z/manuscript.html
LIMEN-SIGNAL-01D5E603AFD5B143	merge_with_existing_surface	internal_derivative_or_packaging_artifact	This row is an internal digest, prompt, draft, matrix, code/config, or packaging artifact that points back to another source surface.	Derivative-work signal only; cannot independently support incident, legal, safety, or deployment claims.	Merge this candidate into the existing source family or reviewed surface it summarizes instead of opening a fresh LIMEN review thread.	/srv/tyche/pallas/pallas-ai-agent-observatory/prompts/waves/observability-global/batch-07-xk-pn.md
LIMEN-SIGNAL-01D7B7D615F56740	hold_needs_direct_source	proxy_gap_or_seed_signal	Row is a proxy, gap note, seed, or weak source-pack row that still needs the directly named authoritative page.	Only a route-to-source hint; not enough for a reviewed-core claim or even a stable reviewed surface.	Resolve to the exact official/regulator page first, then re-enter source review with the direct record.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv
LIMEN-SIGNAL-01DEB84B3AF986AC	merge_with_existing_surface	internal_derivative_or_packaging_artifact	This row is an internal digest, prompt, draft, matrix, code/config, or packaging artifact that points back to another source surface.	Derivative-work signal only; cannot independently support incident, legal, safety, or deployment claims.	Merge this candidate into the existing source family or reviewed surface it summarizes instead of opening a fresh LIMEN review thread.	/srv/tyche/gaia/tyche-research-vault/results/papergrade-preprints/gaia-papergrade-preprint-20260607T080550Z/sources/srv_tyche_gaia_tyche-research-vault_papers_global-agent-atlas_global-agent-atlas-reading-packet-v0.1.md
LIMEN-SIGNAL-01FE6CAA5347B6E4	merge_with_existing_surface	internal_derivative_or_packaging_artifact	This row is an internal digest, prompt, draft, matrix, code/config, or packaging artifact that points back to another source surface.	Derivative-work signal only; cannot independently support incident, legal, safety, or deployment claims.	Merge this candidate into the existing source family or reviewed surface it summarizes instead of opening a fresh LIMEN review thread.	/srv/tyche/pallas/pallas-ai-agent-observatory/results/world-readiness-overview/standards-pki-digital-id-exception-cohort.json
LIMEN-SIGNAL-01FF7EA78B812EE1	reject_as_cross_project_noise	gaia_agent_or_law_surface	Row belongs to GAIA agent/law inventory material rather than a bounded LIMEN review-candidate surface.	At most a cross-project lead; not a LIMEN-reviewed source candidate in this batch.	Exclude from this LIMEN batch and leave any follow-up to the relevant GAIA or law-surface workflow.	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/backups-cycle188-active-lanes-32-foreign-language-public-service-hardening/facts.jsonl
LIMEN-SIGNAL-0202801C30831A55	promote_to_source_review	official_register_record_or_registry_table	Snippet points to a named public AI or algorithm register surface rather than an abstract claim digest.	Surface-level existence or record-presence only until the underlying official page is checked.	Open the cited register page or accession table directly and verify that the named record is real, public, and in scope for LIMEN reuse.	/srv/tyche/projects/public-ai-registry/data/registry-source-resolution-log-all-priorities-20260607.csv
LIMEN-SIGNAL-020E38A2779174A7	hold_needs_direct_source	ambiguous_internal_signal	First-pass metadata is too indirect or mixed to justify immediate promotion or rejection.	Ambiguous lead only; no truth, legality, safety, or prevalence inference permitted.	Trace the row back to a direct authoritative source before any stronger adjudication.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_2_COUNTRY_MATRIX.csv
LIMEN-SIGNAL-021CAFDBEBDCF349	hold_needs_direct_source	ambiguous_internal_signal	First-pass metadata is too indirect or mixed to justify immediate promotion or rejection.	Ambiguous lead only; no truth, legality, safety, or prevalence inference permitted.	Trace the row back to a direct authoritative source before any stronger adjudication.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_6_SOURCE_REFRESH.csv
LIMEN-SIGNAL-021CCE6F27837427	hold_needs_direct_source	proxy_gap_or_seed_signal	Row is a proxy, gap note, seed, or weak source-pack row that still needs the directly named authoritative page.	Only a route-to-source hint; not enough for a reviewed-core claim or even a stable reviewed surface.	Resolve to the exact official/regulator page first, then re-enter source review with the direct record.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_6_SOURCE_PACK.csv
LIMEN-SIGNAL-021F44EF4849F040	hold_low_relevance	scholarly_or_theory_context_lead	Row is scholarly or theory context rather than an official/regulator source surface, so it misses the P1 slice target.	Background-context value only until connected to an authoritative public source.	Keep only as context; do not spend direct source-review budget on it in the current P1 official/regulator batch.	/srv/tyche/atlas/tyche-thesis-atlas-factory/snapshots/v0.2-freeze-20260601T060436Z/corpus/v0.2-working/data/lanes/books-theory-latest.jsonl
LIMEN-SIGNAL-0237BB7E6367C97D	hold_needs_direct_source	ambiguous_internal_signal	First-pass metadata is too indirect or mixed to justify immediate promotion or rejection.	Ambiguous lead only; no truth, legality, safety, or prevalence inference permitted.	Trace the row back to a direct authoritative source before any stronger adjudication.	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/submission-preprint-packages/atlas-preprint-package-20260606T204009Z/manuscript.html
LIMEN-SIGNAL-0237C2CA140C91EE	hold_low_relevance	scholarly_or_theory_context_lead	Row is scholarly or theory context rather than an official/regulator source surface, so it misses the P1 slice target.	Background-context value only until connected to an authoritative public source.	Keep only as context; do not spend direct source-review budget on it in the current P1 official/regulator batch.	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/books-theory-latest.jsonl
LIMEN-SIGNAL-0238F3A9EE0AA122	hold_needs_direct_source	proxy_gap_or_seed_signal	Row is a proxy, gap note, seed, or weak source-pack row that still needs the directly named authoritative page.	Only a route-to-source hint; not enough for a reviewed-core claim or even a stable reviewed surface.	Resolve to the exact official/regulator page first, then re-enter source review with the direct record.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_6_SOURCE_PACK.csv
LIMEN-SIGNAL-023B851CAF23A630	merge_with_existing_surface	internal_derivative_or_packaging_artifact	This row is an internal digest, prompt, draft, matrix, code/config, or packaging artifact that points back to another source surface.	Derivative-work signal only; cannot independently support incident, legal, safety, or deployment claims.	Merge this candidate into the existing source family or reviewed surface it summarizes instead of opening a fresh LIMEN review thread.	/srv/tyche/pallas/pallas-ai-agent-observatory/prompts/waves/observability-global/batch-06-ck-ki.md
LIMEN-SIGNAL-023EE23A41B59235	hold_needs_direct_source	proxy_gap_or_seed_signal	Row is a proxy, gap note, seed, or weak source-pack row that still needs the directly named authoritative page.	Only a route-to-source hint; not enough for a reviewed-core claim or even a stable reviewed surface.	Resolve to the exact official/regulator page first, then re-enter source review with the direct record.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv
LIMEN-SIGNAL-024A51AC5212AA9E	hold_needs_direct_source	ambiguous_internal_signal	First-pass metadata is too indirect or mixed to justify immediate promotion or rejection.	Ambiguous lead only; no truth, legality, safety, or prevalence inference permitted.	Trace the row back to a direct authoritative source before any stronger adjudication.	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json.bak-seedtune-20260604T044720Z
LIMEN-SIGNAL-024A9E07B6B94B41	merge_with_existing_surface	internal_derivative_or_packaging_artifact	This row is an internal digest, prompt, draft, matrix, code/config, or packaging artifact that points back to another source surface.	Derivative-work signal only; cannot independently support incident, legal, safety, or deployment claims.	Merge this candidate into the existing source family or reviewed surface it summarizes instead of opening a fresh LIMEN review thread.	/srv/tyche/pallas/pallas-ai-agent-observatory/results/exploitation-wave-pallas-20260605T192817Z/claim-support-digest.json
LIMEN-SIGNAL-024C47374E6C8028	hold_needs_direct_source	ambiguous_internal_signal	First-pass metadata is too indirect or mixed to justify immediate promotion or rejection.	Ambiguous lead only; no truth, legality, safety, or prevalence inference permitted.	Trace the row back to a direct authoritative source before any stronger adjudication.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_9_SOURCE_REFRESH.csv
LIMEN-SIGNAL-0274D84E084707BD	hold_needs_direct_source	ambiguous_internal_signal	First-pass metadata is too indirect or mixed to justify immediate promotion or rejection.	Ambiguous lead only; no truth, legality, safety, or prevalence inference permitted.	Trace the row back to a direct authoritative source before any stronger adjudication.	/srv/tyche/gaia/tyche-research-vault/results/boost/gaia-boost-054/table-patch.md
LIMEN-SIGNAL-028375CD0C629A29	merge_with_existing_surface	internal_derivative_or_packaging_artifact	This row is an internal digest, prompt, draft, matrix, code/config, or packaging artifact that points back to another source surface.	Derivative-work signal only; cannot independently support incident, legal, safety, or deployment claims.	Merge this candidate into the existing source family or reviewed surface it summarizes instead of opening a fresh LIMEN review thread.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_COUNTRY_PROFILES.md
LIMEN-SIGNAL-029DD0B13D61F321	hold_needs_direct_source	ambiguous_internal_signal	First-pass metadata is too indirect or mixed to justify immediate promotion or rejection.	Ambiguous lead only; no truth, legality, safety, or prevalence inference permitted.	Trace the row back to a direct authoritative source before any stronger adjudication.	/srv/tyche/projects/limen-ai-edge-case-atlas/results/paper-snapshot-20260607/sources/authoritative-source-ledger.tsv
LIMEN-SIGNAL-02B4946A34B4E3CA	hold_low_relevance	scholarly_or_theory_context_lead	Row is scholarly or theory context rather than an official/regulator source surface, so it misses the P1 slice target.	Background-context value only until connected to an authoritative public source.	Keep only as context; do not spend direct source-review budget on it in the current P1 official/regulator batch.	/srv/tyche/atlas/tyche-thesis-atlas-factory/snapshots/v0.2-freeze-20260601T060436Z/corpus/v0.2-working/data/lanes/sandboxes-cases-latest.jsonl
LIMEN-SIGNAL-02B82FDCEBDB3292	merge_with_existing_surface	internal_derivative_or_packaging_artifact	This row is an internal digest, prompt, draft, matrix, code/config, or packaging artifact that points back to another source surface.	Derivative-work signal only; cannot independently support incident, legal, safety, or deployment claims.	Merge this candidate into the existing source family or reviewed surface it summarizes instead of opening a fresh LIMEN review thread.	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/boost/atlas-boost-105/register-field-observation.json
LIMEN-SIGNAL-02B8CE4530203AA1	hold_needs_direct_source	ambiguous_internal_signal	First-pass metadata is too indirect or mixed to justify immediate promotion or rejection.	Ambiguous lead only; no truth, legality, safety, or prevalence inference permitted.	Trace the row back to a direct authoritative source before any stronger adjudication.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_WEAK_SOURCE_WARNINGS.md
LIMEN-SIGNAL-02BD2D039A41F64F	hold_needs_direct_source	ambiguous_internal_signal	First-pass metadata is too indirect or mixed to justify immediate promotion or rejection.	Ambiguous lead only; no truth, legality, safety, or prevalence inference permitted.	Trace the row back to a direct authoritative source before any stronger adjudication.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_1_SOURCE_REFRESH.csv
LIMEN-SIGNAL-02BE52F58DFB88E3	hold_needs_direct_source	ambiguous_internal_signal	First-pass metadata is too indirect or mixed to justify immediate promotion or rejection.	Ambiguous lead only; no truth, legality, safety, or prevalence inference permitted.	Trace the row back to a direct authoritative source before any stronger adjudication.	/srv/tyche/pallas/pallas-ai-agent-observatory/program/05-policy-legal-synthesis/paper/draft.md
LIMEN-SIGNAL-02C291D273513DFD	hold_needs_direct_source	ambiguous_internal_signal	First-pass metadata is too indirect or mixed to justify immediate promotion or rejection.	Ambiguous lead only; no truth, legality, safety, or prevalence inference permitted.	Trace the row back to a direct authoritative source before any stronger adjudication.	/srv/tyche/atlas/tyche-thesis-atlas-factory/snapshots/v0.2-freeze-20260601T060436Z/analysis/evidence-package/evidence-package-semantic-links-v0.2.jsonl
LIMEN-SIGNAL-02D07ED116729233	promote_to_source_review	official_register_record_or_registry_table	Snippet points to a named public AI or algorithm register surface rather than an abstract claim digest.	Surface-level existence or record-presence only until the underlying official page is checked.	Open the cited register page or accession table directly and verify that the named record is real, public, and in scope for LIMEN reuse.	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/tables/stratified-record-review-frame-20260608.csv
LIMEN-SIGNAL-02E21C344A05585B	merge_with_existing_surface	internal_derivative_or_packaging_artifact	This row is an internal digest, prompt, draft, matrix, code/config, or packaging artifact that points back to another source surface.	Derivative-work signal only; cannot independently support incident, legal, safety, or deployment claims.	Merge this candidate into the existing source family or reviewed surface it summarizes instead of opening a fresh LIMEN review thread.	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/exploitation-wave-cross-20260605T192817Z/claim-support-digest.json
LIMEN-SIGNAL-02E48AB7FEE0970B	hold_needs_direct_source	ambiguous_internal_signal	First-pass metadata is too indirect or mixed to justify immediate promotion or rejection.	Ambiguous lead only; no truth, legality, safety, or prevalence inference permitted.	Trace the row back to a direct authoritative source before any stronger adjudication.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv
LIMEN-SIGNAL-0300E21E894783D7	hold_needs_direct_source	ambiguous_internal_signal	First-pass metadata is too indirect or mixed to justify immediate promotion or rejection.	Ambiguous lead only; no truth, legality, safety, or prevalence inference permitted.	Trace the row back to a direct authoritative source before any stronger adjudication.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_2_SOURCE_PACK.csv
LIMEN-SIGNAL-031BD79947A23C17	promote_to_source_review	official_register_record_or_registry_table	Snippet points to a named public AI or algorithm register surface rather than an abstract claim digest.	Surface-level existence or record-presence only until the underlying official page is checked.	Open the cited register page or accession table directly and verify that the named record is real, public, and in scope for LIMEN reuse.	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-024/source-map-concentration-board-v0.1.csv
LIMEN-SIGNAL-031F378BC1E2561B	promote_to_source_review	official_register_record_or_registry_table	Snippet points to a named public AI or algorithm register surface rather than an abstract claim digest.	Surface-level existence or record-presence only until the underlying official page is checked.	Open the cited register page or accession table directly and verify that the named record is real, public, and in scope for LIMEN reuse.	/srv/tyche/projects/public-ai-registry/data/registry-acquisition-queue-v0.3.csv
LIMEN-SIGNAL-03275B023F8F9E4F	hold_needs_direct_source	ambiguous_internal_signal	First-pass metadata is too indirect or mixed to justify immediate promotion or rejection.	Ambiguous lead only; no truth, legality, safety, or prevalence inference permitted.	Trace the row back to a direct authoritative source before any stronger adjudication.	/srv/tyche/atlas/tyche-thesis-atlas-factory/snapshots/v0.2-freeze-20260601T060436Z/analysis/programme/project-paper-lab-matrix-v0.1.csv
LIMEN-SIGNAL-032804706244F878	hold_needs_direct_source	proxy_gap_or_seed_signal	Row is a proxy, gap note, seed, or weak source-pack row that still needs the directly named authoritative page.	Only a route-to-source hint; not enough for a reviewed-core claim or even a stable reviewed surface.	Resolve to the exact official/regulator page first, then re-enter source review with the direct record.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_7_SOURCE_PACK.csv
LIMEN-SIGNAL-032C013D24CE1924	merge_with_existing_surface	internal_derivative_or_packaging_artifact	This row is an internal digest, prompt, draft, matrix, code/config, or packaging artifact that points back to another source surface.	Derivative-work signal only; cannot independently support incident, legal, safety, or deployment claims.	Merge this candidate into the existing source family or reviewed surface it summarizes instead of opening a fresh LIMEN review thread.	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/papergrade-preprints/atlas-papergrade-preprint-20260607T080550Z/sources/srv_tyche_atlas_tyche-thesis-atlas-factory_results_preprint-readiness_checklist.json
LIMEN-SIGNAL-0332904E4B7745F4	hold_needs_direct_source	ambiguous_internal_signal	First-pass metadata is too indirect or mixed to justify immediate promotion or rejection.	Ambiguous lead only; no truth, legality, safety, or prevalence inference permitted.	Trace the row back to a direct authoritative source before any stronger adjudication.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_COUNTRY_INDEX.csv
LIMEN-SIGNAL-0333605DC6CD3C09	hold_needs_direct_source	proxy_gap_or_seed_signal	Row is a proxy, gap note, seed, or weak source-pack row that still needs the directly named authoritative page.	Only a route-to-source hint; not enough for a reviewed-core claim or even a stable reviewed surface.	Resolve to the exact official/regulator page first, then re-enter source review with the direct record.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_LANE_SOURCE_CANDIDATES.csv
LIMEN-SIGNAL-033391D2518E7F26	merge_with_existing_surface	internal_derivative_or_packaging_artifact	This row is an internal digest, prompt, draft, matrix, code/config, or packaging artifact that points back to another source surface.	Derivative-work signal only; cannot independently support incident, legal, safety, or deployment claims.	Merge this candidate into the existing source family or reviewed surface it summarizes instead of opening a fresh LIMEN review thread.	/srv/tyche/pallas/pallas-ai-agent-observatory/results/hypothesis-lab/pallas-h2-lifecycle-infra-contrast-v0.1.csv
LIMEN-SIGNAL-03386889A892E1A5	promote_to_source_review	official_register_record_or_registry_table	Snippet points to a named public AI or algorithm register surface rather than an abstract claim digest.	Surface-level existence or record-presence only until the underlying official page is checked.	Open the cited register page or accession table directly and verify that the named record is real, public, and in scope for LIMEN reuse.	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T204009Z/manuscript.md
LIMEN-SIGNAL-033DB3E6E62EA8EF	merge_with_existing_surface	internal_derivative_or_packaging_artifact	This row is an internal digest, prompt, draft, matrix, code/config, or packaging artifact that points back to another source surface.	Derivative-work signal only; cannot independently support incident, legal, safety, or deployment claims.	Merge this candidate into the existing source family or reviewed surface it summarizes instead of opening a fresh LIMEN review thread.	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/papergrade-preprints/atlas-papergrade-preprint-20260607T080550Z/sources/srv_tyche_atlas_tyche-thesis-atlas-factory_papers_03-tyche-thesis-atlas-data-method-v0.2.3.md
LIMEN-SIGNAL-033E9C3E5BD9B894	promote_to_source_review	official_register_record_or_registry_table	Snippet points to a named public AI or algorithm register surface rather than an abstract claim digest.	Surface-level existence or record-presence only until the underlying official page is checked.	Open the cited register page or accession table directly and verify that the named record is real, public, and in scope for LIMEN reuse.	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/zenodo/public-ai-registry-observatory-initial-corpus-20260608/data/registry-deployed-record-accession-all-20260607.csv
LIMEN-SIGNAL-0345AC6937806B6F	hold_needs_direct_source	ambiguous_internal_signal	First-pass metadata is too indirect or mixed to justify immediate promotion or rejection.	Ambiguous lead only; no truth, legality, safety, or prevalence inference permitted.	Trace the row back to a direct authoritative source before any stronger adjudication.	/srv/tyche/atlas/tyche-thesis-atlas-factory/analysis/claim-support/claim-support-v0.2.md
LIMEN-SIGNAL-0345DCA6B2778823	merge_with_existing_surface	internal_derivative_or_packaging_artifact	This row is an internal digest, prompt, draft, matrix, code/config, or packaging artifact that points back to another source surface.	Derivative-work signal only; cannot independently support incident, legal, safety, or deployment claims.	Merge this candidate into the existing source family or reviewed surface it summarizes instead of opening a fresh LIMEN review thread.	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/papergrade-preprints/atlas-papergrade-preprint-20260607T080550Z/manuscript.md
LIMEN-SIGNAL-034959A3EDECE83A	hold_needs_direct_source	proxy_gap_or_seed_signal	Row is a proxy, gap note, seed, or weak source-pack row that still needs the directly named authoritative page.	Only a route-to-source hint; not enough for a reviewed-core claim or even a stable reviewed surface.	Resolve to the exact official/regulator page first, then re-enter source review with the direct record.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_LANE_SOURCE_CANDIDATES.csv
LIMEN-SIGNAL-034E2E36F0D03205	promote_to_source_review	official_register_record_or_registry_table	Snippet points to a named public AI or algorithm register surface rather than an abstract claim digest.	Surface-level existence or record-presence only until the underlying official page is checked.	Open the cited register page or accession table directly and verify that the named record is real, public, and in scope for LIMEN reuse.	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/zenodo/public-ai-registry-observatory-initial-corpus-20260608/data/registry-deployed-record-accession-all-20260607.csv
LIMEN-SIGNAL-035CE0C4256C32B1	merge_with_existing_surface	internal_derivative_or_packaging_artifact	This row is an internal digest, prompt, draft, matrix, code/config, or packaging artifact that points back to another source surface.	Derivative-work signal only; cannot independently support incident, legal, safety, or deployment claims.	Merge this candidate into the existing source family or reviewed surface it summarizes instead of opening a fresh LIMEN review thread.	/srv/tyche/pallas/pallas-ai-agent-observatory/prompts/waves/observability-global/batch-19-cr-hr.md
LIMEN-SIGNAL-0362CD2827148FB0	hold_needs_direct_source	ambiguous_internal_signal	First-pass metadata is too indirect or mixed to justify immediate promotion or rejection.	Ambiguous lead only; no truth, legality, safety, or prevalence inference permitted.	Trace the row back to a direct authoritative source before any stronger adjudication.	/srv/tyche/projects/public-ai-procurement-gap/logs/data-software-forge.log
LIMEN-SIGNAL-036AD5A742518B04	merge_with_existing_surface	internal_derivative_or_packaging_artifact	This row is an internal digest, prompt, draft, matrix, code/config, or packaging artifact that points back to another source surface.	Derivative-work signal only; cannot independently support incident, legal, safety, or deployment claims.	Merge this candidate into the existing source family or reviewed surface it summarizes instead of opening a fresh LIMEN review thread.	/srv/tyche/pallas/pallas-ai-agent-observatory/results/world-readiness-overview/country-readiness-world-matrix.json
LIMEN-SIGNAL-036DEAEDD93E829C	reject_as_cross_project_noise	gaia_agent_or_law_surface	Row belongs to GAIA agent/law inventory material rather than a bounded LIMEN review-candidate surface.	At most a cross-project lead; not a LIMEN-reviewed source candidate in this batch.	Exclude from this LIMEN batch and leave any follow-up to the relevant GAIA or law-surface workflow.	/srv/tyche/gaia/tyche-research-vault/release/gaia-preprint-freeze-20260605T0815EEST/data/global-agent-atlas-v0.1/backups-cycle-283-active-lanes-40-eightfold-talent-intelligence-sharpening/facts.jsonl
LIMEN-SIGNAL-037F064F396E8EA9	merge_with_existing_surface	internal_derivative_or_packaging_artifact	This row is an internal digest, prompt, draft, matrix, code/config, or packaging artifact that points back to another source surface.	Derivative-work signal only; cannot independently support incident, legal, safety, or deployment claims.	Merge this candidate into the existing source family or reviewed surface it summarizes instead of opening a fresh LIMEN review thread.	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/exploitation-wave-atlas-20260605T193348Z/claim-support-digest.json
LIMEN-SIGNAL-037F1EE15C4A6A36	hold_needs_direct_source	proxy_gap_or_seed_signal	Row is a proxy, gap note, seed, or weak source-pack row that still needs the directly named authoritative page.	Only a route-to-source hint; not enough for a reviewed-core claim or even a stable reviewed surface.	Resolve to the exact official/regulator page first, then re-enter source review with the direct record.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_7_SOURCE_PACK.csv
LIMEN-SIGNAL-03816CA02A53C6DE	hold_needs_direct_source	ambiguous_internal_signal	First-pass metadata is too indirect or mixed to justify immediate promotion or rejection.	Ambiguous lead only; no truth, legality, safety, or prevalence inference permitted.	Trace the row back to a direct authoritative source before any stronger adjudication.	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/submission-preprint-packages/atlas-preprint-package-20260606T204009Z/sources/sources__sources.md
LIMEN-SIGNAL-0381A58D2280BA87	merge_with_existing_surface	internal_derivative_or_packaging_artifact	This row is an internal digest, prompt, draft, matrix, code/config, or packaging artifact that points back to another source surface.	Derivative-work signal only; cannot independently support incident, legal, safety, or deployment claims.	Merge this candidate into the existing source family or reviewed surface it summarizes instead of opening a fresh LIMEN review thread.	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/preprint-action-board-20260605T193947Z/preprint-action-board.json
LIMEN-SIGNAL-038F67946FE86CE9	hold_needs_direct_source	proxy_gap_or_seed_signal	Row is a proxy, gap note, seed, or weak source-pack row that still needs the directly named authoritative page.	Only a route-to-source hint; not enough for a reviewed-core claim or even a stable reviewed surface.	Resolve to the exact official/regulator page first, then re-enter source review with the direct record.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_5_SOURCE_PACK.csv
LIMEN-SIGNAL-03A4289134C636ED	hold_needs_direct_source	proxy_gap_or_seed_signal	Row is a proxy, gap note, seed, or weak source-pack row that still needs the directly named authoritative page.	Only a route-to-source hint; not enough for a reviewed-core claim or even a stable reviewed surface.	Resolve to the exact official/regulator page first, then re-enter source review with the direct record.	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_6_SOURCE_PACK.csv
LIMEN-SIGNAL-03B215727143E15C	reject_as_cross_project_noise	gaia_agent_or_law_surface	Row belongs to GAIA agent/law inventory material rather than a bounded LIMEN review-candidate surface.	At most a cross-project lead; not a LIMEN-reviewed source candidate in this batch.	Exclude from this LIMEN batch and leave any follow-up to the relevant GAIA or law-surface workflow.	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/snapshots/source-witness-repair-20260607/governance-monitor-ai-policy-tracker-tracker__1__ai-policy-tracker-tracker.vercel.app__direct_public_fetch__3478436777e0b0bb.html
