row_id	signal_id	completion_disposition	completion_state	obscure_ai_posture	promotion_gate	promotion_priority	url_extraction_verdict	source_url	source_host	source_surface_class	source_review_role	dedupe_key	cluster_size	title_or_snippet	claim_ceiling	completion_reason	next_bulk_action	forbidden_overread
SRPH-00180	LIMEN-SIGNAL-1C313233FD3B8771	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P2	url_extracted	https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	ai-act-service-desk.ec.europa.eu	regulator_or_public_authority	institutional_briefing	https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	6	"label: ""EPRS AI regulatory sandboxes briefing"","	existence of the named briefing only	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-00108	LIMEN-SIGNAL-522A6822039E208C	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P2		https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	ai-act-service-desk.ec.europa.eu	regulator_or_public_authority	direct_source_surface	https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	6	RO,Romania,I03,Article 57: AI regulatory sandboxes,European Commission AI Act Service Desk,,2026-05-30,EU official guidance / statutory explainer,EU-level requirement context for national AI regulato	Surface existence and source posture only from the named local source surface.	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-00043	LIMEN-SIGNAL-5C859F8D534EA00C	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P2		https://ai-act-service-desk.ec.europa.eu/en/ai-act/eu-ai-act-implementation-timeline	ai-act-service-desk.ec.europa.eu	regulator_or_public_authority	regulatory_sandbox_surface	https://ai-act-service-desk.ec.europa.eu/en/ai-act/eu-ai-act-implementation-timeline	2	"{""already_in_main_dataset"": false, ""category"": ""eu-ai-sandbox"", ""content_hash"": null, ""content_type"": null, ""dates_found"": [], ""domain"": ""ai-act-service-desk.ec.europa.eu"", ""error"": ""URLError(gaierror(-3, 'Temporary failure in name resoluti"	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-00044	LIMEN-SIGNAL-630038A94D65CF31	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P2		https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	ai-act-service-desk.ec.europa.eu	regulator_or_public_authority	named_direct_surface	https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	6	"{""already_in_main_dataset"": false, ""category"": ""eu-ai-sandbox"", ""content_hash"": null, ""content_type"": null, ""dates_found"": [], ""domain"": ""ai-act-service-desk.ec.europa.eu"", ""error"": ""URLError(gaierror(-3, 'Temporary failure in name resoluti"	source-surface existence only; no incident or compliance inference	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-00109	LIMEN-SIGNAL-6485872EB9381573	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P2		https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	ai-act-service-desk.ec.europa.eu	regulator_or_public_authority	direct_source_surface	https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	6	RO,Romania,I03,Article 57: AI regulatory sandboxes,European Commission AI Act Service Desk,,2026-05-31,EU official guidance / statutory explainer,EU context only,H,Explains AI Act sandbox obligations	source-surface existence only	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-00110	LIMEN-SIGNAL-A35880AA548979F9	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P2		https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	ai-act-service-desk.ec.europa.eu	regulator_or_public_authority	official_eu_law_surface	https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	6	pallas-readiness-sprint-2,RO,Romania,I03,Article 57: AI regulatory sandboxes,European Commission AI Act Service Desk,,2026-05-30,EU official guidance / statutory explainer,EU-level requirement contex	source surface exists locally as named; no substantive incident, legality, compliance, safety, deployment, prevalence, or ranking claim.	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-00181	LIMEN-SIGNAL-C60C9A5C3C7371D6	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P2		https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	ai-act-service-desk.ec.europa.eu	regulator_or_public_authority	official_source_surface	https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	6	- [AI Act Article 57]( -> national AI regulatory sandbox duty.	source-surface existence only; no incident/compliance inference	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-00111	LIMEN-SIGNAL-64EB5433C5BA99E0	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P2		https://ai-watch.ec.europa.eu/topics/public-sector/public-sector-dimension-ai-national-strategies/slovakia-public-sector-dimension-ai-strategy_en	ai-watch.ec.europa.eu	regulator_or_public_authority	direct_source_surface	https://ai-watch.ec.europa.eu/topics/public-sector/public-sector-dimension-ai-national-strategies/slovakia-public-sector-dimension-ai-strategy_en	3	SK,Slovakia,I03,Slovakia: Public Sector dimension of AI Strategy,European Commission AI Watch,,2026-05-30,official	source-surface existence only	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-00112	LIMEN-SIGNAL-C8F8510791489127	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P2		https://ai-watch.ec.europa.eu/topics/public-sector/public-sector-dimension-ai-national-strategies/slovakia-public-sector-dimension-ai-strategy_en	ai-watch.ec.europa.eu	regulator_or_public_authority	EU institutional source surface	https://ai-watch.ec.europa.eu/topics/public-sector/public-sector-dimension-ai-national-strategies/slovakia-public-sector-dimension-ai-strategy_en	3	SK,Slovakia,I03,Slovakia: Public Sector dimension of AI Strategy,European Commission AI Watch,,2026-05-31,official	Names a bounded direct source surface only; no substantive claim.	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-00113	LIMEN-SIGNAL-E3ACE4ABBC29ABDB	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P2		https://ai-watch.ec.europa.eu/topics/public-sector/public-sector-dimension-ai-national-strategies/slovakia-public-sector-dimension-ai-strategy_en	ai-watch.ec.europa.eu	regulator_or_public_authority	named_direct_source_surface	https://ai-watch.ec.europa.eu/topics/public-sector/public-sector-dimension-ai-national-strategies/slovakia-public-sector-dimension-ai-strategy_en	3	SK,Slovakia,I08,Slovakia: Public Sector dimension of AI Strategy,European Commission AI Watch,,2026-05-30,official	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-00460	LIMEN-SIGNAL-91C0ADEB1920AF6A	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P2		https://www.ai.gov/	ai.gov	regulator_or_public_authority	direct_source_surface	https://www.ai.gov/	2	pallas-readiness-sprint-1,US,United States,I05,Federal AI policy and news hub,AI.gov,,2026-05-30,official_portal,transparency_practice,M,Portal links to agency AI-use and policy materials; first-pass evidence did not verify a single compreh	surface existence only; no truth, legality, compliance, safety, prevalence, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-00461	LIMEN-SIGNAL-970FA8F42C2AFEB7	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P2		https://www.ai.gov/	ai.gov	regulator_or_public_authority	direct_source_surface	https://www.ai.gov/	2	US,United States,I05,Federal AI policy and news hub,AI.gov,,2026-05-30,official_portal,transparency_practice,M,Portal links to agency AI-use and policy materials; first-pass evidence did not verify a single comprehensive public algorithm re	source-surface existence only	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-00593	LIMEN-SIGNAL-144D6AEC306B5845	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P2		https://ai.gov.ae/personal-data-protection-law/	ai.gov.ae	regulator_or_public_authority	official_policy_portal	https://ai.gov.ae/personal-data-protection-law/	2	AE,United Arab Emirates,I10,UAE Personal Data Protection Law portal,UAE Data Office,,2026-05-30,official policy/legal portal,gap-adjacent evidence,L,Data-governance building block; not an AI evidence-maturity regi	source-surface existence only; no incident truth, legality, compliance, safety, deployment, prevalence, or ranking claims	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-00182	LIMEN-SIGNAL-42C744ECDA9E936C	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P2		https://ai.gov.ae/personal-data-protection-law/	ai.gov.ae	regulator_or_public_authority	official_source_surface	https://ai.gov.ae/personal-data-protection-law/	2	pallas-readiness-sprint-1,AE,United Arab Emirates,I10,UAE Personal Data Protection Law portal,UAE Data Office,,2026-05-30,official policy/legal portal,gap-adjacent evidence,L,Data-governance building block; not an	Source-surface existence only; do not infer truth, legality, compliance, safety, prevalence, or ranking.	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-00876	LIMEN-SIGNAL-B150438A86A6B4D2	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P2		https://ai.gov.ae/wp-content/u	ai.gov.ae	regulator_or_public_authority	official AI guidance surface	https://ai.gov.ae/wp-content/u	1	batch-16-ch-sk,transparency/evidence,candidate score-bearing source,source hardening before score update,AE,United Arab Emirates,public-sector governance,Guidelines for responsible use of AI in government / AI guide,UAE AI Office,	Surface existence/relevance only.	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-00045	LIMEN-SIGNAL-4FDD29B8BDCD51E5	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P2		https://ai.gov.my/governance/	ai.gov.my	regulator_or_public_authority	named_direct_source_surface	https://ai.gov.my/governance/	2	"pallas-readiness-sprint-4,MY,Malaysia,I10,Governance page: AI governance principles,Malaysia National AI Office,,2026-05-30,official AI office page,Partial AI evidence-control evidence,M,""Governance text identifies privacy bias acc"	surface existence/context only; do not infer legality, prevalence, or deployment truth	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-00183	LIMEN-SIGNAL-5FD635E9776B27FE	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P2		https://ai.gov.my/governance/	ai.gov.my	regulator_or_public_authority	official_policy_surface	https://ai.gov.my/governance/	2	"MY,Malaysia,I10,Governance page: AI governance principles,Malaysia National AI Office,,2026-05-30,official AI office page,Partial AI evidence-control evidence,M,""Governance text identifies privacy bias accountability and transparen"	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-00877	LIMEN-SIGNAL-331059CD4A3A1FB8	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P2		https://www.ai.gov.rs/extfile/en/471/Ethical%20guidelines%20for%20development%20implementat	ai.gov.rs	regulator_or_public_authority	official_legal_or_policy_surface	https://www.ai.gov.rs/extfile/en/471/Ethical%20guidelines%20for%20development%20implementat	2	"RS,Serbia,I08,""Ethical Guidelines for Development, Implementation and Use of Robust and Accountable Artificial Intelligence"",National AI Platform / Government of Serbia,"	Surface existence only from local metadata; no incident, legality, safety, compliance, prevalence, or ranking inference.	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-00878	LIMEN-SIGNAL-346FE972A60EE1B8	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P2		https://www.ai.gov.rs/tekst/sr/191/primena-ai-u-javnom-sektoru.php	ai.gov.rs	regulator_or_public_authority	official_register_or_transparency_surface	https://www.ai.gov.rs/tekst/sr/191/primena-ai-u-javnom-sektoru.php	1	"pallas-readiness-sprint-2,RS,Serbia,I05,Public-sector AI application page,National AI Platform / Government of Serbia,,2026-05-30,official government policy page,""Describes public-sector AI appl"	Surface existence only from local metadata; no incident, legality, safety, compliance, prevalence, or ranking inference.	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-00462	LIMEN-SIGNAL-5C947436FF93E2E7	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P2		https://www.ai.gov.rs/extfile/en/471/Ethical%20guidelines%20for%2	ai.gov.rs	regulator_or_public_authority	official_source_surface	https://www.ai.gov.rs/extfile/en/471/Ethical%20guidelines%20for%2	2	"pallas-readiness-sprint-2,RS,Serbia,I10,""Ethical Guidelines for Development, Implementation and Use of Robust and Accountable Artificial Intelligence"",National AI Platform / Government of Serbia,"	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-00463	LIMEN-SIGNAL-6FD650DC4941B27C	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P2		https://www.ai.gov.rs/extfile/en/471/Ethical%20guidelines%20for%20development%20implementat	ai.gov.rs	regulator_or_public_authority	direct_source_surface	https://www.ai.gov.rs/extfile/en/471/Ethical%20guidelines%20for%20development%20implementat	2	"RS,Serbia,I10,""Ethical Guidelines for Development, Implementation and Use of Robust and Accountable Artificial Intelligence"",National AI Platform / Government of Serbia,"	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-00594	LIMEN-SIGNAL-75C240D690691541	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P2		https://www.ai.gov.rs/extfile/en/471/Ethical%20guidelines%20for%2	ai.gov.rs	regulator_or_public_authority	official_guideline_document	https://www.ai.gov.rs/extfile/en/471/Ethical%20guidelines%20for%2	2	"pallas-readiness-sprint-2,RS,Serbia,I08,""Ethical Guidelines for Development, Implementation and Use of Robust and Accountable Artificial Intelligence"",National AI Platform / Government of Serbia,"	source surface exists locally as named; no substantive incident, legality, compliance, safety, prevalence, or ranking claim.	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-00595	LIMEN-SIGNAL-D5DDB42BD0300B81	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P2		https://ai.gov.rs/vest/en/1296/	ai.gov.rs	regulator_or_public_authority	direct named source surface	https://ai.gov.rs/vest/en/1296/	1	pallas-readiness-sprint-2,RS,Serbia,I03,Serbia Adopts Strategy for the Development of Artificial Intelligence for the Period 2025-2030,National AI Platform / Government of Serbia,,2026-05-30,official government announcement,Adjac	Source-surface existence/posture only.	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01000	LIMEN-SIGNAL-F0BD58FD4B075B7A	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P2		https://www.ai.gov.rs/tekst/sr/238/etika-u-vestackoj-inteligenciji.php	ai.gov.rs	regulator_or_public_authority	official_source_surface	https://www.ai.gov.rs/tekst/sr/238/etika-u-vestackoj-inteligenciji.php	1	pallas-readiness-sprint-2,RS,Serbia,I05,AI ethics page,National AI Platform / Government of Serbia,,2026-05-30,official government policy page,Ethical/safe AI is a strategy goal and Serbia p	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-00114	LIMEN-SIGNAL-0DE913C3D6FA4A7F	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P2		https://ai.gov.ua/	ai.gov.ua	regulator_or_public_authority	direct_surface_candidate	https://ai.gov.ua/	2	pallas-readiness-sprint-1,UA,Ukraine,I03,Roadmap for AI regulation in Ukraine - sandbox/planned regulatory instruments,Ministry of Digital Transformation of Ukraine,,2026-05-30,official policy portal,Primary evidence for emerging AI regulat	Source-surface existence and posture only; no incident truth, legality, compliance, prevalence, or ranking claim.	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-00115	LIMEN-SIGNAL-E8B49FE6EE528D5C	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P2		https://ai.gov.ua/	ai.gov.ua	regulator_or_public_authority	direct_official_or_institutional_surface	https://ai.gov.ua/	2	UA,Ukraine,I03,Roadmap for AI regulation in Ukraine - sandbox/planned regulatory instruments,Ministry of Digital Transformation of Ukraine,,2026-05-30,official policy portal,Primary evidence for emerging AI regulatory sandbox discussion,M,F	surface existence/posture only; no incident, legality, compliance, or prevalence claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01641	LIMEN-SIGNAL-07449C16A79EF539	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3	source_path_is_snapshot_only	https://ai.hel.fi/en/ai-register/	ai.hel.fi	regulator_or_public_authority	direct_official_source_surface	https://ai.hel.fi/en/ai-register/	7	"alg-fin-helsinki-urho,Helsinki AI Register,""City of Helsinki register page; manual comparator only, bulk/reuse basis not resolved."",Finland,Urho AI assistant / municipal AI system,City of Helsinki,city of helsinki,municipal AI register/disc"	direct source-surface existence review only; no deployment, compliance, legality, prevalence, safety, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01642	LIMEN-SIGNAL-0919E49FC49B4DCD	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://ai.hel.fi/en/ai-register/	ai.hel.fi	regulator_or_public_authority	direct_official_source_surface	https://ai.hel.fi/en/ai-register/	7	"alg-fin-helsinki-summer-job-voucher-chatbot,Helsinki AI Register,""City of Helsinki register page; manual comparator only, bulk/reuse basis not resolved."",Finland,Summer job voucher chatbot,City of Helsinki,city of helsinki,municipal AI regi"	direct source-surface existence review only; no deployment, compliance, legality, prevalence, safety, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01341	LIMEN-SIGNAL-1E06B93DE87848A2	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://ai.hel.fi/sotebotti-hester-en	ai.hel.fi	regulator_or_public_authority	direct_official_source_surface	https://ai.hel.fi/sotebotti-hester-en	1	98,ALL-FI-HEL-AI-0004,FI-HEL-AI,City of Helsinki AI Register,Finland,FI-HEL-sotebotti-hester-en,Sotebotti Hester,,currently visible detail page; not marked no longer in use,FI-HEL-AI,simple-random	direct source-surface existence review only; no deployment, compliance, legality, prevalence, safety, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01342	LIMEN-SIGNAL-224A20D4FC488021	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://ai.hel.fi/en/parking-chatbot/	ai.hel.fi	regulator_or_public_authority	direct_source_surface	https://ai.hel.fi/en/parking-chatbot/	1	sf09-hpd-001 psdc-005 Finland 48719 2020-048719 contract_notice 37526 H032-19, HEL 2020-004731 Helsingin kaupunki Chatbot ja sitä koskevat ylläpito-, asiantuntija- j	source surface exists locally as named; no substantive legality/compliance/safety/prevalence claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01343	LIMEN-SIGNAL-286DD1C4B8F749A7	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3	url_extracted	https://ai.hel.fi/en/	ai.hel.fi	regulator_or_public_authority	direct_government_surface	https://ai.hel.fi/en/	6	"FI-HEL-AI,City of Helsinki AI Register,""Helsinki, Finland"",5,impact_assessment,0,0,0,5,0,0.000,consistent_unknown,FI-HEL-AI-SAMPLE-1; FI-HEL-AI-SAMPLE-2; FI-HEL-AI-SAMPLE-3; FI-HEL-AI-SAMPLE-4; FI-HEL-AI-SAMPLE-5,2026-06-05,data/registry-sa"	bounded source-surface existence only	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01344	LIMEN-SIGNAL-2D6580D298381BE1	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://ai.hel.fi/en/	ai.hel.fi	regulator_or_public_authority	municipal_transparency_surface	https://ai.hel.fi/en/	6	pallas-readiness-sprint-1,FI,Finland,I05,City of Helsinki AI principles,City of Helsinki,,2026-05-30,municipal transparency website,Provides public-facing AI governance/transparency context linked to the Helsinki AI Register,M,Not a nation	source-surface existence only	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01643	LIMEN-SIGNAL-42BFCB8507AA1A3E	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://ai.hel.fi/en/ai-register/	ai.hel.fi	regulator_or_public_authority	named_direct_surface	https://ai.hel.fi/en/ai-register/	7	alg-fin-helsinki-summer-job-voucher-chatbot,City of Helsinki AI Register page,,2026-06-05T18:30:17Z,Official public city AI register page; metadata-only manual extraction from public page; terms not fully assessed.,FIN,City of	surface existence only	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
SRPH-01644	LIMEN-SIGNAL-614FF91BFCA708B7	closed_source_surface_anchor_only	complete_no_case_claim	not_obscure_ai_case	source_surface_anchor_only	P3		https://ai.hel.fi/en/ai-register/	ai.hel.fi	regulator_or_public_authority	direct_official_source_surface	https://ai.hel.fi/en/ai-register/	7	"City of Helsinki AI Register page,"""",""2026-06-05"",""Official public city AI register page; metadata-only manual extraction from public page; terms not fully assessed."",""No export/API verified; rights-reserved footer observed."""	direct source-surface existence review only; no deployment, compliance, legality, prevalence, safety, or ranking claim	Reviewed public/official source surface, registry, policy, sandbox, or context anchor only; no concrete edge-case record extracted.	move_to_next_bulk_queue	Completion closes source-surface routing only; it is not reviewed-core promotion, incident truth, legality, safety, compliance, prevalence, or ranking.
