signal_id	bulk_route	source_review_verdict	source_review_role	review_priority	shards	queries	source_path	source_line	reason	claim_ceiling	next_action
LIMEN-SIGNAL-22A0F20CF6DF482D	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-candidates-20260607.csv	100	Local row points to already-modeled surface Government of Canada AI Register; dedupe record-level or wrapper entry.	dedupe to existing local source surface only	merge into existing surface record
LIMEN-SIGNAL-22C09DFE0AEC65AA	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	26	Local row points to already-modeled surface Algorithm Register of the Dutch government; dedupe record-level or wrapper entry.	dedupe to existing local source surface only	merge into existing surface record
LIMEN-SIGNAL-24608F1EC4FEFE17	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1444	Local row points to already-modeled surface Government of Canada AI Register; dedupe record-level or wrapper entry.	dedupe to existing local source surface only	merge into existing surface record
LIMEN-SIGNAL-24AE15AACA1E98C0	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1483	Local row points to already-modeled surface Government of Canada AI Register; dedupe record-level or wrapper entry.	dedupe to existing local source surface only	merge into existing surface record
LIMEN-SIGNAL-250B42A905D6D0C1	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-014/field-support-normalized-v0.1.csv	6	Local row points to already-modeled surface Algorithm Register of the Dutch government; dedupe record-level or wrapper entry.	dedupe to existing local source surface only	merge into existing surface record
LIMEN-SIGNAL-2578C42CF5113D7E	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	29	Local row points to already-modeled surface Algorithm Register of the Dutch government; dedupe record-level or wrapper entry.	dedupe to existing local source surface only	merge into existing surface record
LIMEN-SIGNAL-259DD1BA693D4D52	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050050Z/tables/registry-sample-records-v0.2.preview.csv	4	Local row points to already-modeled surface Algorithm Register of the Dutch government; dedupe record-level or wrapper entry.	dedupe to existing local source surface only	merge into existing surface record
LIMEN-SIGNAL-25AEAA51E4787974	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1458	Local row points to already-modeled surface Government of Canada AI Register; dedupe record-level or wrapper entry.	dedupe to existing local source surface only	merge into existing surface record
LIMEN-SIGNAL-260D707C4B3CEF8A	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	110	Local row points to already-modeled surface Government of Canada AI Register; dedupe record-level or wrapper entry.	dedupe to existing local source surface only	merge into existing surface record
LIMEN-SIGNAL-26B8D23CD3B46E4C	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	identity-provenance	synthetic media	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/gaia-agent-atlas/gaia-sourceDocuments-latest.jsonl	381	Local row points to already-modeled surface UK Algorithmic Transparency Records; dedupe record-level or wrapper entry.	dedupe to existing local source surface only	merge into existing surface record
LIMEN-SIGNAL-27487091588117EA	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-acquisition-queue-v0.3.csv	6	Local row points to already-modeled surface Government of Canada AI Register; dedupe record-level or wrapper entry.	dedupe to existing local source surface only	merge into existing surface record
LIMEN-SIGNAL-2758227B31658133	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-candidates-20260607.csv	103	Local row points to already-modeled surface Government of Canada AI Register; dedupe record-level or wrapper entry.	dedupe to existing local source surface only	merge into existing surface record
LIMEN-SIGNAL-278584BF9E1DAB0C	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	45	Local row points to already-modeled surface Algorithm Register of the Dutch government; dedupe record-level or wrapper entry.	dedupe to existing local source surface only	merge into existing surface record
LIMEN-SIGNAL-2959EBB5B152E4D2	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	51	Derived row duplicates an already-modeled registry/register surface.	reuse the canonical surface only	deduplicate to existing surface record
LIMEN-SIGNAL-29D8DC517821C46C	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1429	Derived row duplicates an already-modeled registry/register surface.	reuse the canonical surface only	deduplicate to existing surface record
LIMEN-SIGNAL-2A192F975E62F0E1	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	3	Derived row duplicates an already-modeled registry/register surface.	reuse the canonical surface only	deduplicate to existing surface record
LIMEN-SIGNAL-2B7190DDAC9F0AB1	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	106	Derived row duplicates an already-modeled registry/register surface.	reuse the canonical surface only	deduplicate to existing surface record
LIMEN-SIGNAL-2CA7290620A44120	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-procurement-gap/sources/sources.md	13	Derived row duplicates an already-modeled registry/register surface.	reuse the canonical surface only	deduplicate to existing surface record
LIMEN-SIGNAL-2D379C40528CA45A	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	28	accession candidate duplicates the already-modeled Dutch Algorithm Register	surface identity/existence only; dedupe to existing modeled surface	dedupe against existing surface
LIMEN-SIGNAL-2D74CDC6083CD26A	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	127	candidate row duplicates the already-modeled Government of Canada AI Register	surface identity/existence only; dedupe to existing modeled surface	dedupe against existing surface
LIMEN-SIGNAL-2DC0AA7628D21941	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050159Z/tables/registry-gap-map-v0.2.preview.csv	8	preview row points to the already-modeled Dutch Algorithm Register surface	surface identity/existence only; dedupe to existing modeled surface	dedupe against existing surface
LIMEN-SIGNAL-2ED1F87C532256F3	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	automated decision	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/tables/registry-gap-map-v0.2.preview.csv	9	preview row points to the already-modeled Dutch Algorithm Register surface	surface identity/existence only; dedupe to existing modeled surface	dedupe against existing surface
LIMEN-SIGNAL-2F6DC936BED52522	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050050Z/manuscript.md	140	manuscript table row points to the already-modeled Dutch Algorithm Register surface	surface identity/existence only; dedupe to existing modeled surface	dedupe against existing surface
LIMEN-SIGNAL-2F71D5D8CC5ECEFF	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	72	bulk accession row duplicates the already-modeled Dutch Algorithm Register	surface identity/existence only; dedupe to existing modeled surface	dedupe against existing surface
LIMEN-SIGNAL-30FF1D0BD13225DD	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	automated decision	/srv/tyche/gaia/tyche-research-vault/data/eu-agent-atlas-v0.1/exports/eu-agent-atlas-facts-v0.1.csv	24	atlas facts export points to the already-modeled Dutch Algorithm Register surface	surface identity/existence only; dedupe to existing modeled surface	dedupe against existing surface
LIMEN-SIGNAL-3196065BB1063574	closed_merge_existing_surface	merge_existing_surface	existing_registry_or_dashboard_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-candidates-20260607.csv	106	Points to the already-modeled Government of Canada AI Register surface.	Deduplication only; no new surface claim beyond the already-modeled local registry or dashboard.	dedupe to existing modeled surface
LIMEN-SIGNAL-31AFA3DB3170E495	closed_merge_existing_surface	merge_existing_surface	existing_registry_or_dashboard_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-candidates-20260607.csv	95	Points to the already-modeled Government of Canada AI Register surface.	Deduplication only; no new surface claim beyond the already-modeled local registry or dashboard.	dedupe to existing modeled surface
LIMEN-SIGNAL-32E7CEE140DE61A5	closed_merge_existing_surface	merge_existing_surface	existing_registry_or_dashboard_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1486	Points to the already-modeled Government of Canada AI Register surface.	Deduplication only; no new surface claim beyond the already-modeled local registry or dashboard.	dedupe to existing modeled surface
LIMEN-SIGNAL-34B813594C68E1C5	closed_merge_existing_surface	merge_existing_surface	existing_registry_or_dashboard_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-candidates-20260607.csv	90	Points to the already-modeled Government of Canada AI Register surface.	Deduplication only; no new surface claim beyond the already-modeled local registry or dashboard.	dedupe to existing modeled surface
LIMEN-SIGNAL-34EB5D775F5BB1B5	closed_merge_existing_surface	merge_existing_surface	existing_registry_or_dashboard_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	9	Points to the already-modeled Dutch Algorithm Register surface.	Deduplication only; no new surface claim beyond the already-modeled local registry or dashboard.	dedupe to existing modeled surface
LIMEN-SIGNAL-3544B62F3280B40A	closed_merge_existing_surface	merge_existing_surface	existing_registry_or_dashboard_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1420	Points to the already-modeled Government of Canada AI Register surface.	Deduplication only; no new surface claim beyond the already-modeled local registry or dashboard.	dedupe to existing modeled surface
LIMEN-SIGNAL-35F8D37893E1B596	closed_merge_existing_surface	merge_existing_surface	existing_registry_or_atlas_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/atlas/tyche-thesis-atlas-factory/preprint-packages/tyche-thesis-atlas-v0.2.3-preprint/analysis/country-readiness/pallas-country-ai-readiness-v0.2.md	151	Derived local row duplicates an already-modeled Dutch Algorithm Register surface.	already-modeled local surface only; do not treat this derived row as a new direct-source promotion	deduplicate to the existing modeled surface and suppress re-promotion from this row
LIMEN-SIGNAL-361A48704FE93637	closed_merge_existing_surface	merge_existing_surface	existing_registry_or_atlas_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	16	Derived local row duplicates an already-modeled Dutch Algorithm Register surface.	already-modeled local surface only; do not treat this derived row as a new direct-source promotion	deduplicate to the existing modeled surface and suppress re-promotion from this row
LIMEN-SIGNAL-36377205B865B80F	closed_merge_existing_surface	merge_existing_surface	existing_registry_or_atlas_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	8	Derived local row duplicates an already-modeled Dutch Algorithm Register surface.	already-modeled local surface only; do not treat this derived row as a new direct-source promotion	deduplicate to the existing modeled surface and suppress re-promotion from this row
LIMEN-SIGNAL-36B0CAE74BD816E4	closed_merge_existing_surface	merge_existing_surface	existing_registry_or_atlas_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	77	Derived local row duplicates an already-modeled Dutch Algorithm Register surface.	already-modeled local surface only; do not treat this derived row as a new direct-source promotion	deduplicate to the existing modeled surface and suppress re-promotion from this row
LIMEN-SIGNAL-3768CFC2E03857B3	closed_merge_existing_surface	merge_existing_surface	existing_registry_or_atlas_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-record-level-denominator-v0.2.csv	2	Derived local row duplicates an already-modeled Dutch Algorithm Register surface.	already-modeled local surface only; do not treat this derived row as a new direct-source promotion	deduplicate to the existing modeled surface and suppress re-promotion from this row
LIMEN-SIGNAL-38266CCB71F80841	closed_merge_existing_surface	merge_existing_surface	existing_registry_or_atlas_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	74	Derived local row duplicates an already-modeled Dutch Algorithm Register surface.	already-modeled local surface only; do not treat this derived row as a new direct-source promotion	deduplicate to the existing modeled surface and suppress re-promotion from this row
LIMEN-SIGNAL-3984F805B92A5151	closed_merge_existing_surface	merge_existing_surface	existing_registry_or_atlas_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/gaia/tyche-research-vault/sites/gaia-agent-atlas/public/downloads/gaia-agent-atlas-facts-v0.1.csv	1277	Derived local row duplicates an already-modeled Dutch Algorithm Register surface.	already-modeled local surface only; do not treat this derived row as a new direct-source promotion	deduplicate to the existing modeled surface and suppress re-promotion from this row
LIMEN-SIGNAL-3A7C4B8D41E6B28E	closed_merge_existing_surface	merge_existing_surface	existing_registry_or_atlas_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	101	Derived local row duplicates an already-modeled Government of Canada AI Register surface.	already-modeled local surface only; do not treat this derived row as a new direct-source promotion	deduplicate to the existing modeled surface and suppress re-promotion from this row
LIMEN-SIGNAL-3B76316A50DCB9D9	closed_merge_existing_surface	merge_existing_surface	registry_record_duplicate	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-gap-map-v0.2.csv	9	translated Dutch register record already belongs to modeled NL-ALG-REG surface	dedupe to existing modeled surface only; no new substantive claim	merge into existing surface
LIMEN-SIGNAL-3B97E408B9BC42C7	closed_merge_existing_surface	merge_existing_surface	registry_record_duplicate	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	63	duplicate Dutch register record from already-modeled NL-ALG-REG surface	dedupe to existing modeled surface only; no new substantive claim	merge into existing surface
LIMEN-SIGNAL-3BBD43F58007F264	closed_merge_existing_surface	merge_existing_surface	registry_record_duplicate	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T204009Z/tables/registry-gap-map-v0.2.csv	8	translated Dutch register record already belongs to modeled NL-ALG-REG surface	dedupe to existing modeled surface only; no new substantive claim	merge into existing surface
LIMEN-SIGNAL-3BD908E0A3503884	closed_merge_existing_surface	merge_existing_surface	registry_record_duplicate	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T204009Z/manuscript.html	125	manuscript table duplicates modeled NL-ALG-REG surface	dedupe to existing modeled surface only; no new substantive claim	merge into existing surface
LIMEN-SIGNAL-3CCE7F38EACBE49B	closed_merge_existing_surface	merge_existing_surface	registry_record_duplicate	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	15	duplicate Dutch register record from already-modeled NL-ALG-REG surface	dedupe to existing modeled surface only; no new substantive claim	merge into existing surface
LIMEN-SIGNAL-3D437169D99E3772	closed_merge_existing_surface	merge_existing_surface	derived_duplicate	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_14_COUNTRY_SCORE_DELTA.csv	89	named DS-920 source already appears as direct surface elsewhere in batch	dedupe to existing modeled surface only; no new substantive claim	merge into existing surface
LIMEN-SIGNAL-3D9933DC0B26AA65	closed_merge_existing_surface	merge_existing_surface	registry_record_duplicate	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-gap-map-v0.2.csv	16	UK ATRS record belongs to already-modeled UK-ATRS surface	dedupe to existing modeled surface only; no new substantive claim	merge into existing surface
LIMEN-SIGNAL-3E3F6B40BAB09D6C	closed_merge_existing_surface	merge_existing_surface	registry_record_duplicate	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	17	duplicate Dutch register record from already-modeled NL-ALG-REG surface	dedupe to existing modeled surface only; no new substantive claim	merge into existing surface
LIMEN-SIGNAL-402A77314E5FFBE7	closed_merge_existing_surface	merge_existing_surface	registry_record_duplicate	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1419	duplicate Canada AI Register record from already-modeled CA-AI-REG surface	dedupe to existing modeled surface only; no new substantive claim	merge into existing surface
LIMEN-SIGNAL-40640C528D391617	closed_merge_existing_surface	merge_existing_surface	existing_registry_record	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/atlas/tyche-thesis-atlas-factory/analysis/country-readiness/pallas-country-ai-readiness-v0.2.md	151	Points to an already-modeled registry/register surface; dedupe rather than promote again.	Deduplication only; treat as an already-modeled surface, not a new promoted source.	Merge into the existing modeled surface and skip duplicate promotion.
LIMEN-SIGNAL-429499D8195EC633	closed_merge_existing_surface	merge_existing_surface	existing_registry_record	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	31	Points to an already-modeled registry/register surface; dedupe rather than promote again.	Deduplication only; treat as an already-modeled surface, not a new promoted source.	Merge into the existing modeled surface and skip duplicate promotion.
LIMEN-SIGNAL-429F9D2AF6A3D924	closed_merge_existing_surface	merge_existing_surface	existing_registry_record	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-candidates-20260607.csv	74	Points to an already-modeled registry/register surface; dedupe rather than promote again.	Deduplication only; treat as an already-modeled surface, not a new promoted source.	Merge into the existing modeled surface and skip duplicate promotion.
LIMEN-SIGNAL-433BE32D0827ABA3	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_250_COUNTRY_MATRIX.csv	8	Matrix row points back to the already-modeled Dutch algorithm-register surface.	Deduplication only; treat as an already-modeled surface, not a new promoted source.	Merge into the existing modeled surface and skip duplicate promotion.
LIMEN-SIGNAL-438EFAC71329D809	closed_merge_existing_surface	merge_existing_surface	existing_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_14_SOURCE_REFRESH.csv	272	Named Dutch algorithm-register guidance points to an already-modeled registry surface.	Deduplication only; treat as an already-modeled surface, not a new promoted source.	Merge into the existing modeled surface and skip duplicate promotion.
LIMEN-SIGNAL-4392829AF4D8E424	closed_merge_existing_surface	merge_existing_surface	existing_registry_record	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	114	Points to an already-modeled registry/register surface; dedupe rather than promote again.	Deduplication only; treat as an already-modeled surface, not a new promoted source.	Merge into the existing modeled surface and skip duplicate promotion.
LIMEN-SIGNAL-43E2F06C517AB09E	closed_merge_existing_surface	merge_existing_surface	existing_registry_record	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1424	Points to an already-modeled registry/register surface; dedupe rather than promote again.	Deduplication only; treat as an already-modeled surface, not a new promoted source.	Merge into the existing modeled surface and skip duplicate promotion.
LIMEN-SIGNAL-44891B086C3C75D8	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/record-level-depth-audit-v0.11.csv	20	Algorithm Register of the Dutch government is already modeled locally; dedupe instead of promoting another row.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	attach to existing modeled surface and remove duplicate queue row
LIMEN-SIGNAL-44FBA119CC18B7E6	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	122	Government of Canada AI Register is already modeled locally; dedupe instead of promoting another row.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	attach to existing modeled surface and remove duplicate queue row
LIMEN-SIGNAL-4543E4435BDA94A9	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-candidates-20260607.csv	85	Government of Canada AI Register is already modeled locally; dedupe instead of promoting another row.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	attach to existing modeled surface and remove duplicate queue row
LIMEN-SIGNAL-458D946968C6BD91	closed_merge_existing_surface	merge_existing_surface	already_modeled_registry_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/deployed-record-dedup-analysis-v0.1.csv	2	Local aggregate/comparator row points to an already-modeled registry surface rather than a new individual source record.	registry-surface metadata only; no individual deployment, compliance, prevalence, or ranking claim	merge with existing registry/dashboard surface model instead of promoting again
LIMEN-SIGNAL-459997788232940C	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-014/field-support-normalized-v0.1.csv	22	Algorithm Register of the Dutch government is already modeled locally; dedupe instead of promoting another row.	translation-safe source review only; no legal or policy conclusion from machine translation	attach to existing modeled surface and remove duplicate queue row
LIMEN-SIGNAL-45C1D2064BF97196	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1484	Government of Canada AI Register is already modeled locally; dedupe instead of promoting another row.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	attach to existing modeled surface and remove duplicate queue row
LIMEN-SIGNAL-461A54D32EACFA6F	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1478	Government of Canada AI Register is already modeled locally; dedupe instead of promoting another row.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	attach to existing modeled surface and remove duplicate queue row
LIMEN-SIGNAL-46671D763C633DAC	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T204009Z/tables/registry-gap-map-v0.2.csv	10	Algorithm Register of the Dutch government is already modeled locally; dedupe instead of promoting another row.	translation-safe source review only; no legal or policy conclusion from machine translation	attach to existing modeled surface and remove duplicate queue row
LIMEN-SIGNAL-46DCB1B615A9902F	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1423	Government of Canada AI Register is already modeled locally; dedupe instead of promoting another row.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	attach to existing modeled surface and remove duplicate queue row
LIMEN-SIGNAL-46EF0C0D097766D0	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050050Z/manuscript.html	109	Algorithm Register of the Dutch government is already modeled locally; dedupe instead of promoting another row.	translation-safe source review only; no legal or policy conclusion from machine translation	attach to existing modeled surface and remove duplicate queue row
LIMEN-SIGNAL-4714E0EACDF9B98E	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1495	Government of Canada AI Register is already modeled locally; dedupe instead of promoting another row.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	attach to existing modeled surface and remove duplicate queue row
LIMEN-SIGNAL-4765A243FD8840A7	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	19	Algorithm Register of the Dutch government is already modeled locally; dedupe instead of promoting another row.	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	attach to existing modeled surface and remove duplicate queue row
LIMEN-SIGNAL-482C00E87A02D578	closed_merge_existing_surface	merge_existing_surface	existing_modeled_surface	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050159Z/tables/registry-sample-records-v0.2.csv	2	Algorithm Register of the Dutch government is already modeled locally; dedupe instead of promoting another row.	translation-safe source review only; no legal or policy conclusion from machine translation	attach to existing modeled surface and remove duplicate queue row
LIMEN-SIGNAL-487B211B3BA6143F	closed_merge_existing_surface	merge_existing_surface	existing_registry_record	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	125	Canada AI Register accession row is a record-level duplicate of an already-modeled registry surface.	dedupe to existing CA-AI-REG surface only	attach to existing CA-AI-REG surface
