queue_id	signal_id	bulk_source_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action	batch_id	review_priority	source_review_role	shards	queries	source_path	source_line
BPSE-00321	LIMEN-SIGNAL-19BB707A78552A20	country_gap_no_parent_source		Zimbabwe country profile placeholder	OBSERVABILITY_COUNTRY_PROFILES.md:2248-2255	Country profile lists score/gap summary and source-name examples only; no parent URL.	processing-state parent-source URL triage only; no incident truth, legal, safety, compliance, prevalence, or ranking claim	do not promote; retain as gap/profile placeholder unless a concrete source URL is separately harvested	20260616T121011Z-lane12-bba4b780	P2_article_relevance_review	wrapper_or_proxy	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_COUNTRY_PROFILES.md	2250
BPSE-00322	LIMEN-SIGNAL-19C6A4C047C34B0D	country_gap_no_parent_source		Timor-Leste country profile placeholder	OBSERVABILITY_COUNTRY_PROFILES.md:2005-2012	Country profile lists score/gap summary and source-name examples only; no parent URL.	processing-state parent-source URL triage only; no incident truth, legal, safety, compliance, prevalence, or ranking claim	do not promote; retain as gap/profile placeholder unless a concrete source URL is separately harvested	20260616T121011Z-lane12-bba4b780	P2_article_relevance_review	wrapper_or_proxy	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_COUNTRY_PROFILES.md	2007
BPSE-00323	LIMEN-SIGNAL-19CB8565CE1D33B8	country_gap_no_parent_source		Gabon research-queue placeholder	PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:55	Country research-queue row lists search themes only; no parent source URL.	processing-state parent-source URL triage only; no incident truth, legal, safety, compliance, prevalence, or ranking claim	do not promote; retain as gap/profile placeholder unless a concrete source URL is separately harvested	20260616T121011Z-lane12-bba4b780	P2_article_relevance_review	wrapper_or_proxy	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	55
BPSE-00324	LIMEN-SIGNAL-19D2EB543E850AD5	country_gap_no_parent_source		Madagascar research-queue placeholder	OBSERVABILITY_RESEARCH_QUEUE.csv:63	Country research-queue row lists search themes only; no parent source URL.	processing-state parent-source URL triage only; no incident truth, legal, safety, compliance, prevalence, or ranking claim	do not promote; retain as gap/profile placeholder unless a concrete source URL is separately harvested	20260616T121011Z-lane12-bba4b780	P2_article_relevance_review	wrapper_or_proxy	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	63
BPSE-00326	LIMEN-SIGNAL-1A5438492121F673	country_gap_no_parent_source		Christmas Island research-queue placeholder	PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:91	Country research-queue row lists search themes only; no parent source URL.	processing-state parent-source URL triage only; no incident truth, legal, safety, compliance, prevalence, or ranking claim	do not promote; retain as gap/profile placeholder unless a concrete source URL is separately harvested	20260616T121011Z-lane12-bba4b780	P2_article_relevance_review	country_queue_proxy	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	91
BPSE-00327	LIMEN-SIGNAL-1A5731FF8A61CA2F	country_gap_no_parent_source		American Samoa research-queue placeholder	OBSERVABILITY_RESEARCH_QUEUE.csv:86	Country research-queue row lists search themes only; no parent source URL.	processing-state parent-source URL triage only; no incident truth, legal, safety, compliance, prevalence, or ranking claim	do not promote; retain as gap/profile placeholder unless a concrete source URL is separately harvested	20260616T121011Z-lane12-bba4b780	P2_article_relevance_review	country_queue_proxy	public-sector	public sector AI	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	86
BPSE-00328	LIMEN-SIGNAL-1A9D9BAC4E1B6EA1	country_gap_no_parent_source		Jersey research-queue placeholder	PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:10	Country research-queue row lists search themes only; no parent source URL.	processing-state parent-source URL triage only; no incident truth, legal, safety, compliance, prevalence, or ranking claim	do not promote; retain as gap/profile placeholder unless a concrete source URL is separately harvested	20260616T121011Z-lane12-bba4b780	P2_article_relevance_review	country_queue_proxy	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	10
BPSE-00329	LIMEN-SIGNAL-1ACA7F75A5E80F16	country_gap_no_parent_source		Dominica research-queue placeholder	OBSERVABILITY_RESEARCH_QUEUE.csv:33	Country research-queue row lists search themes only; no parent source URL.	processing-state parent-source URL triage only; no incident truth, legal, safety, compliance, prevalence, or ranking claim	do not promote; retain as gap/profile placeholder unless a concrete source URL is separately harvested	20260616T121011Z-lane12-bba4b780	P2_article_relevance_review	country_queue_proxy	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	33
BPSE-00335	LIMEN-SIGNAL-1BD19FDD4041B7FB	country_gap_no_parent_source		Tunisia research-queue placeholder	OBSERVABILITY_RESEARCH_QUEUE.csv:79	Country research-queue row lists search themes only; no parent source URL.	processing-state parent-source URL triage only; no incident truth, legal, safety, compliance, prevalence, or ranking claim	do not promote; retain as gap/profile placeholder unless a concrete source URL is separately harvested	20260616T121011Z-lane12-bba4b780	P2_article_relevance_review	country_queue_proxy	public-sector	public sector AI	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	79
BPSE-00336	LIMEN-SIGNAL-1BFD462CED88E6A5	country_gap_no_parent_source		Cape Verde research-queue placeholder	PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:50	Country research-queue row lists search themes only; no parent source URL.	processing-state parent-source URL triage only; no incident truth, legal, safety, compliance, prevalence, or ranking claim	do not promote; retain as gap/profile placeholder unless a concrete source URL is separately harvested	20260616T121011Z-lane12-bba4b780	P2_article_relevance_review	country_queue_proxy	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	50
BPSE-00353	LIMEN-SIGNAL-1DDF77EA65A4DEBA	country_gap_no_parent_source		Georgia research-queue target row	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:35	Research-queue row is a country target/query list; no concrete AI-procurement parent URL is in the row.	country target placeholder only	human select concrete Georgia procurement source from packs	20260616T121104Z-lane7-49f10d41	P2_article_relevance_review	source_pack_or_proxy	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	35
BPSE-00354	LIMEN-SIGNAL-1DEF98D7B648EF80	country_gap_no_parent_source		Dominica research-queue target row	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:33	Research-queue row is a country target/query list; no concrete AI-procurement parent URL is in the row.	country target placeholder only	human select concrete Dominica procurement source from packs	20260616T121104Z-lane7-49f10d41	P2_article_relevance_review	source_pack_or_proxy	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	33
BPSE-00356	LIMEN-SIGNAL-1E0C672F55A27BE3	country_gap_no_parent_source		Uganda hardening summary no-register note	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_3_HARDENING_SUMMARY.csv:6	Hardening summary explicitly says no public algorithm register found; no parent URL to extract for algorithm-register claim.	negative/gap processing note only	human review if new Uganda register evidence appears	20260616T121104Z-lane7-49f10d41	P2_article_relevance_review	source_pack_or_proxy	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_3_HARDENING_SUMMARY.csv	6
BPSE-00358	LIMEN-SIGNAL-1E3F7BB212816EB6	country_gap_no_parent_source		Guinea research-queue target row	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:59	Research-queue row is a country target/query list; no concrete algorithm-register parent URL is in the row.	country target placeholder only	human verify Guinea algorithm-register absence/source	20260616T121104Z-lane7-49f10d41	P2_article_relevance_review	source_pack_or_proxy	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	59
BPSE-00363	LIMEN-SIGNAL-1F3E4C7E4DF24ACF	country_gap_no_parent_source		Nauru research queue placeholder	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:67	Country gap query row lists desired searches, not a parent public source.	gap/search-placeholder only	no parent extraction; run separate local source discovery if needed	20260616T121108Z-lane9-ea6b0aa7	P2_article_relevance_review	source_pack_or_proxy	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	67
BPSE-00364	LIMEN-SIGNAL-1F43DB6D18D617F0	country_gap_no_parent_source		Kosovo research queue placeholder	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:62	Country gap query row lists desired searches, not a parent public source.	gap/search-placeholder only	no parent extraction; run separate local source discovery if needed	20260616T121108Z-lane9-ea6b0aa7	P2_article_relevance_review	source_pack_or_proxy	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	62
BPSE-00366	LIMEN-SIGNAL-1F73B313DD556767	country_gap_no_parent_source		Liechtenstein research queue placeholder	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:38	Country gap query row lists desired searches, not a parent public source.	gap/search-placeholder only	no parent extraction; run separate local source discovery if needed	20260616T121108Z-lane9-ea6b0aa7	P2_article_relevance_review	source_pack_proxy	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	38
BPSE-00368	LIMEN-SIGNAL-1FDDDFD8B919E86A	country_gap_no_parent_source		Cayman Islands research queue placeholder	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:51	Country gap query row lists desired searches, not a parent public source.	gap/search-placeholder only	no parent extraction; run separate local source discovery if needed	20260616T121108Z-lane9-ea6b0aa7	P2_article_relevance_review	source_pack_proxy	public-sector	public sector AI	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	51
BPSE-00369	LIMEN-SIGNAL-1FF7FDCDC0AA021D	country_gap_no_parent_source		Mayotte research queue placeholder	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:25	Country gap query row lists desired searches, not a parent public source.	gap/search-placeholder only	no parent extraction; run separate local source discovery if needed	20260616T121108Z-lane9-ea6b0aa7	P2_article_relevance_review	source_pack_proxy	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	25
BPSE-00370	LIMEN-SIGNAL-200425DF8847C4FC	country_gap_no_parent_source		coverage-gap manifest evidence-type list	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/lane-manifests/v02-coverage-gap-sprint.manifest.json:2338	Manifest line is an evidence-type placeholder, not a public source URL.	manifest/planning placeholder only	no parent extraction from this manifest line	20260616T121108Z-lane9-ea6b0aa7	P2_article_relevance_review	source_pack_proxy	public-sector	AI register	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/lane-manifests/v02-coverage-gap-sprint.manifest.json	2338
BPSE-00371	LIMEN-SIGNAL-202B66917AA968FE	country_gap_no_parent_source		coverage-gap manifest evidence-type list	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/lane-manifests/v02-coverage-gap-sprint.manifest.json:2592	Manifest line is an evidence-type placeholder, not a public source URL.	manifest/planning placeholder only	no parent extraction from this manifest line	20260616T121108Z-lane9-ea6b0aa7	P2_article_relevance_review	source_pack_proxy	public-sector	AI register	/srv/tyche/gaia/tyche-research-vault/data/global-agent-atlas-v0.1/lane-manifests/v02-coverage-gap-sprint.manifest.json	2592
BPSE-00373	LIMEN-SIGNAL-204112DBA59CA705	country_gap_no_parent_source		Bulgaria research queue placeholder	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:31	Country gap query row lists desired searches, not a parent public source.	gap/search-placeholder only	no parent extraction; run separate local source discovery if needed	20260616T121108Z-lane9-ea6b0aa7	P2_article_relevance_review	source_pack_proxy	public-sector	public sector AI	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	31
BPSE-00374	LIMEN-SIGNAL-2042E9661C70EC28	country_gap_no_parent_source		Sweden research queue placeholder	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:5	Country gap query row lists desired searches, not a parent public source.	gap/search-placeholder only	no parent extraction; run separate local source discovery if needed	20260616T121108Z-lane9-ea6b0aa7	P2_article_relevance_review	source_pack_proxy	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	5
BPSE-00375	LIMEN-SIGNAL-206F5D62A23DD7B5	country_gap_no_parent_source		Burkina Faso research queue placeholder	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:49	Country gap query row lists desired searches, not a parent public source.	gap/search-placeholder only	no parent extraction; run separate local source discovery if needed	20260616T121108Z-lane9-ea6b0aa7	P2_article_relevance_review	source_pack_proxy	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	49
BPSE-00376	LIMEN-SIGNAL-206FA4FF97AFDF6A	country_gap_no_parent_source		Marshall Islands research queue placeholder	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:64	Country gap query row lists desired searches, not a parent public source.	gap/search-placeholder only	no parent extraction; run separate local source discovery if needed	20260616T121108Z-lane9-ea6b0aa7	P2_article_relevance_review	source_pack_proxy	public-sector	public sector AI	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	64
BPSE-00377	LIMEN-SIGNAL-22BA89007BD34471	country_gap_no_parent_source		Vanuatu research queue placeholder	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:82	Country gap query row lists desired searches, not a parent public source.	gap/search-placeholder only	no parent extraction; run separate local source discovery if needed	20260616T121108Z-lane9-ea6b0aa7	P2_article_relevance_review	wrapper_or_index	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	82
BPSE-00378	LIMEN-SIGNAL-22E21BD0FE80B869	country_gap_no_parent_source		Monaco readiness matrix row	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_2_COUNTRY_MATRIX.csv:20	Score/profile row summarizes gaps and no concrete source URL.	readiness-score placeholder only	no parent extraction from score row	20260616T121108Z-lane9-ea6b0aa7	P2_article_relevance_review	wrapper_or_index	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_2_COUNTRY_MATRIX.csv	20
BPSE-00379	LIMEN-SIGNAL-22E90364DC61FB6F	country_gap_no_parent_source		Burkina Faso research queue placeholder	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:49	Country gap query row lists desired searches, not a parent public source.	gap/search-placeholder only	no parent extraction; run separate local source discovery if needed	20260616T121108Z-lane9-ea6b0aa7	P2_article_relevance_review	wrapper_or_index	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	49
BPSE-00380	LIMEN-SIGNAL-231E806FCC96C046	country_gap_no_parent_source		Sweden research queue placeholder	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:5	Country gap query row lists desired searches, not a parent public source.	gap/search-placeholder only	no parent extraction; run separate local source discovery if needed	20260616T121108Z-lane9-ea6b0aa7	P2_article_relevance_review	wrapper_or_index	public-sector	public sector AI	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	5
BPSE-00381	LIMEN-SIGNAL-232A73064E674B39	country_gap_no_parent_source		Honduras research queue placeholder	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:24	Country gap query row lists desired searches, not a parent public source.	gap/search-placeholder only	no parent extraction; run separate local source discovery if needed	20260616T121108Z-lane9-ea6b0aa7	P2_article_relevance_review	wrapper_or_index	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	24
BPSE-00382	LIMEN-SIGNAL-232C1807FA42F31B	country_gap_no_parent_source		Zimbabwe country profile gap summary	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_COUNTRY_PROFILES.md:2250	Profile/score summary lists warnings and source counts but no concrete parent URL.	profile/gap summary only	no parent extraction from profile paragraph	20260616T121108Z-lane9-ea6b0aa7	P2_article_relevance_review	wrapper_or_index	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_COUNTRY_PROFILES.md	2250
BPSE-00384	LIMEN-SIGNAL-238D753732F3D46E	country_gap_no_parent_source		Gambia research queue placeholder	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:56	Country gap query row lists desired searches, not a parent public source.	gap/search-placeholder only	no parent extraction; run separate local source discovery if needed	20260616T121108Z-lane9-ea6b0aa7	P2_article_relevance_review	wrapper_or_index	public-sector	public sector AI	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	56
BPSE-00388	LIMEN-SIGNAL-2481FA9B439F1981	country_gap_no_parent_source		Saudi Arabia atlas indicator I05	pallas_atlas_countries.json line 5102	Atlas indicator label/score placeholder has no extractable parent URL.	country/profile/gap summary only; no direct-source claim	use underlying source pack or source-refresh row if review continues	20260616T121219Z-lane4-ad6d9087	P2_article_relevance_review	atlas_or_index_wrapper	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	5102
BPSE-00389	LIMEN-SIGNAL-24826FE5B7523D94	country_gap_no_parent_source		Bosnia and Herzegovina atlas indicator I03	pallas_atlas_countries.json line 6619	Atlas indicator label/score placeholder has no single extractable parent URL.	country/profile/gap summary only; no direct-source claim	use underlying source pack or source-refresh row if review continues	20260616T121219Z-lane4-ad6d9087	P2_article_relevance_review	atlas_or_index_wrapper	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	6619
BPSE-00391	LIMEN-SIGNAL-251B97CF61FC7C5F	country_gap_no_parent_source		European Union readiness indicator public_algorithm_register	pallas-country-ai-readiness-indicators-v0.2.csv line 17	Indicator summary row gives counts/status only and no parent URL.	country/profile/gap summary only; no direct-source claim	use underlying source pack or source-refresh row if review continues	20260616T121219Z-lane4-ad6d9087	P2_article_relevance_review	atlas_or_index_wrapper	public-sector	algorithm register	/srv/tyche/atlas/tyche-thesis-atlas-factory/analysis/country-readiness/pallas-country-ai-readiness-indicators-v0.2.csv	17
BPSE-00394	LIMEN-SIGNAL-2559369532678DE3	country_gap_no_parent_source		Latvia atlas indicator I05	pallas_atlas_countries.json line 4033	Atlas indicator label/score placeholder has no extractable parent URL.	country/profile/gap summary only; no direct-source claim	use underlying source pack or source-refresh row if review continues	20260616T121219Z-lane4-ad6d9087	P2_article_relevance_review	atlas_or_index_wrapper	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	4033
BPSE-00397	LIMEN-SIGNAL-25F504D9C831689B	country_gap_no_parent_source		Faroe Islands weak-source warning I03	PALLAS_READINESS_WORLD_WEAK_SOURCE_WARNINGS.md line 1299	Weak-source warning states a sandbox gap and no parent URL.	country/profile/gap summary only; no direct-source claim	use underlying source pack or source-refresh row if review continues	20260616T121219Z-lane4-ad6d9087	P2_article_relevance_review	source_pack_proxy_candidate	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_WEAK_SOURCE_WARNINGS.md	1299
BPSE-00407	LIMEN-SIGNAL-2C9A9720A3995D67	country_gap_no_parent_source		Saint Martin observability matrix row	OBSERVABILITY_250_COUNTRY_MATRIX.csv line 99	Country matrix summary/gap row has no extractable parent source URL.	country/profile/gap summary only; no direct-source claim	use underlying source pack or source-refresh row if review continues	20260616T121219Z-lane4-ad6d9087	P2_article_relevance_review	country_or_source_pack_proxy	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_250_COUNTRY_MATRIX.csv	99
BPSE-00409	LIMEN-SIGNAL-2CF932FA60FB20D3	country_gap_no_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:44	Research-queue row is a generic Antarctica target bundle with no named source URL.	processing-state only; no direct-source claim	keep as country gap unless a named local source pack is added	20260616T121230Z-lane8-d7eec953	P2_article_relevance_review	country_or_source_pack_proxy	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	44
BPSE-00410	LIMEN-SIGNAL-2D4C79F4C386DB4F	country_gap_no_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:54	Research-queue row is a generic Fiji target bundle with no named source URL.	processing-state only; no direct-source claim	keep as country gap unless a named local source pack is added	20260616T121230Z-lane8-d7eec953	P2_article_relevance_review	country_or_source_pack_proxy	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	54
BPSE-00413	LIMEN-SIGNAL-2EA10AF361168F28	country_gap_no_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:63	Research-queue row is a generic Madagascar target bundle with no named source URL.	processing-state only; no direct-source claim	keep as country gap unless a named local source pack is added	20260616T121230Z-lane8-d7eec953	P2_article_relevance_review	wrapper_or_proxy	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	63
BPSE-00414	LIMEN-SIGNAL-2EB2EBB66FD13F3A	country_gap_no_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_COUNTRY_PROFILES.md:36-41	Country profile/score placeholder gives examples but no concrete URL.	processing-state only; no direct-source claim	keep as country profile gap	20260616T121230Z-lane8-d7eec953	P2_article_relevance_review	wrapper_or_proxy	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_COUNTRY_PROFILES.md	36
BPSE-00418	LIMEN-SIGNAL-2F71916484734ACF	country_gap_no_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:10	Research-queue row is a generic Jersey target bundle with no named source URL.	processing-state only; no direct-source claim	keep as country gap unless a named local source pack is added	20260616T121230Z-lane8-d7eec953	P2_article_relevance_review	wrapper_or_proxy	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	10
BPSE-00419	LIMEN-SIGNAL-2FE6EEA6B295C295	country_gap_no_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:59	Research-queue row is a generic Guinea target bundle with no named source URL.	processing-state only; no direct-source claim	keep as country gap unless a named local source pack is added	20260616T121230Z-lane8-d7eec953	P2_article_relevance_review	wrapper_or_proxy	public-sector	public sector AI	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	59
BPSE-00422	LIMEN-SIGNAL-3060E5FAFAE58CA6	country_gap_no_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_COUNTRY_PROFILES.md:700-707	Country profile/score placeholder gives generic examples but no concrete URL.	processing-state only; no direct-source claim	keep as country profile gap	20260616T121230Z-lane8-d7eec953	P2_article_relevance_review	wrapper_or_proxy	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_COUNTRY_PROFILES.md	702
BPSE-00423	LIMEN-SIGNAL-308CE164E85CEC88	country_gap_no_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:41	Research-queue row is a generic San Marino target bundle with no named source URL.	processing-state only; no direct-source claim	keep as country gap unless a named local source pack is added	20260616T121230Z-lane8-d7eec953	P2_article_relevance_review	wrapper_or_proxy	public-sector	public sector AI	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	41
BPSE-00424	LIMEN-SIGNAL-30A98809D6591B05	country_gap_no_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv:77	Research-queue row is a generic Tanzania target bundle with no named source URL.	processing-state only; no direct-source claim	keep as country gap unless a named local source pack is added	20260616T121230Z-lane8-d7eec953	P2_article_relevance_review	wrapper_or_proxy	public-sector	public sector AI	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_RESEARCH_QUEUE.csv	77
BPSE-00425	LIMEN-SIGNAL-30E2AD6F830ECE5D	country_gap_no_parent_source			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv:28	Research-queue row is a generic Tajikistan target bundle with no named source URL.	processing-state only; no direct-source claim	keep as country gap unless a named local source pack is added	20260616T121230Z-lane8-d7eec953	P2_article_relevance_review	wrapper_or_proxy	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_RESEARCH_QUEUE.csv	28
