queue_id	signal_id	bulk_source_verdict	extracted_source_url	source_name	evidence_location	reason	claim_ceiling	next_action	batch_id	review_priority	source_review_role	shards	queries	source_path	source_line
BTPS-00032	LIMEN-SIGNAL-A57C9EC8F4FDD87B	source_url_extracted	http://www.corteconstitucional.gov.co/relatoria/2024/T-323-24.htm	T-323/24 — Colombian Constitutional Court	/srv/tyche/gaia/tyche-research-vault/submissions/gaia-preprint-package-20260607T1516EEST/daily/gaia-foreign-language-digest-latest.json#top_sources[92]; local lines 8739-8742	Local digest object repeats T-323/24 and explicit court URL; translation-mediated evidence only.	direct source-surface candidate only; no legal, safety, compliance, or incident finding	if used, extract from the original Spanish court source or local snapshot with human translation review	20260616T130035Z-lane2-7a351274	P1_official_or_regulator_review	translation_candidate_parent_source_extraction	legal-research	court AI	/srv/tyche/gaia/tyche-research-vault/submissions/gaia-preprint-package-20260607T1516EEST/daily/gaia-foreign-language-digest-latest.json	8739
BTPS-00033	LIMEN-SIGNAL-A589BC4F62C41DDE	source_url_extracted	https://algoritmes.overheid.nl/en/algoritme/mnre1045/83985427/octobox-anonymisation	Algorithm Register of the Dutch government / Octobox Anonymisation	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050050Z/tables/registry-sample-records-v0.2.csv:2	Local registry sample row explicitly gives record_url and auto-translation warning.	direct register-record surface only; no factual claim beyond local translated row fields	Extract original Dutch record before stronger use.	20260616T130035Z-lane3-75cc2149	P1_official_or_regulator_review	translation_candidate_parent_source_extraction	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050050Z/tables/registry-sample-records-v0.2.csv	2
BTPS-00034	LIMEN-SIGNAL-B0609521CEF6A24B	source_url_extracted	https://www.mindigital.gr/wp-content/uploads/2022/12/nomos_4961_2022.pdf	Law 4961/2022 Articles 5, 6, 8 / Ministry of Digital Governance / Government Gazette	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_2_SOURCE_PACK.csv:243	Source-pack row explicitly lists statutory official PDF URL as parent legal source.	translation-safe source review only; no legal or policy conclusion from machine translation	Use original Greek statutory PDF for article-level extraction.	20260616T130035Z-lane3-75cc2149	P1_official_or_regulator_review	translation_candidate_parent_source_extraction	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_2_SOURCE_PACK.csv	243
BTPS-00035	LIMEN-SIGNAL-B992680524DE90B0	source_url_extracted	https://www.dia.gov.cz/cs/nase-cinnosti/na-cem-pracujeme/kompetencni-centra/katalog-vyuziti-ai-ve-verejnem-sektoru	Katalog využití AI ve veřejném sektoru / Digital and Information Agency	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_11_SOURCE_REFRESH.csv:57	Local refresh row explicitly gives official DIA catalog page URL and notes weak item-level content.	translation-safe source review only; no legal or policy conclusion from machine translation	Review original Czech page/item-level content before case use.	20260616T130035Z-lane3-75cc2149	P1_official_or_regulator_review	translation_candidate_parent_source_extraction	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_11_SOURCE_REFRESH.csv	57
BTPS-00036	LIMEN-SIGNAL-C844886B1F990C26	source_url_extracted	https://algoritmes.overheid.nl/en/algoritme/88456515	Algorithm Register of the Dutch government / Sounding language	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv:13	Accession-candidate row explicitly gives resolved official listing/detail URL.	parent-source/record-locator candidate only	Extract original Dutch record fields before coding.	20260616T130035Z-lane3-75cc2149	P1_official_or_regulator_review	translation_candidate_parent_source_extraction	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	13
BTPS-00037	LIMEN-SIGNAL-C90446E3B915DED8	source_url_extracted	https://njt.jog.gov.hu/jogszabaly/2023-103-00-00	Act CIII of 2023 on the digital state and digital services / Nemzeti Jogszabálytár	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_13_SOURCE_REFRESH.csv:73	Local refresh row explicitly gives national statutory source URL; row is context-only, not AI case evidence.	Source-surface/context only; no legal interpretation or AI-governance finding from translated/local summary.	Extract Hungarian statutory citation and translation notes before parent use.	20260616T130035Z-lane3-75cc2149	P1_official_or_regulator_review	translation_candidate_parent_source_extraction	legal-research	AI evidence	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_13_SOURCE_REFRESH.csv	73
BTPS-00038	LIMEN-SIGNAL-CA3D0DE846C076C4	source_url_extracted	https://www.et.gr/api/DownloadFeksApi/?fek_pdf=20220100146	Law 4961/2022 Article 8 / National Printing Office / Hellenic Government Gazette	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_14_SOURCE_REFRESH.csv:147	Local refresh row explicitly gives Government Gazette PDF URL and Article 8 register-duty metadata.	Source-surface plus local metadata only; no legal finding or reviewed-core promotion.	Extract Article 8 from Greek original with citation-safe notes.	20260616T130035Z-lane3-75cc2149	P1_official_or_regulator_review	translation_candidate_parent_source_extraction	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_14_SOURCE_REFRESH.csv	147
BTPS-00039	LIMEN-SIGNAL-E804FB26BBC30768	source_url_extracted	https://moitt.gov.pk/SiteImage/Misc/files/National%20AI%20Policy.pdf	Pakistan National Artificial Intelligence Policy PDF / MOITT	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/persian-urdu-language-latest.jsonl:4	JSONL record explicitly gives seed_url/source_url; local fetch failed, snippet absent.	source locator only until PDF capture; no policy claim	Capture parent PDF locally, then review as English official source.	20260616T130035Z-lane3-75cc2149	P1_official_or_regulator_review	translation_candidate_parent_source_extraction	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/persian-urdu-language-latest.jsonl	4
BTPS-00040	LIMEN-SIGNAL-E8A8C916AA672CFD	source_url_extracted	https://moc.gov.gh/2026/04/24/ghana-launches-national-ai-strategy-to-drive-digital-transformation-and-economic-growth/	Ghana launches National AI Strategy / Ministry of Communication, Digital Technology and Innovations	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/african-multilingual-language-history.jsonl:46	JSONL record explicitly gives seed_url/source_url; local fetch timed out, snippet absent.	source locator only until capture; no strategy/evidence claim	Retry/capture official page locally before source extraction.	20260616T130035Z-lane3-75cc2149	P1_official_or_regulator_review	translation_candidate_parent_source_extraction	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/african-multilingual-language-history.jsonl	46
BTPS-00041	LIMEN-SIGNAL-ED17ABFB9F71E2BC	source_url_extracted	https://aiweek.pakistan.gov.pk/about	Pakistan official Indus AI Week platform	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/south-asian-language-latest.jsonl:2	JSONL record explicitly gives seed_url/url; local fetch failed, snippet absent.	source locator only; no programme or policy claim	Capture official platform page before source-level extraction.	20260616T130035Z-lane3-75cc2149	P1_official_or_regulator_review	translation_candidate_parent_source_extraction	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/south-asian-language-latest.jsonl	2
BTPS-00042	LIMEN-SIGNAL-F1FE0396E37BB1D2	source_url_extracted	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Algorithm Register of the Dutch government / Zylab Disclosure Support	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050159Z/tables/registry-sample-records-v0.2.csv:3	Local registry sample row explicitly gives record_url and auto-translation warning.	parent-source/record-surface only; no factual reliance on translated risk or decision claims	Extract original Dutch parent source before case-level use.	20260616T130035Z-lane3-75cc2149	P1_official_or_regulator_review	translation_candidate_parent_source_extraction	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050159Z/tables/registry-sample-records-v0.2.csv	3
BTPS-00043	LIMEN-SIGNAL-F30B633687C88EC8	source_url_extracted	https://algoritmes.overheid.nl/en/algoritme/mnre1045/83985427/octobox-anonymisation	Algorithm Register of the Dutch government / Octobox Anonymisation	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050415Z/tables/registry-gap-map-v0.2.csv:8	Gap-map row explicitly gives Dutch register record URL and auto-translation warning.	parent-source/record-surface only; no translated-content factual claim	Extract original Dutch record and rights terms before case-level review.	20260616T130035Z-lane3-75cc2149	P1_official_or_regulator_review	translation_candidate_parent_source_extraction	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T050415Z/tables/registry-gap-map-v0.2.csv	8
BTPS-00044	LIMEN-SIGNAL-FA956471C1DFAA87	source_url_extracted	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Algorithm Register of the Dutch government / Datamask	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T204009Z/tables/registry-gap-map-v0.2.csv:10	Gap-map row explicitly gives Dutch register record URL and auto-translation warning.	parent-source/record-surface only; no automated-decision, risk, or rights claim	Extract original Dutch record before edge-case evaluation.	20260616T130035Z-lane3-75cc2149	P1_official_or_regulator_review	translation_candidate_parent_source_extraction	public-sector	automated decision	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260606T204009Z/tables/registry-gap-map-v0.2.csv	10
BTPS-00137	LIMEN-SIGNAL-7E58711BA05A4544	source_url_extracted	https://algoritmes.overheid.nl/en/algoritme/15583895	Module to screen for language bias	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260618T033625Z/zenodo/public-ai-registry-observatory-initial-corpus-20260608/data/registry-deployed-record-accession-all-20260607.csv:62	Local Dutch Algorithm Register accession row explicitly contains the record URL, title, and In use status; no record text reviewed.	candidate extraction lead only; no truth, deployment, legality, safety, compliance, prevalence, or ranking claim	Retrieve original Dutch register record text before any LIMEN case claim.	20260618T132538Z-lane23-221edf85	P1_official_or_regulator_review	translation_candidate_parent_source_extraction	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260618T033625Z/zenodo/public-ai-registry-observatory-initial-corpus-20260608/data/registry-deployed-record-accession-all-20260607.csv	62
BTPS-00049	LIMEN-SIGNAL-06D2AC3FF4D758DB	source_url_extracted	https://www.kela.fi/tekoalyrekisteri	Kelan tekoälyrekisteri ja vastuullisen tekoälyn käytön periaatteet	input.tsv:2; eu-agent-atlas-facts-v0.1.csv:35	URL present in local fact row and translation locator; row names Kela/Kanta chatbots and Boost.ai implementation.	source-surface and implementation-evidence candidate only	Review Finnish register excerpt before using chatbot capability or vendor details.	20260616T130035Z-lane4-eb156123	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	AI register	/srv/tyche/gaia/tyche-research-vault/data/eu-agent-atlas-v0.1/exports/eu-agent-atlas-facts-v0.1.csv	35
BTPS-00050	LIMEN-SIGNAL-07DDCD569C2E6299	source_url_extracted	https://www.gov.br/anpd/pt-br/assuntos/projetos-acoes-iniciativas/sandbox/por-que-inteligencia-artificial	Por que Inteligência Artificial?	input.tsv:3; spanish-portuguese-language-latest.jsonl:1	JSONL source row has matching url/source_url/reader_target_url for ANPD sandbox AI page.	official source-surface and bounded sandbox-topic extraction only	extract only source-surface facts and retain translation warning	20260616T130035Z-lane4-eb156123	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/spanish-portuguese-language-latest.jsonl	1
BTPS-00051	LIMEN-SIGNAL-0815BF8AD1C774A4	source_url_extracted	https://www.regeringen.ax/sites/default/files/attachments/page/LFxx20252026_280126_rem.pdf	Lagförslag om landskapslag om tillsyn över artificiell intelligens - corrective measures/certificates/sandbox reports	input.tsv:4; PALLAS_SECOND_PASS_SPRINT_16_SOURCE_REFRESH.csv:92	CSV source-pack row explicitly provides draft bill PDF URL and draft-status note.	draft-law source-surface and candidate extraction only	extract draft-status source notes; require human/legal review before any score or case claim	20260616T130035Z-lane4-eb156123	P2_article_relevance_review	translation_candidate_parent_source_extraction	legal-research	AI evidence	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_16_SOURCE_REFRESH.csv	92
BTPS-00052	LIMEN-SIGNAL-10C9B6DE77A36611	source_url_extracted	https://www.digdir.no/kunstig-intelligens/anskaffelse-av-generativ-ki/7546	Anskaffelse av generativ KI	input.tsv:5; PALLAS_READINESS_WORLD_SOURCE_PACK.csv:753	CSV source-pack row explicitly provides Digdir procurement-guidance URL and bounded control vocabulary.	official procurement-guidance source extraction only; no compliance or effectiveness claim	extract bounded procurement/control vocabulary with translation warning	20260616T130035Z-lane4-eb156123	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv	753
BTPS-00053	LIMEN-SIGNAL-112B0E731D0ABB25	source_url_extracted	https://www.kratid.ee/algoritm-ulevaade	AI ülevaade | Kratid	input.tsv:6; estonian-baltic-language-latest.jsonl:2	JSONL source row has matching url/source_url/reader_target_url for Kratid algorithm overview.	public algorithm/AI overview source extraction only	extract register/overview structure and preserve original-language provenance	20260616T130035Z-lane4-eb156123	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	AI register	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/estonian-baltic-language-latest.jsonl	2
BTPS-00054	LIMEN-SIGNAL-192A4B53AF4F28C7	source_url_extracted	https://www.etda.or.th/th/pr-news/AI_Gov_Anual.aspx	ดีอี จับมือ ETDA ประกาศ Guideline ใหม่! “แนวทางประยุกต์ใช้ Generative AI อย่างมีธรรมาภิบาลสำหรับองค์ - สพธอ.	input.tsv:7; southeast-asian-language-records.jsonl:165	JSONL source row has official ETDA URL matching translation locator; Thai translation warning retained.	translation-sensitive guidance surface only; no substantive policy claim from machine translation	extract title/locator/provenance with Thai-capable review before any claim use	20260616T130035Z-lane4-eb156123	P2_article_relevance_review	translation_candidate_parent_source_extraction	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/southeast-asian-language-records.jsonl	165
BTPS-00055	LIMEN-SIGNAL-1B588514658CAFF5	source_url_extracted	https://ai.gov.gr/artificial-intelligence/	Τεχνητή Νοημοσύνη | Ειδική Γραμματεία Τεχνητής Νοημοσύνης και Διακυβέρνησης Δεδομένων	input.tsv:8; southern-europe-language-latest.jsonl:2	JSONL source row has matching url/source_url for official Greek AI page.	translation-sensitive government AI policy surface only; no legal/policy finding	extract canonical source metadata with Greek-capable review	20260616T130035Z-lane4-eb156123	P2_article_relevance_review	translation_candidate_parent_source_extraction	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/southern-europe-language-latest.jsonl	2
BTPS-00056	LIMEN-SIGNAL-1BAC182C1128C7B0	source_url_extracted	https://www.gov.br/anpd/pt-br/assuntos/noticias/publicado-edital-para-participacao-em-sandbox-regulatorio-em-inteligencia-artificial	ANPD publica edital para participação em sandbox regulatório experimental em inteligência artificial	input.tsv:9; global-south-brazil-latest.jsonl:3	JSONL source row has ANPD sandbox notice URL matching translation locator.	translation-sensitive sandbox source surface only; no legal or compliance finding	queue parent-source extraction with Portuguese review of exact ANPD wording	20260616T130035Z-lane4-eb156123	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/global-south-brazil-latest.jsonl	3
BTPS-00057	LIMEN-SIGNAL-1C4FE8CD766CA602	source_url_extracted	https://www.gob.pe/institucion/pcm/noticias/1243553-gobierno-aprobo-el-reglamento-de-la-ley-que-promueve-el-uso-de-la-inteligencia-artificial	Gobierno aprobó el Reglamento de la Ley que promueve el uso de la Inteligencia Artificial	input.tsv:10; PALLAS_SECOND_PASS_SPRINT_15_SOURCE_REFRESH.csv:249	CSV source-pack row explicitly provides PCM official-news URL; row labels it secondary/indirect.	official news surface only; Spanish wording unresolved; no legal finding	extract as secondary/official-news source with Spanish review	20260616T130035Z-lane4-eb156123	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_15_SOURCE_REFRESH.csv	249
BTPS-00058	LIMEN-SIGNAL-1E8DCC3559A178E5	source_url_extracted	https://www.datatilsynet.dk/regler-og-vejledning/kunstig-intelligens	Kunstig intelligens	input.tsv:11; nordic-language-history.jsonl:1	JSONL source row has matching url/source_url/reader_target_url for Danish regulator AI hub.	translation-sensitive regulator surface only; no Article 57, sandbox-operation, or compliance finding	extract canonical source surface with Danish-capable review	20260616T130035Z-lane4-eb156123	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/nordic-language-history.jsonl	1
BTPS-00059	LIMEN-SIGNAL-20A2D43C573AB044	source_url_extracted	https://www.argentina.gob.ar/programa-nacional-de-transparencia-y-proteccion-de-datos-personales-en-el-uso-de-la-inteligencia	Programa Nacional de Transparencia y Protección de Datos Personales en el uso de la Inteligencia Artificial	input.tsv:12; PALLAS_READINESS_WORLD_SOURCE_PACK.csv:38	CSV source-pack row explicitly provides Argentina.gob.ar/AAIP program URL and transparency-practice note.	translation-sensitive official program surface only; no full register or compliance claim	extract bounded source metadata with Spanish review	20260616T130035Z-lane4-eb156123	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv	38
BTPS-00060	LIMEN-SIGNAL-24E74DE4425285C3	source_url_extracted	https://au.int/es/node/42078	AU Data Policy Framework | African Union	input.tsv:13; african-multilingual-language-history.jsonl:243	JSONL source row has matching url/source_url for AU Data Policy Framework; English/not-needed flag.	parent-source context candidate only; no case-level promotion	extract canonical metadata and preserve as contextual source	20260616T130035Z-lane4-eb156123	P2_article_relevance_review	translation_candidate_parent_source_extraction	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/african-multilingual-language-history.jsonl	243
BTPS-00061	LIMEN-SIGNAL-253219BF7CD64835	source_url_extracted	https://fmcide.gov.ng/initiative/nais/	National Artificial Intelligence Strategy | The Federal Ministry of Communications, Innovation and Digital Economy	input.tsv:14; african-multilingual-language-history.jsonl:236	JSONL source row has matching url/source_url for Nigeria ministry AI strategy page.	parent-source context candidate only; no policy/legal/safety finding	extract canonical source metadata; no reviewed-core promotion	20260616T130035Z-lane4-eb156123	P2_article_relevance_review	translation_candidate_parent_source_extraction	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/african-multilingual-language-history.jsonl	236
BTPS-00062	LIMEN-SIGNAL-2671E68EAFF0385E	source_url_extracted	https://static.au.int/en/document/44004-doc-en-continentalaistrategyjuly2024pdf	44004-doc-EN-_Continental_AI_Strategy_July_2024.pdf | African Union	input.tsv:15; african-multilingual-language-records.jsonl:203	JSONL source row has AU static document URL matching translation locator.	parent-source context candidate only; no case-level promotion	extract canonical PDF metadata and provenance only	20260616T130035Z-lane4-eb156123	P2_article_relevance_review	translation_candidate_parent_source_extraction	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/african-multilingual-language-records.jsonl	203
BTPS-00063	LIMEN-SIGNAL-329464DC59F7439D	source_url_extracted	https://www.gob.pe/institucion/pcm/informes-publicaciones/6879780-catalogo-de-aplicaciones-con-inteligencia-artificial-en-el-estado-peruano	Catálogo de Aplicaciones con Inteligencia Artificial en el Estado Peruano	input.tsv:16; PALLAS_SECOND_PASS_SPRINT_15_SOURCE_REFRESH.csv:252	CSV source-pack row explicitly provides catalog URL and says transparency catalog, not clearly formal register.	catalog/source-surface ceiling; no formal-register claim	extract catalog fields from original PDF/page with transparency-catalog framing	20260616T130035Z-lane4-eb156123	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_15_SOURCE_REFRESH.csv	252
BTPS-00064	LIMEN-SIGNAL-343AEAFF9F4D3416	source_url_extracted	https://www.malaysia.gov.my/en/my-initiative/whole-government-digital-services/tadbir-urus/national-guidelines-on-artificial-intelligence-governance-and-ethics-aige	National Guidelines on Artificial Intelligence Governance and Ethics (AIGE)	input.tsv:17; southeast-asian-language-records.jsonl:132	JSONL source row has official Malaysia URL matching translation locator; translation risk remains.	official source-surface existence and title only; no governance-effect claim	extract canonical source metadata; require original-language review before any substantive claim	20260616T130035Z-lane4-eb156123	P2_article_relevance_review	translation_candidate_parent_source_extraction	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/southeast-asian-language-records.jsonl	132
BTPS-00065	LIMEN-SIGNAL-3595B8B32429F236	source_url_extracted	https://algoritmes.overheid.nl/en	Dutch Government Algorithm Register	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/dutch-belgian-language-records.jsonl:39 (seed_url)	Explicit public algorithm register URL in local JSONL metadata for Netherlands; bounded to parent-source surface.	source-surface existence only; do not rely on machine-translated descriptions	extract parent source; use Dutch originals for case-level review	20260616T130035Z-lane5-c2f58aa7	P2_article_relevance_review	translation_candidate_parent_source_extraction	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/dutch-belgian-language-records.jsonl	39
BTPS-00066	LIMEN-SIGNAL-36ED6E1A6B55032C	source_url_extracted	https://www.etda.or.th/th/pr-news/AI_Gov_Anual.aspx	ETDA Generative AI Governance Guideline for Organizations	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/southeast-asian-language-records.jsonl:173 (seed_url)	Explicit guidance URL in local JSONL metadata for Thailand; bounded to parent-source surface.	official source-surface existence and title only; no guidance-effect claim	extract canonical source metadata; require Thai review for substance	20260616T130035Z-lane5-c2f58aa7	P2_article_relevance_review	translation_candidate_parent_source_extraction	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/southeast-asian-language-records.jsonl	173
BTPS-00067	LIMEN-SIGNAL-381AD7CE9B22CB42	source_url_extracted	https://www.etda.or.th/th/Our-Service/AIGC/index.aspx	ETDA AI Governance Center	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/southeast-asian-language-history.jsonl:155 (source_url)	Explicit governance clinic URL in local JSONL metadata for Thailand; bounded to parent-source surface.	official source-surface existence and title only; no service capability claim	extract canonical source metadata; require Thai review for any substantive use	20260616T130035Z-lane5-c2f58aa7	P2_article_relevance_review	translation_candidate_parent_source_extraction	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/southeast-asian-language-history.jsonl	155
BTPS-00068	LIMEN-SIGNAL-38E770BF92BC29FF	source_url_extracted	https://www.garanteprivacy.it/temi/intelligenza-artificiale	Garante Privacy: AI - Intelligenza artificiale	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/southern-europe-language-records.jsonl:87 (seed_url)	Explicit regulator guidance URL in local JSONL metadata for Italy; bounded to parent-source surface.	official regulator source-surface existence only; no legal finding	use as canonical Garante parent source; merge duplicate BTR-00453	20260616T130035Z-lane5-c2f58aa7	P2_article_relevance_review	translation_candidate_parent_source_extraction	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/southern-europe-language-records.jsonl	87
BTPS-00069	LIMEN-SIGNAL-3AF32C3F384D3BEB	source_url_extracted	https://www.data.gouv.fr/datasets/liste-des-administrateurs-ministeriels-des-donnees-des-algorithmes-et-des-codes-sources	Liste des administrateurs ministériels des données des algorithmes et des codes sources — Direction interministérielle du numérique	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_14_SOURCE_REFRESH.csv:87 (CSV url column)	Explicit source URL in local PALLAS source-refresh CSV; bounded to parent-source surface.	official dataset surface only; no comprehensive-register claim	extract dataset source with explicit non-register caveat	20260616T130035Z-lane5-c2f58aa7	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_14_SOURCE_REFRESH.csv	87
BTPS-00070	LIMEN-SIGNAL-3B5325B455236BBE	source_url_extracted	https://www.gub.uy/agencia-gobierno-electronico-sociedad-informacion-conocimiento/observatorio-inteligencia-artificial	Observatorio de Inteligencia Artificial — Agesic	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_9_SOURCE_REFRESH.csv:320 (CSV url column)	Explicit source URL in local PALLAS source-refresh CSV; bounded to parent-source surface.	official observatory surface only; no comprehensive algorithm-register claim	extract parent source with observatory-not-register caveat	20260616T130035Z-lane5-c2f58aa7	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_9_SOURCE_REFRESH.csv	320
BTPS-00071	LIMEN-SIGNAL-3B8CF9633B8DF8E7	source_url_extracted	https://www.kratid.ee/algoritm-ulevaade	Kratid: algoritmide ja tehisintellekti kasutuse ülevaade	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/estonian-baltic-language-latest.jsonl:2 (seed_url)	Explicit public-algorithm-register-source URL in local JSONL metadata for Estonia; bounded to parent-source surface.	source-surface existence only; no completeness or deployment claim	extract parent source; require Estonian review for scope and entries	20260616T130035Z-lane5-c2f58aa7	P2_article_relevance_review	translation_candidate_parent_source_extraction	public-sector	AI register	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/estonian-baltic-language-latest.jsonl	2
BTPS-00072	LIMEN-SIGNAL-46C55F06752C20D0	source_url_extracted	https://static.au.int/en/document/44004-doc-en-continentalaistrategyjuly2024pdf	African Union Continental AI Strategy PDF	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/african-multilingual-language-history.jsonl:43 (source_url)	Explicit continental AI strategy URL in local JSONL metadata for African Union; bounded to parent-source surface.	parent source surface only; no incident, compliance, or implementation finding	Extract parent source metadata and keep for source-context hardening only	20260616T130035Z-lane5-c2f58aa7	P2_article_relevance_review	translation_candidate_parent_source_extraction	legal-research	AI evidence	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/records/african-multilingual-language-history.jsonl	43
