packet_id	source_lane	signal_id	queue_id	review_status	promotion_readiness	reviewed_core_posture	obscure_ai_posture	dedupe_status	source_cluster_key	cluster_size	source_url_or_locator	normalized_source_url	source_host	source_name	language_reviewed	review_priority	shards	queries	hardening_gate	hardening_priority	source_path	source_line	title_or_snippet	claim_ceiling	next_action	required_before_reviewed_core	required_before_obscure_ai	forbidden_overread
RCPP-00083	bulk_named_source_autoresolve	LIMEN-SIGNAL-D82E029967187644		url_found_near_source_line	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	https://aesia.digital.gob.es/en/present/resources/practical-guides-for-ai-act-compliance	4	https://aesia.digital.gob.es/en/present/resources/practical-guides-for-ai-act-compliance	https://aesia.digital.gob.es/en/present/resources/practical-guides-for-ai-act-compliance	aesia.digital.gob.es	aesia.digital.gob.es		P2_article_relevance_review	public-sector	regulatory sandbox			/srv/tyche/atlas/tyche-thesis-atlas-factory/analysis/evidence-package/evidence-package-fields-v0.2.jsonl	17	Source-pack/index/profile row points toward a source but does not expose a named reviewable surface.	source-surface existence only from local metadata/files	extract the named source surface from local materials	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00084	bulk_named_source_autoresolve	LIMEN-SIGNAL-DB5F6A06707BF766		url_found_near_source_line	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	https://aesia.digital.gob.es/en/present/resources/practical-guides-for-ai-act-compliance	4	https://aesia.digital.gob.es/en/present/resources/practical-guides-for-ai-act-compliance	https://aesia.digital.gob.es/en/present/resources/practical-guides-for-ai-act-compliance	aesia.digital.gob.es	aesia.digital.gob.es		P2_article_relevance_review	public-sector	algorithm register			/srv/tyche/atlas/tyche-thesis-atlas-factory/analysis/evidence-package/evidence-package-fields-v0.2.jsonl	8	Source-pack/index/profile row points toward a source but does not expose a named reviewable surface.	source-surface existence only from local metadata/files	extract the named source surface from local materials	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00085	bulk_named_source_autoresolve	LIMEN-SIGNAL-FF19AB73FAC7D129		url_found_near_source_line	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	https://aesia.digital.gob.es/en/present/resources/practical-guides-for-ai-act-compliance	4	https://aesia.digital.gob.es/en/present/resources/practical-guides-for-ai-act-compliance	https://aesia.digital.gob.es/en/present/resources/practical-guides-for-ai-act-compliance	aesia.digital.gob.es	aesia.digital.gob.es		P2_article_relevance_review	public-sector	regulatory sandbox			/srv/tyche/atlas/tyche-thesis-atlas-factory/analysis/evidence-package/evidence-package-fields-v0.2.jsonl	11	Source-pack/index/profile row points toward a source but does not expose a named reviewable surface.	source-surface existence only from local metadata/files	extract the named source surface from local materials	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00086	bulk_translation_source_review	LIMEN-SIGNAL-77B8FBDA92FD4996	BTR-00553	translation_source_reviewed	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	https://aesia.digital.gob.es/es/guias	1	https://aesia.digital.gob.es/es/guias	https://aesia.digital.gob.es/es/guias	aesia.digital.gob.es	AESIA guides from Spanish AI regulatory sandbox pilot	Spanish metadata reviewed	P2_article_relevance_review	public-sector	regulatory sandbox			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_14_SOURCE_REFRESH.csv	56	Local Spanish metadata explicitly identifies regulator guides developed under the AI sandbox pilot.	source-surface support for sandbox-guide existence only; no legal or safety finding	candidate for bounded parent-source extraction if original text is needed	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00087	bulk_parent_source_extraction	LIMEN-SIGNAL-E39C604B17514F61	BPSE-01425	source_url_extracted	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	https://aesia.digital.gob.es/storage/media/01-introduction-to-the-artificial-regulation.pdf	1	https://aesia.digital.gob.es/storage/media/01-introduction-to-the-artificial-regulation.pdf	https://aesia.digital.gob.es/storage/media/01-introduction-to-the-artificial-regulation.pdf	aesia.digital.gob.es	AESIA Introduction to the Artificial Intelligence Regulation PDF		P2_article_relevance_review	public-sector	regulatory sandbox			/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/official/aesia/text/01-introduction-to-the-artificial-regulation.txt	550	Local AESIA text line is from the introduction guide; adjacent guides ledger gives explicit PDF URL.	source-surface excerpt only; no independent sandbox finding	retain AESIA PDF URL as parent source	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00088	bulk_parent_source_extraction	LIMEN-SIGNAL-FF99E77BA248A48D	BPSE-01816	source_url_extracted	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	https://aesia.digital.gob.es/storage/media/03-conformity-assessment-guideline.pdf	1	https://aesia.digital.gob.es/storage/media/03-conformity-assessment-guideline.pdf	https://aesia.digital.gob.es/storage/media/03-conformity-assessment-guideline.pdf	aesia.digital.gob.es	AESIA 03 Conformity Assessment Guideline		P2_article_relevance_review	public-sector	regulatory sandbox			/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/official/aesia/text/03-conformity-assessment-guideline.txt	674	Local AESIA guides ledger explicitly lists the PDF URL matching the text file.	public guide URL only; comparator/non-binding source	review extracted AESIA guideline source	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00089	bulk_parent_source_extraction	LIMEN-SIGNAL-0C6EFF22A9E4C859	BPSE-00012	source_url_extracted	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	https://aesia.digital.gob.es/storage/media/07-data-and-data-governance-guideline.pdf	2	https://aesia.digital.gob.es/storage/media/07-data-and-data-governance-guideline.pdf	https://aesia.digital.gob.es/storage/media/07-data-and-data-governance-guideline.pdf	aesia.digital.gob.es	07 Data and Data Governance Guideline / AESIA		P1_official_or_regulator_review	public-sector	automated decision			/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/official/aesia/text/07-data-and-data-governance-guideline.txt	2491	Local AESIA text has the automated-decision context; local guides metadata preserves the original PDF URL.	source posture only; guideline context, no legal/compliance finding	Open bounded direct source review.	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00090	bulk_parent_source_extraction	LIMEN-SIGNAL-E633F595907264D3	BPSE-00157	source_url_extracted	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	https://aesia.digital.gob.es/storage/media/07-data-and-data-governance-guideline.pdf	2	https://aesia.digital.gob.es/storage/media/07-data-and-data-governance-guideline.pdf	https://aesia.digital.gob.es/storage/media/07-data-and-data-governance-guideline.pdf	aesia.digital.gob.es	AESIA Data and Data Governance Guideline		P1_official_or_regulator_review	public-sector	automated decision			/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/official/aesia/text/07-data-and-data-governance-guideline.txt	2559	Local AESIA link ledger maps the text file to its public PDF URL.	source surface only; no automated-decision compliance claim	Route AESIA PDF to direct source review.	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00091	bulk_translation_parent_source_extraction	LIMEN-SIGNAL-6C59C394579067CF	BTPS-00081	source_url_extracted	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	https://aesia.digital.gob.es/storage/media/10-robustness-guideline.pdf	1	https://aesia.digital.gob.es/storage/media/10-robustness-guideline.pdf	https://aesia.digital.gob.es/storage/media/10-robustness-guideline.pdf	aesia.digital.gob.es	AESIA 10 Robustness guideline		P2_article_relevance_review	security-agentic	model poisoning			/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/official/aesia/text/10-robustness-guideline.txt	560	Local AESIA guide ledger explicitly maps the robustness text to the public PDF URL.	Guidance-text source-surface only; no safety finding, prevalence, or incident truth claim.	Extract bounded robustness paragraph with provenance and keep as edge-case vocabulary evidence.	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00092	bulk_parent_source_extraction	LIMEN-SIGNAL-DCC56DF29244F1E1	BPSE-01327	source_url_extracted	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	https://aesia.digital.gob.es/storage/media/11-cybersecurity-guideline.pdf	2	https://aesia.digital.gob.es/storage/media/11-cybersecurity-guideline.pdf	https://aesia.digital.gob.es/storage/media/11-cybersecurity-guideline.pdf	aesia.digital.gob.es	AESIA cybersecurity guideline		P2_article_relevance_review	security-agentic	model poisoning			/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/official/aesia/text/11-cybersecurity-guideline.txt	327	Local AESIA guides ledger explicitly maps the text/PDF to the cybersecurity guideline URL.	processing-state/source-surface only; no incident truth, legal, safety, compliance, prevalence, or ranking claim	review extracted public source surface if still needed	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00093	bulk_parent_source_extraction	LIMEN-SIGNAL-FA9402BABCF7C9D1	BPSE-01761	source_url_extracted	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	https://aesia.digital.gob.es/storage/media/11-cybersecurity-guideline.pdf	2	https://aesia.digital.gob.es/storage/media/11-cybersecurity-guideline.pdf	https://aesia.digital.gob.es/storage/media/11-cybersecurity-guideline.pdf	aesia.digital.gob.es	11 Cybersecurity guideline		P2_article_relevance_review	security-agentic	model poisoning			/srv/tyche/atlas/tyche-thesis-atlas-factory/inbox/official/aesia/text/11-cybersecurity-guideline.txt	503	Local AESIA guide ledger/page explicitly maps the extracted text file to the public PDF URL.	source-surface existence only; guideline text only	direct source review of AESIA PDF	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00094	bulk_parent_source_extraction	LIMEN-SIGNAL-69E1FA1536DFCF57	BPSE-00662	source_url_extracted	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	https://afa.ad/ca/entitats-supervisades/actius-digitals/innovacio-fintech-2	1	https://www.afa.ad/ca/entitats-supervisades/actius-digitals/innovacio-fintech-2	https://afa.ad/ca/entitats-supervisades/actius-digitals/innovacio-fintech-2	afa.ad	Innovació & FinTech		P2_article_relevance_review	public-sector	regulatory sandbox			/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_250_COUNTRY_MATRIX.csv	57	Andorra matrix names I03 Innovació & FinTech; local rollup gives AFA URL.	sectoral innovation-channel source only; not operational AI sandbox finding	direct-source review with weak-proxy caveat	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00095	bulk_parent_source_extraction	LIMEN-SIGNAL-F39B909D11C583BA	BPSE-01653	source_url_extracted	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	https://agid.gov.it/it/ambiti-intervento/intelligenza-artificiale	1	https://www.agid.gov.it/it/ambiti-intervento/intelligenza-artificiale	https://agid.gov.it/it/ambiti-intervento/intelligenza-artificiale	agid.gov.it	Intelligenza artificiale		P2_article_relevance_review	public-sector	algorithm register			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_COUNTRY_INDEX.csv	22	Local source-refresh ledger gives AgID AI page as negative algorithm-register check for Italy.	source-surface existence only from local metadata/files; no incident truth, legal/safety/compliance finding, prevalence, or ranking	bounded direct source-surface review only	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00096	bulk_translation_source_review	LIMEN-SIGNAL-75440BEA24C26391	BTR-00162	translation_source_reviewed	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	https://agid.gov.it/it/notizie/intelligenza-artificiale-in-consultazione-le-linee-guida-pa	1	https://www.agid.gov.it/it/notizie/intelligenza-artificiale-in-consultazione-le-linee-guida-pa	https://agid.gov.it/it/notizie/intelligenza-artificiale-in-consultazione-le-linee-guida-pa	agid.gov.it	Intelligenza Artificiale: in consultazione le prime Linee Guida per la PA	it	P1_official_or_regulator_review	public-sector	algorithm register			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_1_SOURCE_PACK.csv	540	Italian AgID official consultation notice supports AI-in-PA governance/transparency context but local note says no central public algorithm register found.	Official consultation source surface only; no algorithm-register existence or legal compliance claim.	Keep as Italian governance context; do not promote as register evidence.	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00097	bulk_parent_source_extraction	LIMEN-SIGNAL-128FA4F492C43682	BPSE-00279	source_url_extracted	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	https://agid.gov.it/it/notizie/linee-guida-su-ia-nella-pa-al-la-consultazione-pubblica-su-sviluppo-e-procurement	2	https://www.agid.gov.it/it/notizie/linee-guida-su-ia-nella-pa-al-la-consultazione-pubblica-su-sviluppo-e-procurement	https://agid.gov.it/it/notizie/linee-guida-su-ia-nella-pa-al-la-consultazione-pubblica-su-sviluppo-e-procurement	agid.gov.it	Linee guida su IA nella PA: al via la consultazione pubblica su sviluppo e procurement		P2_article_relevance_review	public-sector	AI procurement			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_COUNTRY_MATRIX.csv	23	Local Italy I08 source-refresh row gives concrete AgID consultation notice URL for AI procurement guidance.	URL/source extraction only; consultation-stage, not final controls	review named AgID consultation source	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00098	bulk_translation_source_review	LIMEN-SIGNAL-F084B990F87E1A55	BTR-00352	translation_source_reviewed	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	https://agid.gov.it/it/notizie/linee-guida-su-ia-nella-pa-al-la-consultazione-pubblica-su-sviluppo-e-procurement	2	https://www.agid.gov.it/it/notizie/linee-guida-su-ia-nella-pa-al-la-consultazione-pubblica-su-sviluppo-e-procurement	https://agid.gov.it/it/notizie/linee-guida-su-ia-nella-pa-al-la-consultazione-pubblica-su-sviluppo-e-procurement	agid.gov.it	AgID — Linee guida su IA nella PA consultation notice	Italian	P1_official_or_regulator_review	public-sector	AI procurement			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_14_SOURCE_REFRESH.csv	195	Official Italian AgID notice explicitly concerns AI in public administration development/procurement, but it remains consultation-stage.	official consultation source-surface only; no final rule, prevalence, legality, or compliance claim	Candidate for parent-source extraction with consultation-stage warning.	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00099	bulk_translation_source_review	LIMEN-SIGNAL-577AB708A3649DAE	BTR-00118	translation_source_reviewed	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	https://agid.gov.it/sites/agid/files/2025-02/Linee_Guida_adozione_IA_nella_PA.pdf	1	https://www.agid.gov.it/sites/agid/files/2025-02/Linee_Guida_adozione_IA_nella_PA.pdf	https://agid.gov.it/sites/agid/files/2025-02/Linee_Guida_adozione_IA_nella_PA.pdf	agid.gov.it	AgID Linee Guida per l’adozione dell’Intelligenza Artificiale nella PA	it	P1_official_or_regulator_review	public-sector	algorithm register			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_14_SOURCE_REFRESH.csv	194	Official Italian draft/consultation PDF has lifecycle/procurement themes, but local row says it does not establish a public algorithm register.	Guidance/consultation source-surface only; no operational register, compliance, or adoption claim.	Use only as Italian PA AI guidance context; require original-language extraction for quotations.	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00100	bulk_translation_source_review	LIMEN-SIGNAL-45D882CFBD232F20	BTR-00102	translation_source_reviewed	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	https://agid.gov.it/sites/agid/files/2026-03/LLGG%20procurement_per%20consultazione%20pubblica.pdf	1	https://www.agid.gov.it/sites/agid/files/2026-03/LLGG%20procurement_per%20consultazione%20pubblica.pdf	https://agid.gov.it/sites/agid/files/2026-03/LLGG%20procurement_per%20consultazione%20pubblica.pdf	agid.gov.it	Linee Guida per il procurement di IA nella Pubblica Amministrazione	it	P1_official_or_regulator_review	public-sector	AI procurement			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_14_SOURCE_REFRESH.csv	196	Italian AgID consultation PDF is locally described as draft AI-procurement guidance; draft status limits claims.	Official consultation/draft source surface for AI procurement only; no final binding control or compliance finding.	Retain for source hardening with draft/consultation warning; extract original sections only if needed.	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00101	bulk_named_source_autoresolve	LIMEN-SIGNAL-4A1751E00D17995E		url_found_near_source_line	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	7	https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	ai-act-service-desk.ec.europa.eu	ai-act-service-desk.ec.europa.eu		P2_article_relevance_review	public-sector	regulatory sandbox			/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.1-freeze/data/semantic-links/estonia-regulatory-sandboxes-2026-05-29.json	5	Semantic-links note names policy context but does not isolate one reviewable source surface.	Only wrapper/proxy evidence; underlying named surface not yet isolated.	Extract one named underlying source before any source review.	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00102	bulk_named_source_autoresolve	LIMEN-SIGNAL-5C45E4583388D396		url_found_near_source_line	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	7	https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	ai-act-service-desk.ec.europa.eu	ai-act-service-desk.ec.europa.eu		P2_article_relevance_review	public-sector	regulatory sandbox			/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.1-freeze/data/semantic-links/estonia-regulatory-sandboxes-2026-05-29.json	4	Local metadata does not yet cleanly expose a named reviewable direct source surface.	unresolved metadata only	extract a named direct source from local artifacts first	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00103	bulk_named_source_autoresolve	LIMEN-SIGNAL-C3EAFBBFCFA5AFD8		url_found_near_source_line	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	7	https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	ai-act-service-desk.ec.europa.eu	ai-act-service-desk.ec.europa.eu		P2_article_relevance_review	public-sector	regulatory sandbox			/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.1-freeze/data/seeds/external-lanes-seeds.json	437	wrapper/source-pack row points toward sources but is not itself a clean direct-source packet	wrapper metadata only until a named source surface is extracted	extract named source surface from local metadata/source pack	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00104	bulk_named_source_autoresolve	LIMEN-SIGNAL-DC168BD9F5852258		url_found_near_source_line	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	7	https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	ai-act-service-desk.ec.europa.eu	ai-act-service-desk.ec.europa.eu		P2_article_relevance_review	public-sector	regulatory sandbox			/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.1-freeze/reports/semantic-links/estonia-regulatory-sandboxes-2026-05-29.md	12	Internal corpus/atlas aggregate cites a source but does not expose a standalone reviewable source surface row.	source-surface existence only from local metadata/files	extract the named source surface from the aggregate	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00105	bulk_named_source_autoresolve	LIMEN-SIGNAL-F78BEED619462357		url_found_near_source_line	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	7	https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	ai-act-service-desk.ec.europa.eu	ai-act-service-desk.ec.europa.eu		P2_article_relevance_review	public-sector	algorithm register			/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.1-freeze/reports/semantic-links/estonia-regulatory-sandboxes-2026-05-29.md	10	Internal corpus/atlas aggregate cites a source but does not expose a standalone reviewable source surface row.	source-surface existence only from local metadata/files	extract the named source surface from the aggregate	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
RCPP-00106	bulk_parent_source_extraction	LIMEN-SIGNAL-427236C2A25B6F44	BPSE-00050	source_url_extracted	source_surface_or_context_only	keep_out_of_reviewed_core_for_now	not_obscure_ai_case_source_surface	not_in_reviewed_core_exact_url	https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	7	https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	https://ai-act-service-desk.ec.europa.eu/en/ai-act/article-57	ai-act-service-desk.ec.europa.eu	Article 57: AI regulatory sandboxes		P1_official_or_regulator_review	public-sector	regulatory sandbox			/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_COUNTRY_PROFILES.md	1652	Romania profile I03 example resolves to EC AI Act Service Desk URL in local source refresh.	EU context only; not Romania-specific operational sandbox evidence	review only as sandbox context or choose Romania-specific source separately	Keep as LIMEN source-surface/context unless a concrete edge-case event is extracted and human-hardened.	Do not add to ObscureAI; current row is source-surface/context rather than a case-level record.	Packet row only; no reviewed-core promotion, ObscureAI addition, incident truth, legal finding, safety finding, compliance finding, prevalence, or ranking claim.
