dashboard_view	row_key	source_id_or_path	access_date	rights_terms_note	language	jurisdiction	join_confidence	rollup_policy	human_review_needed	join_basis	dashboard_source_path	public_dashboard_action	claim_ceiling
security_agentic_threshold	SEC-THR-002	SRC-AUTH-0002; SRC-AUTH-0005	mixed:2026-06-06;2026-06-07	mixed_authoritative_source_notes; see sources/authoritative-source-ledger.tsv	en	United States	candidate_case_id_join_rollup_collision_risk	threshold_rollup_mixed_authoritative_candidates	yes	member_ids joined to authoritative-source-ledger.tsv by case_id; not sufficient for per-row badge because threshold rows are rollups and LIMEN IDs collide across shard files	results/dashboard/security-threshold-ladder-panel.tsv	show_candidate_source_ids_as_review_links_block_access_rights_badges	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
security_agentic_threshold	SEC-THR-003	SRC-AUTH-0004; SRC-AUTH-0007; SRC-AUTH-0009; SRC-AUTH-0010; SRC-AUTH-0011; SRC-AUTH-0012; SRC-AUTH-0013; SRC-AUTH-0014; SRC-AUTH-0015; SRC-AUTH-0019; SRC-AUTH-0024; SRC-AUTH-0032; SRC-AUTH-0033; SRC-AUTH-0034; SRC-AUTH-0035; SRC-AUTH-0036; SRC-AUTH-0037; SRC-AUTH-0038	mixed:2026-06-06;2026-06-07;2026-06-08	mixed_authoritative_source_notes; see sources/authoritative-source-ledger.tsv	da;en;sl	Denmark;European Union;Slovenia;United Kingdom;United States	candidate_case_id_join_rollup_collision_risk	threshold_rollup_mixed_authoritative_candidates	yes	member_ids joined to authoritative-source-ledger.tsv by case_id; not sufficient for per-row badge because threshold rows are rollups and LIMEN IDs collide across shard files	results/dashboard/security-threshold-ladder-panel.tsv	show_candidate_source_ids_as_review_links_block_access_rights_badges	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
security_agentic_threshold	SEC-THR-004	SRC-AUTH-0001; SRC-AUTH-0003; SRC-AUTH-0006; SRC-AUTH-0008; SRC-AUTH-0016; SRC-AUTH-0017; SRC-AUTH-0018	mixed:2026-06-06;2026-06-07	mixed_authoritative_source_notes; see sources/authoritative-source-ledger.tsv	en;it	Italy;United Kingdom;United States	candidate_case_id_join_rollup_collision_risk	threshold_rollup_mixed_authoritative_candidates	yes	member_ids joined to authoritative-source-ledger.tsv by case_id; not sufficient for per-row badge because threshold rows are rollups and LIMEN IDs collide across shard files	results/dashboard/security-threshold-ladder-panel.tsv	show_candidate_source_ids_as_review_links_block_access_rights_badges	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
duplicate_review_graph	REVIEW-IDCOLLISION-LIMEN-000001::edge1	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl; results/boost/limen-boost-009/candidate-cases.jsonl					provenance_pointer_only_collision_blocker	edge_review_artifact_not_source_row	yes	edge source_case_key deliberately documents namespace collision; joining by bare LIMEN ID would be unsafe	results/dashboard/duplicate-review-graph.tsv	block_row_level_access_rights_labels	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
duplicate_review_graph	REVIEW-IDCOLLISION-LIMEN-000001::edge2	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl; results/boost/limen-boost-009/candidate-cases.jsonl					provenance_pointer_only_collision_blocker	edge_review_artifact_not_source_row	yes	edge source_case_key deliberately documents namespace collision; joining by bare LIMEN ID would be unsafe	results/dashboard/duplicate-review-graph.tsv	block_row_level_access_rights_labels	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
duplicate_review_graph	REVIEW-IDCOLLISION-LIMEN-000001::edge3	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl; results/boost/limen-boost-009/candidate-cases.jsonl					provenance_pointer_only_collision_blocker	edge_review_artifact_not_source_row	yes	edge source_case_key deliberately documents namespace collision; joining by bare LIMEN ID would be unsafe	results/dashboard/duplicate-review-graph.tsv	block_row_level_access_rights_labels	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
duplicate_review_graph	REVIEW-IDCOLLISION-LIMEN-000002::edge1	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl; results/boost/limen-boost-009/candidate-cases.jsonl					provenance_pointer_only_collision_blocker	edge_review_artifact_not_source_row	yes	edge source_case_key deliberately documents namespace collision; joining by bare LIMEN ID would be unsafe	results/dashboard/duplicate-review-graph.tsv	block_row_level_access_rights_labels	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
duplicate_review_graph	REVIEW-IDCOLLISION-LIMEN-000002::edge2	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl; results/boost/limen-boost-009/candidate-cases.jsonl					provenance_pointer_only_collision_blocker	edge_review_artifact_not_source_row	yes	edge source_case_key deliberately documents namespace collision; joining by bare LIMEN ID would be unsafe	results/dashboard/duplicate-review-graph.tsv	block_row_level_access_rights_labels	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
duplicate_review_graph	REVIEW-IDCOLLISION-LIMEN-000002::edge3	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl; results/boost/limen-boost-009/candidate-cases.jsonl					provenance_pointer_only_collision_blocker	edge_review_artifact_not_source_row	yes	edge source_case_key deliberately documents namespace collision; joining by bare LIMEN ID would be unsafe	results/dashboard/duplicate-review-graph.tsv	block_row_level_access_rights_labels	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
duplicate_review_graph	REVIEW-IDCOLLISION-LIMEN-000003::edge1	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl					provenance_pointer_only_collision_blocker	edge_review_artifact_not_source_row	yes	edge source_case_key deliberately documents namespace collision; joining by bare LIMEN ID would be unsafe	results/dashboard/duplicate-review-graph.tsv	block_row_level_access_rights_labels	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
duplicate_review_graph	REVIEW-IDCOLLISION-LIMEN-000004::edge1	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl					provenance_pointer_only_collision_blocker	edge_review_artifact_not_source_row	yes	edge source_case_key deliberately documents namespace collision; joining by bare LIMEN ID would be unsafe	results/dashboard/duplicate-review-graph.tsv	block_row_level_access_rights_labels	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
duplicate_review_graph	REVIEW-IDCOLLISION-LIMEN-000005::edge1	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl					provenance_pointer_only_collision_blocker	edge_review_artifact_not_source_row	yes	edge source_case_key deliberately documents namespace collision; joining by bare LIMEN ID would be unsafe	results/dashboard/duplicate-review-graph.tsv	block_row_level_access_rights_labels	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
duplicate_review_graph	REVIEW-IDCOLLISION-LIMEN-000006::edge1	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl					provenance_pointer_only_collision_blocker	edge_review_artifact_not_source_row	yes	edge source_case_key deliberately documents namespace collision; joining by bare LIMEN ID would be unsafe	results/dashboard/duplicate-review-graph.tsv	block_row_level_access_rights_labels	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
duplicate_review_graph	REVIEW-IDCOLLISION-LIMEN-000007::edge1	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl					provenance_pointer_only_collision_blocker	edge_review_artifact_not_source_row	yes	edge source_case_key deliberately documents namespace collision; joining by bare LIMEN ID would be unsafe	results/dashboard/duplicate-review-graph.tsv	block_row_level_access_rights_labels	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
duplicate_review_graph	REVIEW-NOMERGE-CODEEXEC-001::edge1	data/cases/security-agentic-candidates.jsonl					provenance_pointer_only_collision_blocker	edge_review_artifact_not_source_row	yes	edge source_case_key deliberately documents namespace collision; joining by bare LIMEN ID would be unsafe	results/dashboard/duplicate-review-graph.tsv	block_row_level_access_rights_labels	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
duplicate_review_graph	REVIEW-NOMERGE-CODEEXEC-002::edge1	data/cases/security-agentic-candidates.jsonl					provenance_pointer_only_collision_blocker	edge_review_artifact_not_source_row	yes	edge source_case_key deliberately documents namespace collision; joining by bare LIMEN ID would be unsafe	results/dashboard/duplicate-review-graph.tsv	block_row_level_access_rights_labels	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
duplicate_review_graph	REVIEW-NOMERGE-CREWAI-001::edge1	data/cases/security-agentic-candidates.jsonl					provenance_pointer_only_collision_blocker	edge_review_artifact_not_source_row	yes	edge source_case_key deliberately documents namespace collision; joining by bare LIMEN ID would be unsafe	results/dashboard/duplicate-review-graph.tsv	block_row_level_access_rights_labels	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
duplicate_review_graph	REVIEW-NOMERGE-ICO-001::edge1	data/cases/authoritative-candidates.jsonl					provenance_pointer_only_collision_blocker	edge_review_artifact_not_source_row	yes	edge source_case_key deliberately documents namespace collision; joining by bare LIMEN ID would be unsafe	results/dashboard/duplicate-review-graph.tsv	block_row_level_access_rights_labels	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
duplicate_review_graph	REVIEW-NOMERGE-SEC-001::edge1	results/boost/limen-boost-009/candidate-cases.jsonl					provenance_pointer_only_collision_blocker	edge_review_artifact_not_source_row	yes	edge source_case_key deliberately documents namespace collision; joining by bare LIMEN ID would be unsafe	results/dashboard/duplicate-review-graph.tsv	block_row_level_access_rights_labels	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
duplicate_review_graph	REVIEW-NOMERGE-LANGCHAIN-001::edge1	data/cases/security-agentic-candidates.jsonl; sources/sources.md					provenance_pointer_only_collision_blocker	edge_review_artifact_not_source_row	yes	edge source_case_key deliberately documents namespace collision; joining by bare LIMEN ID would be unsafe	results/dashboard/duplicate-review-graph.tsv	block_row_level_access_rights_labels	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
duplicate_review_graph	REVIEW-NOMERGE-FILEREAD-001::edge1	data/cases/security-agentic-candidates.jsonl					provenance_pointer_only_collision_blocker	edge_review_artifact_not_source_row	yes	edge source_case_key deliberately documents namespace collision; joining by bare LIMEN ID would be unsafe	results/dashboard/duplicate-review-graph.tsv	block_row_level_access_rights_labels	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
duplicate_review_graph	REVIEW-IDCOLLISION-LIMEN-000008::edge1	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl					provenance_pointer_only_collision_blocker	edge_review_artifact_not_source_row	yes	edge source_case_key deliberately documents namespace collision; joining by bare LIMEN ID would be unsafe	results/dashboard/duplicate-review-graph.tsv	block_row_level_access_rights_labels	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
duplicate_review_graph	REVIEW-IDCOLLISION-LIMEN-000009::edge1	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl					provenance_pointer_only_collision_blocker	edge_review_artifact_not_source_row	yes	edge source_case_key deliberately documents namespace collision; joining by bare LIMEN ID would be unsafe	results/dashboard/duplicate-review-graph.tsv	block_row_level_access_rights_labels	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
duplicate_review_graph	REVIEW-IDCOLLISION-LIMEN-000012::edge1	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl					provenance_pointer_only_collision_blocker	edge_review_artifact_not_source_row	yes	edge source_case_key deliberately documents namespace collision; joining by bare LIMEN ID would be unsafe	results/dashboard/duplicate-review-graph.tsv	block_row_level_access_rights_labels	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
duplicate_review_graph	REVIEW-NOMERGE-FTC-001::edge1	data/cases/authoritative-candidates.jsonl; results/authoritative-scout/ftc-nonfinance-promotion-matrix-v0.1.tsv					provenance_pointer_only_collision_blocker	edge_review_artifact_not_source_row	yes	edge source_case_key deliberately documents namespace collision; joining by bare LIMEN ID would be unsafe	results/dashboard/duplicate-review-graph.tsv	block_row_level_access_rights_labels	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
duplicate_review_graph	REVIEW-NOMERGE-RI-SPRINGER-001::edge1	results/boost/limen-boost-008/candidate-cases.jsonl; results/boost/limen-boost-008/notice-text-evidence.tsv; results/boost/limen-boost-008/springer-book-chapter-notice-audit.tsv; results/dashboard-paper/procedural-contamination-source-depth-panel-v0.1.tsv; results/paper-snapshot-20260607/exports/authoritative-source-anchors.tsv					provenance_pointer_only_collision_blocker	edge_review_artifact_not_source_row	yes	edge source_case_key deliberately documents namespace collision; joining by bare LIMEN ID would be unsafe	results/dashboard/duplicate-review-graph.tsv	block_row_level_access_rights_labels	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
duplicate_review_graph	REVIEW-NOMERGE-TRUSTBOUNDARY-001::edge1	data/cases/security-agentic-candidates.jsonl; results/security/security-agentic-trust-boundary-breadth-board-v0.1.tsv; results/security/security-agentic-watch-v0.1.tsv					provenance_pointer_only_collision_blocker	edge_review_artifact_not_source_row	yes	edge source_case_key deliberately documents namespace collision; joining by bare LIMEN ID would be unsafe	results/dashboard/duplicate-review-graph.tsv	block_row_level_access_rights_labels	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
duplicate_review_graph	REVIEW-NOMERGE-MCP-001::edge1	data/cases/security-agentic-candidates.jsonl; results/security/security-agentic-watch-v0.1.tsv; results/security/security-agentic-trust-boundary-breadth-board-v0.1.tsv; results/security/security-agentic-publication-cell-matrix-v0.1.tsv					provenance_pointer_only_collision_blocker	edge_review_artifact_not_source_row	yes	edge source_case_key deliberately documents namespace collision; joining by bare LIMEN ID would be unsafe	results/dashboard/duplicate-review-graph.tsv	block_row_level_access_rights_labels	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
duplicate_review_graph	REVIEW-NOMERGE-RI-AI-MANIP-001::edge1	results/boost/limen-boost-008/nejm-wayback-notice-audit.tsv; results/boost/limen-boost-008/notice-text-evidence.tsv; results/source-map/research-integrity-family-inventory-v0.1.tsv; results/boost/limen-dedupe-cluster-taxonomy/research-integrity-cross-publisher-direct-notice-audit-2026-06-08T17-42-03Z.tsv					provenance_pointer_only_collision_blocker	edge_review_artifact_not_source_row	yes	edge source_case_key deliberately documents namespace collision; joining by bare LIMEN ID would be unsafe	results/dashboard/duplicate-review-graph.tsv	block_row_level_access_rights_labels	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
duplicate_review_graph	REVIEW-NOMERGE-BIOMETRIC-001::edge1	data/cases/authoritative-candidates.jsonl; sources/authoritative-source-ledger.tsv; results/authoritative-scout/french-cnil-official-search-discovery-audit-v0.1.tsv					provenance_pointer_only_collision_blocker	edge_review_artifact_not_source_row	yes	edge source_case_key deliberately documents namespace collision; joining by bare LIMEN ID would be unsafe	results/dashboard/duplicate-review-graph.tsv	block_row_level_access_rights_labels	provenance-label discipline only; not completeness/prevalence/legal-compliance/safety/deployment/country-ranking/source-truth
