case_id	cve_id	record_status	evidence_tier	title	primary_source_id	primary_source_url	access_date	language	jurisdiction	ai_system_type	autonomy_level	impact_surface	limen_categories	mitre_atlas_mapping	avid_mapping	owasp_llm_agentic_mapping	severity	mitigation_or_response	paper_use_note	verification_gap
LIMEN-WEB4-051		U.S. District Court, E.D. Pa.	T3_authoritative_source	Bunce v. Visual Technology Innovations — attorney sanctioned $16,270 for ChatGPT cases	U.S. District Court, E.D. Pa. | 2025 WL 662398 (Feb 27 2025); $16,270.47	https://www.casemine.com/judgement/us/67d7b935ba1fd11f94020e1a	2026-06-14		United States (E.D. Pa.)	generative_text_llm		legal/regulatory/algorithmic	legal_procedural_contamination						The court sanctioned the attorney $16,270.47 for AI-hallucinated citations.	None material.
LIMEN-WEB4-052		U.S. District Court, S.D. Fla.	T3_authoritative_source	Versant Funding v. Teras Breakbulk — two attorneys sanctioned for hallucinated AI citation	U.S. District Court, S.D. Fla. | May 20 2025 (Matthewman M.J.)	https://edrm.net/2025/08/reasonable-or-overreach-rethinking-sanctions-for-ai-hallucinations-in-legal-filings/	2026-06-14		United States (S.D. Fla.)	generative_text_llm		legal/regulatory/algorithmic	legal_procedural_contamination						The court sanctioned two attorneys for filing a hallucinated AI citation without verification.	Amount/docket not confirmed from primary order.
LIMEN-WEB4-053		U.S. Bankruptcy Court, D.S.C.	T3_authoritative_source	Richburg v. Glyndon Square — bankruptcy counsel sanctioned with AI-ethics CLE	U.S. Bankruptcy Court, D.S.C. | Adv. 25-80037-EG (Aug 27 2025); CLE	https://naturalandartificiallaw.com/ai-hallucinations-and-or-fabricated-citations-2/	2026-06-14		United States (Bankr. D.S.C.)	generative_text_llm		legal/regulatory/algorithmic	legal_procedural_contamination						The bankruptcy court sanctioned counsel with mandatory ethics/AI CLE for fabricated citations.	From a tracker.
LIMEN-WEB4-054		U.S. District Court, M.D. Pa.	T3_authoritative_source	Allbaugh v. University of Scranton — pro se plaintiff fined $1,000 for AI citations	U.S. District Court, M.D. Pa. | No. 3:24-cv-02237 (Aug 28 2025); $1,000	https://naturalandartificiallaw.com/ai-hallucinations-and-or-fabricated-citations-2/	2026-06-14		United States (M.D. Pa.)	generative_text_llm		legal/regulatory/algorithmic	legal_procedural_contamination						The court fined the pro se plaintiff $1,000 for AI-fabricated citations.	From a tracker.
LIMEN-WEB4-055		Florida Second District Court of Appeal	T3_authoritative_source	13th Judicial Circuit Clerk v. Rangel — counsel referred to Florida Bar over AI citations	Florida Second District Court of Appeal | No. 2D2024-1772 (Aug 29 2025); bar referral	https://naturalandartificiallaw.com/ai-hallucinations-and-or-fabricated-citations-2/	2026-06-14		United States (Fla. 2d DCA)	generative_text_llm		legal/regulatory/algorithmic	legal_procedural_contamination						A Florida appellate court referred counsel to the Florida Bar over AI-fabricated citations.	From a tracker.
LIMEN-WEB4-056		U.S. District Court, S.D. Fla.	T3_authoritative_source	Multiphone Latin America v. Millicom — two attorneys referred over AI citations	U.S. District Court, S.D. Fla. | No. 25-23249-CIV (Aug 28 2025); referrals	https://naturalandartificiallaw.com/ai-hallucinations-and-or-fabricated-citations-2/	2026-06-14		United States (S.D. Fla.)	generative_text_llm		legal/regulatory/algorithmic	legal_procedural_contamination						The court referred two attorneys for investigation over AI-fabricated citations.	From a tracker.
LIMEN-WEB4-057		U.S. District Court, W.D. Tex.	T2_contested_or_interim	Thackston v. Driscoll — Rule 11 sanctions recommended for AI citations	U.S. District Court, W.D. Tex. | No. SA-24-CV-00276 (Aug 2025); recommendation	https://naturalandartificiallaw.com/ai-hallucinations-and-or-fabricated-citations-2/	2026-06-14		United States (W.D. Tex.)	generative_text_llm		legal/regulatory/algorithmic	legal_procedural_contamination						A magistrate recommended Rule 11 sanctions and CLE for AI-fabricated citations.	Pending district-judge adoption.
LIMEN-WEB4-058		Federal Circuit and Family Court of Aust	T3_authoritative_source	Valu v. Minister for Immigration (Dayal) — first Australian lawyer penalised for AI citations	Federal Circuit and Family Court of Australia (Div. 2) | [2025] FedCFamC2G 95 (31 Jan 2025); referred to NSW LSC	https://ia.acs.org.au/article/2025/first-australian-lawyer-penalised-for-ai-blunder.html	2026-06-14		Australia (Fed. Circuit & Family Court)	generative_text_llm		legal/regulatory/algorithmic	legal_procedural_contamination						An Australian court referred the solicitor to the NSW Legal Services Commissioner for AI-fabricated citations; he was later barred from practising as a principal.	Principal-practice restriction from news reporting. | VERIFIED: Valu v. Minister for Immigration (No 2) [2025] FedCFamC2G 95 (31 Jan 2025): the practitioner was referred to the NSW Legal Services Commissioner; the 'first Australian lawyer penalised' descriptor refers to the separate Dayal matter (Victoria).
LIMEN-WEB4-059		Supreme Court of Victoria	T3_authoritative_source	Re Walker — Supreme Court of Victoria reprimands solicitor for AI authorities	Supreme Court of Victoria | [2025] VSC 714 (24 Nov 2025)	https://kirstenegroth.blog/ai-hallucination-cases/	2026-06-14		Australia (Supreme Court of Victoria)	generative_text_llm		legal/regulatory/algorithmic	legal_procedural_contamination						The Supreme Court of Victoria reprimanded the solicitor for unprofessional conduct over unverified AI authorities.	Citation from a tracker.
LIMEN-WEB4-060		Federal Court of Australia	T3_authoritative_source	Murray v. State of Victoria (Wamba Wemba) — solicitor ordered to pay indemnity costs for AI use	Federal Court of Australia | [2025] FCA 731 (22 Apr 2025)	https://kirstenegroth.blog/ai-hallucination-cases/	2026-06-14		Australia (Federal Court)	generative_text_llm		legal/regulatory/algorithmic	legal_procedural_contamination						The Federal Court ordered the solicitor to personally bear indemnity costs for unverified AI in prepared documents.	Citation from a tracker.
LIMEN-WEB4-061		High Court of Justice (Family Division)	T3_authoritative_source	The Father v The Mother — UK High Court costs + referral over faked AI cases	High Court of Justice (Family Division) | [2025] EWHC 2135 (Fam) (30 July 2025); GBP 5,900.63 costs	https://www.bailii.org/ew/cases/EWHC/Fam/2025/2135.html	2026-06-14		United Kingdom (EWHC Family)	generative_text_llm		legal/regulatory/algorithmic	legal_procedural_contamination						The High Court ordered a GBP 5,900.63 costs sanction and referred the matter to a Presiding Judge over faked AI cases.	Litigant-in-person; no bar discipline.
LIMEN-WEB4-062		Federal Court of Canada	T3_authoritative_source	Hussein v. Canada — Federal Court special costs for fabricated AI citations	Federal Court of Canada | 2025 FC 1060	https://www.osler.com/en/insights/updates/artificial-advocacy-how-canadian-courts-and-legislators-are-responding-to-generative-ai/	2026-06-14		Canada (Federal Court)	generative_text_llm		legal/regulatory/algorithmic	legal_procedural_contamination						The Federal Court imposed special costs on counsel for fabricated citations and undisclosed AI use.	Costs amount not confirmed.
LIMEN-WEB4-063		KwaZulu-Natal Division of the High Court	T3_authoritative_source	Mavundla v. MEC KZN — South African court refers legal team to LPC over 7 fabricated AI cases	KwaZulu-Natal Division of the High Court | [2025] ZAKZPHC 2 (Jan 2025); LPC referral	https://www.cliffedekkerhofmeyr.com/en/news/publications/2025/Practice/Employment-Law/combined-employment-and-knowledge-management-alert-4-july-Another-episode-of-fabricated-citations-real-repercussions-South-African-courts-show-no-tolerance-for-AI-hallucinated-cases	2026-06-14		South Africa (KZN High Court)	generative_text_llm		legal/regulatory/algorithmic	legal_procedural_contamination						A South African court referred the legal team to the Legal Practice Council over seven fabricated AI authorities.	Responsibility among the team disputed.
LIMEN-WEB4-064		Gauteng Division of the High Court, Joha	T3_authoritative_source	Northbound Processing v. SA Diamond Regulator — counsel referred to LPC over fake AI cases	Gauteng Division of the High Court, Johannesburg | No. 2025-072038 (30 June 2025); LPC referral	https://www.michalsons.com/blog/northbound-processing-v-sa-diamond-regulator-ai-generated-case-law/78815	2026-06-14		South Africa (Gauteng High Court)	generative_text_llm		legal/regulatory/algorithmic	legal_procedural_contamination						The Gauteng High Court referred counsel to the Legal Practice Council over two fabricated AI-tool citations.	Referral outcome unknown.
LIMEN-WEB4-065		Federal Court of Australia; eSafety Comm	T3_authoritative_source	Anthony Rotondo penalised (eSafety) for non-consensual deepfake intimate images	Federal Court of Australia; eSafety Commissioner | Civil penalty AUD 343,500 (Aug 2024), Online Safety Act 2021	https://www.esafety.gov.au/newsroom/media-releases/court-orders-343500-penalty-for-posting-deepfakes-of-australian-women	2026-06-14		Australia	deepfake		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						An Australian federal court imposed a six-figure civil penalty on Rotondo for posting deepfake intimate images of identifiable women.	Exact final figure/appeal status to be cross-checked against sealed orders. | VERIFIED: Federal Court of Australia (Longbottom J) ordered the AUD 343,500 civil penalty against Antonio (Anthony) Rotondo on 26 September 2025, not August 2024.
LIMEN-WEB4-066		eSafety Commissioner	T2_contested_or_interim	eSafety Commissioner enforcement vs AI 'nudify' services used on Australian schoolchildren	eSafety Commissioner | Formal warning + Direction to Comply (2025)	https://www.esafety.gov.au/newsroom/media-releases/esafety-moves-against-services-used-to-nudify-australian-school-children	2026-06-14		Australia	deepfake		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						Australia's eSafety Commissioner issued regulatory enforcement notices against operators of AI nudify services used on students.	Compliance/penalty outcome unresolved.
LIMEN-WEB4-067		eSafety Commissioner	T2_contested_or_interim	eSafety Commissioner investigation into Grok-generated sexualised deepfakes on X	eSafety Commissioner | Investigation announced late 2025/early 2026	https://www.esafety.gov.au/newsroom/media-releases/esafety-raises-concerns-about-misuse-of-grok-to-generate-sexualised-content	2026-06-14		Australia	deepfake		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						Australia's online-safety regulator opened an investigation into Grok's generation of non-consensual sexualised deepfakes.	No formal notice/fine/finding yet.
LIMEN-WEB4-068		Chelmsford Crown Court; CPS	T3_authoritative_source	R v Brandon Tyler — 5-year sentence for AI deepfake pornography	Chelmsford Crown Court; CPS | Sentenced 4 Apr 2025; 18 harassment + 15 image counts	https://oecd.ai/en/incidents/2025-04-04-db4c	2026-06-14		United Kingdom	deepfake		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						A UK man was sentenced to five years for creating and sharing AI deepfake pornography of women he knew.	CPS/court release not directly captured; reconcile against official record.
LIMEN-WEB4-069		Crown Court; CPS	T3_authoritative_source	R v Karl Marshall — jailed for AI deepfake intimate images of women and children	Crown Court; CPS | 2y2m; 266 AI deepfake images	https://feeds.bbci.co.uk/news/articles/cewgxd5yewjo	2026-06-14		United Kingdom	deepfake		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						A UK man received a custodial sentence for creating hundreds of AI deepfake intimate images.	BBC URL failed direct fetch; confirm charges against official record.
LIMEN-WEB4-070		Bolton Crown Court; CPS	T3_authoritative_source	R v Hugh Nelson — 18 years for AI-generated child sexual abuse imagery	Bolton Crown Court; CPS | Sentenced 28 Oct 2024; 16 charges	https://www.cps.gov.uk/cps/news/man-who-used-ai-technology-create-child-sexual-abuse-images-jailed	2026-06-14		United Kingdom	deepfake		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						A UK court sentenced Nelson to 18 years for using AI to transform real children's photos into CSAM he sold online.	None material; CPS-confirmed.
LIMEN-WEB4-071		Ofcom (Online Safety Act 2023)	T2_contested_or_interim	Ofcom formal investigation into X over Grok-generated deepfakes	Ofcom (Online Safety Act 2023) | Investigation opened 12 Jan 2026	https://www.ofcom.org.uk/online-safety/illegal-and-harmful-content/investigation-into-x-and-scope-of-the-online-safety-act	2026-06-14		United Kingdom	deepfake		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						Ofcom opened a formal Online Safety Act investigation into X over Grok-generated deepfake intimate imagery and child sexual content.	No finding/penalty yet.
LIMEN-WEB4-072		Busan High Court	T3_authoritative_source	South Korea (Busan High Court) — 6-year sentence for Telegram deepfake + CSAM sales	Busan High Court | 6-year sentence upheld (2025); 296 deepfake videos	https://www.koreaherald.com/article/10554769	2026-06-14		South Korea	deepfake		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						A South Korean appeals court upheld a six-year sentence for selling deepfake sexual videos and CSAM via Telegram.	Defendant identity not fully public.
LIMEN-WEB4-073		Seoul Western District Court	T3_authoritative_source	South Korea — 'Johnny Somali' convicted incl. distributing sexual deepfakes	Seoul Western District Court | Convicted 15 Apr 2026; multiple counts	https://www.japantimes.co.jp/life/2026/04/15/digital/johnny-somali-sentencing-south-korea/	2026-06-14		South Korea	deepfake		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						A South Korean court convicted the American streamer in part for distributing AI-generated sexual deepfakes.	Deepfake counts bundled with other charges.
LIMEN-WEB4-074		Hong Kong Police Force	T2_contested_or_interim	Hong Kong police bust deepfake romance-investment scam (HK$360M, 27 arrests)	Hong Kong Police Force | Oct 2024; 27 arrested; ~HK$360M	https://www.scmp.com/news/hong-kong/law-and-crime/article/3282345/hong-kong-fraudsters-use-deepfake-tech-swindle-love-struck-men-out-hk360-million	2026-06-14		Hong Kong	synthetic_voice		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						Hong Kong police arrested 27 in a syndicate using real-time deepfake face/voice-swap for romance-investment fraud.	Convictions pending.
LIMEN-WEB4-075		Hong Kong Police Force	T2_contested_or_interim	Hong Kong police arrest 31 in cross-border deepfake romance-scam ring	Hong Kong Police Force | Jan 6 2025; 31 arrested, 5 charged; ~HK$34M	https://www.scmp.com/news/hong-kong/law-and-crime/article/3293476/hong-kong-police-arrest-31-who-used-deepfakes-scam-victims-singapore-malaysia	2026-06-14		Hong Kong	deepfake		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						Police charged ring leaders running deepfake-persona dating scams defrauding overseas victims of tens of millions HK$.	Five charged; cases unproven.
LIMEN-WEB4-076		Court of Quebec, Sherbrooke	T3_authoritative_source	R v Steven Larouche — Canada's first AI deepfake CSAM sentencing	Court of Quebec, Sherbrooke | April 2023; 3 yrs (deepfake) + 4.5 yrs (possession)	https://www.cbc.ca/news/canada/montreal/ai-child-abuse-images-1.6823808	2026-06-14		Canada (Quebec)	deepfake		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						A Quebec court sentenced Larouche in Canada's first case involving AI-generated deepfake child sexual abuse videos.	None material.
LIMEN-WEB4-077		U.S. DOJ / M.D. Fla.	T3_authoritative_source	United States v. Justin Culmo — guilty plea for AI-generated CSAM	U.S. DOJ / M.D. Fla. | Guilty plea 5 Dec 2024; later 75-year sentence	https://www.justice.gov/usao-mdfl/pr/oldsmar-man-pleads-guilty-producing-and-distributing-child-sexual-abuse-and-ai	2026-06-14		United States (M.D. Fla.)	deepfake		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						A Florida man pleaded guilty in federal court to producing thousands of AI-generated CSAM images among other offences.	None material.
LIMEN-WEB4-078		Flagler County Sheriff's Office	T2_contested_or_interim	Florida v. Robert Ezra Lamb — arrest for AI-generated CSAM	Flagler County Sheriff's Office | 2024-2025; 5 counts; $50,000 bond	https://www.aol.com/articles/ai-child-porn-allegation-florida-011600535.html	2026-06-14		United States (Florida)	deepfake		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						A Florida man was arrested and charged with creating and uploading AI-generated CSAM.	Arrest/charge stage. | VERIFIED: Arrested by Flagler County Sheriff's Office on 20 Feb 2026 on 5 counts of generating AI CSAM, held on $50,000 bond.
LIMEN-WEB4-079		Lancaster County Court of Common Pleas (	T3_authoritative_source	Lancaster Country Day deepfake-nudes case — two students adjudicated delinquent	Lancaster County Court of Common Pleas (juvenile) | Adjudicated; sentenced 25 Mar 2026; 59 felony counts	https://lancasteronline.com/news/local/2-former-lancaster-country-day-students-get-probation-for-making-nude-ai-images-of-peers/article_47ad9c75-75ea-4692-91c5-7e2ec7c9d753.html	2026-06-14		United States (Pennsylvania)	deepfake		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						Two Pennsylvania teens were adjudicated delinquent and given probation for AI deepfake nude images of classmates.	Juvenile records sealed.
LIMEN-WEB4-080		U.S. District Court, E.D. Cal.	T2_contested_or_interim	Kohls v. Bonta — California election-deepfake law preliminarily enjoined	U.S. District Court, E.D. Cal. | PI granted 2 Oct 2024 (AB 2839)	https://epic.org/documents/kohls-v-bonta/	2026-06-14		United States (E.D. Cal.)	deepfake		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						A federal court preliminarily enjoined California's election-deepfake statute over a deepfake video of Kamala Harris.	Interim First Amendment ruling; merits pending.
LIMEN-WEB4-081		U.S. District Court, C.D. Cal. (settleme	T3_authoritative_source	George Carlin estate settlement over AI voice-clone comedy special	U.S. District Court, C.D. Cal. (settlement) | Filed Jan 2024; settled 2024	https://variety.com/2024/biz/news/george-carlin-ai-impersonation-lawsuit-settlement-1235958396/	2026-06-14		United States (C.D. Cal.)	synthetic_voice		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						The George Carlin estate settled a suit forcing podcasters to remove an AI voice-clone special and bar future likeness use.	Terms partly confidential.
LIMEN-WEB4-082		Tribunal of Sassari	T2_contested_or_interim	Italy — Giorgia Meloni deepfake-porn criminal defamation trial	Tribunal of Sassari | Trial; Meloni testified 2 July 2024	https://www.foxnews.com/world/italian-premier-meloni-testify-deepfake-porn-lawsuit-seeks-symbolic-compensation	2026-06-14		Italy	deepfake		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						Italy's PM is the injured party in a criminal defamation trial over face-swapped pornographic videos.	2020 videos may be classic face-swap; verdict pending.
LIMEN-WEB4-083		Delhi Police (IFSO)	T2_contested_or_interim	India — arrest over Rashmika Mandanna deepfake video	Delhi Police (IFSO) | FIR 10 Nov 2023; arrest in Andhra Pradesh	https://theprint.in/india/creator-of-deepfake-video-of-actor-rashmika-mandanna-arrested-says-delhi-police/1931919/	2026-06-14		India	deepfake		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						Delhi Police arrested a man for a viral deepfake video of actress Rashmika Mandanna under IT Act/IPC provisions.	Arrest/FIR stage.
LIMEN-WEB4-084		Lahore district court; NCCIA	T2_contested_or_interim	Pakistan — indictment over Azma Bukhari deepfake video	Lahore district court; NCCIA | Charges framed 2025; 6 accused	https://dunyanews.tv/en/Pakistan/924682-falak-javed-others-indicted-in-azma-bokhari-fake-video-case	2026-06-14		Pakistan	deepfake		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						A Pakistani court indicted multiple accused over a deepfake sexualised video of a provincial minister.	Trial unresolved.
LIMEN-WEB4-085		Brazilian Civil/Federal Police; COAF	T2_contested_or_interim	Brazil — Federal Police bust Gisele Bundchen deepfake-ad fraud ring	Brazilian Civil/Federal Police; COAF | Oct 2025; 4 arrested; >R$20M frozen	https://www.thestar.com.my/news/world/2025/10/04/brazilian-scammers-raking-in-millions-used-gisele-bundchen-deepfakes-on-instagram-ads	2026-06-14		Brazil	deepfake		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						Brazilian police arrested four and froze millions in a ring using AI deepfakes of celebrities in ads.	Charges/convictions pending.
LIMEN-WEB4-086		Federal Public Ministry (MPF); ANPD	T2_contested_or_interim	Brazil — MPF/ANPD order xAI to curb Grok sexualised deepfakes	Federal Public Ministry (MPF); ANPD | Recommendation 20 Jan 2026; escalated 11 Feb 2026	https://www.techpolicy.press/x-tried-to-sidestep-brazils-inquiry-on-ai-deepfakes-the-government-just-pushed-back/	2026-06-14		Brazil	deepfake		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						Brazilian regulators/prosecutors ordered xAI/X to prevent Grok generating non-consensual sexualised deepfakes, under threat of daily fines.	No final penalty imposed.
LIMEN-WEB4-087		European Commission (DSA)	T2_contested_or_interim	EU — European Commission opens DSA proceedings against X over Grok deepfakes	European Commission (DSA) | Proceedings opened 26 Jan 2026 (IP/26/203)	https://ec.europa.eu/commission/presscorner/detail/en/ip_26_203	2026-06-14		European Union	deepfake		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						The European Commission opened formal DSA proceedings against X over Grok-generated non-consensual intimate imagery and CSAM.	Open proceedings; no finding/fine.
LIMEN-WEB4-088		Amsterdam District Court	T3_authoritative_source	Netherlands — Amsterdam District Court orders X/xAI to stop Grok sexual-abuse content	Amsterdam District Court | Order 26 Mar 2026; EUR 100,000/day penalty	https://www.techpolicy.press/dutch-court-orders-x-grok-to-stop-aigenerated-sexual-abuse-content/	2026-06-14		Netherlands	deepfake		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						A Dutch court ordered X and xAI to stop Grok generating non-consensual sexual and child-abuse imagery, with a EUR 100,000/day penalty.	Civil injunction subject to possible appeal.
LIMEN-WEB4-089		Almeria Provincial Prosecutor's Office	T2_contested_or_interim	Spain (Almeria) — prosecutor investigates AI deepfake nudes of students	Almeria Provincial Prosecutor's Office | Investigation 2025; >=18 students targeted (ClothOff)	https://www.usnews.com/news/world/articles/2025-07-27/spanish-teenager-investigated-over-ai-naked-images-of-classmates	2026-06-14		Spain	deepfake		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						A Spanish prosecutor opened an investigation into AI-generated deepfake nude images of at least 18 schoolchildren.	Investigation stage. | VERIFIED: The Almeria Fiscalia investigation into 18+ minors via ClothOff was disclosed in March 2026 (revealed 17 Mar 2026 at University of Almeria), not 2025; the listed 2025 source URL is actually the Valencia case.
LIMEN-WEB4-090		Spanish National Police / juvenile prose	T2_contested_or_interim	Spain (Valencia) — 17-year-old investigated over AI deepfake nudes of classmates	Spanish National Police / juvenile prosecution | July 2025; 16 classmates targeted	https://petapixel.com/2025/07/28/17-year-old-boy-investigated-over-ai-generated-nude-videos-of-classmates/	2026-06-14		Spain	deepfake		legal/regulatory/algorithmic	deepfake_or_synthetic_identity						Spanish authorities are investigating a teenager for creating and selling AI deepfake nude images of 16 classmates.	Investigation stage; minor. | VERIFIED: The investigating authority is the Guardia Civil (case before a Valencia youth court), not the Spanish National Police.
LIMEN-WEB4-091		SEC	T2_contested_or_interim	SEC charges Morocoin/Berge/Cirkor + four AI 'investment clubs' in $14M crypto scam	SEC | PR 2025-144; D. Colo. 25-cv-04102, 22 Dec 2025	https://www.sec.gov/newsroom/press-releases/2025-144-sec-charges-three-purported-crypto-asset-trading-platforms-four-investment-clubs-scheme-targeted	2026-06-14		United States	purported AI crypto-investment tips / fake AI platforms		legal/regulatory/algorithmic	finance_insurance_or_market						SEC alleges defendants lured investors with supposedly AI-generated tips and fake AI crypto platforms, misappropriating at least $14M.	Complaint stage; unadjudicated.
LIMEN-WEB4-092		DOJ (EDNY)	T2_contested_or_interim	DOJ indicts former iLearningEngines CEO & CFO over fabricated AI-automation revenue	DOJ (EDNY) | 10-count indictment unsealed 17 Apr 2026	https://www.justice.gov/usao-edny/pr/former-chief-executive-officer-and-chief-financial-officer-nasdaq-listed-company	2026-06-14		United States	AI business-automation platform (Nasdaq: AILE)		legal/regulatory/algorithmic	ai_washing_or_false_ai_claim						DOJ alleges the executives inflated revenue by hundreds of millions via sham contracts while pitching iLearning as an AI automation company.	Charges are accusations only; unproven.
LIMEN-WEB4-093		FTC	T3_authoritative_source	FTC final order vs accessiBe over deceptive AI web-accessibility claims	FTC | Matter 2223156; final order Apr 2025; $1,000,000	https://www.ftc.gov/news-events/news/press-releases/2025/01/ftc-order-requires-online-marketer-pay-1-million-deceptive-claims-its-ai-product-could-make-websites	2026-06-14		United States	AI web-accessibility overlay (accessWidget)		legal/regulatory/algorithmic	ai_washing_or_false_ai_claim						FTC found accessiBe falsely claimed its AI tool could make any website WCAG-compliant and used undisclosed paid reviews; $1M order.	Consent order without admission.
LIMEN-WEB4-094		FTC	T3_authoritative_source	FTC final order vs Sitejabber (Govest) over AI review-platform misrepresentations	FTC | Complaint Nov 2024; final consent order Jan 2025	https://www.ftc.gov/news-events/news/press-releases/2025/01/ftc-approves-final-order-against-sitejabber-which-misrepresented-ratings-reviews-consumers-who-had	2026-06-14		United States	AI-enabled consumer ratings/reviews platform		legal/regulatory/algorithmic	ai_washing_or_false_ai_claim						FTC found Sitejabber deceptively presented pre-purchase ratings as genuine post-experience reviews, inflating ratings/review counts.	Consent order without admission. | VERIFIED: The FTC respondent is GGL Projects, Inc. (d/b/a Sitejabber), not 'Govest'.
LIMEN-WEB4-095		FTC	T2_contested_or_interim	FTC settlement vs Cox Media Group over fake 'Active Listening' AI ad-targeting	FTC | Press release 21 May 2026; ~$930,000	https://www.ftc.gov/news-events/news/press-releases/2026/05/ftc-require-cox-media-group-two-other-firms-pay-nearly-1-million-settle-charges-they-deceived	2026-06-14		United States	claimed AI 'active listening' voice ad-targeting		legal/regulatory/algorithmic	ai_washing_or_false_ai_claim						FTC charged firms marketed an AI 'active listening' service that captured device voice for ad targeting, when it actually resold data-broker lists.	Proposed settlement, not yet final; no admission.
LIMEN-WEB4-096		Massachusetts AG	T3_authoritative_source	Massachusetts AG settlement vs Earnest over AI student-loan underwriting fair-lending	Massachusetts AG | 10 July 2025; $2.5M Assurance of Discontinuance	https://www.mass.gov/news/ag-campbell-announces-25-million-settlement-with-student-loan-lender-for-unlawful-practices-through-ai-use-other-consumer-protection-violations	2026-06-14		United States	AI/ML student-loan underwriting models		legal/regulatory/algorithmic	finance_insurance_or_market						The Massachusetts AG settled allegations that Earnest failed to mitigate disparate-impact fair-lending risk in its AI underwriting models ($2.5M AOD).	Settled without admission.
LIMEN-WEB4-097		Pennsylvania AG	T3_authoritative_source	Pennsylvania AG settlement vs Home365 over AI property-management failures	Pennsylvania AG | AVC, Allegheny County; announced June 2025; $45,000	https://www.attorneygeneral.gov/taking-action/ag-sunday-reaches-settlement-with-property-management-company-regarding-a-i-based-platform-resulting-in-maintenance-delays/	2026-06-14		United States	AI-based property-management operations platform		legal/regulatory/algorithmic	ai_washing_or_false_ai_claim						The Pennsylvania AG settled allegations that Home365's AI-based platform contributed to maintenance delays and unsafe housing ($45K AVC).	Settled without admission.
