join_audit_id	dashboard_export	sidecar_id	row_key	dashboard_surface	manuscript_surface	join_status	candidate_source_id	candidate_source_title	candidate_path_or_url	candidate_access_date	candidate_rights_terms_note	sidecar_accessed_at_status	sidecar_rights_terms_status	claim_ceiling	uncertainty_flag	public_dashboard_action	reviewer_safe_reading
SLJ-055	results/dashboard/legal-uncertainty-matrix.tsv	DRPS-055	security_risk	Legal uncertainty matrix	Figure 6	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Public evidence often cannot show whether duty-to-report thresholds or formal security obligations were triggered	LQ-006: Public CVEs and advisories reveal control surfaces, but usually not deployment setting, duty holder, realized harm, or reportability threshold.	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	verification routing; not legal conclusion
SLJ-056	results/dashboard/legal-uncertainty-matrix.tsv	DRPS-056	agentic_control_failure	Legal uncertainty matrix	Figure 6	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Cannot infer non-compliance or defective oversight solely from anecdotal demonstrations	LQ-006: Public CVEs and advisories reveal control surfaces, but usually not deployment setting, duty holder, realized harm, or reportability threshold.	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	verification routing; not legal conclusion
SLJ-057	results/dashboard/legal-uncertainty-matrix.tsv	DRPS-057	institutional_absurdity	Legal uncertainty matrix	Figure 6	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Often impossible to separate organizational dysfunction from AI-specific legal significance using public evidence alone	LQ-001: Regulator/news/project pages can show that an authority discussed, piloted, regulated, or responded to a system, but often do not resolve procurement route, legal basis, deployment stage, or exact public-body function. || LQ-004: Public narratives usually do not expose comparator evidence, final decision authority, appeal/redress path, or the exact decision model role. || LQ-009: Salience alone does not identify the right legal or standards framework, and several rows remain placeholders or title-level leads only.	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	verification routing; not legal conclusion
SLJ-058	results/dashboard/legal-uncertainty-matrix.tsv	DRPS-058	public_sector_misuse_or_gap	Legal uncertainty matrix	Figure 6	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Public silence or incomplete procurement records cannot by themselves establish hidden prohibited or high-risk use	LQ-001: Regulator/news/project pages can show that an authority discussed, piloted, regulated, or responded to a system, but often do not resolve procurement route, legal basis, deployment stage, or exact public-body function. || LQ-002: Public material still omits underlying notice text, legal basis, operational parameters, and whether the system is proposed, piloted, or fully deployed.	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	verification routing; not legal conclusion
SLJ-059	results/dashboard/legal-uncertainty-matrix.tsv	DRPS-059	deepfake_or_synthetic_identity	Legal uncertainty matrix	Figure 6	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Legal characterization often depends on context, intent, target, and applicable speech/privacy/fraud law beyond public evidence	LQ-005: The presence of generated content does not establish intent, materiality, attributable actor, or legal threshold crossed.	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	verification routing; not legal conclusion
SLJ-060	results/dashboard/legal-uncertainty-matrix.tsv	DRPS-060	legal_procedural_contamination	Legal uncertainty matrix	Figure 6	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Public examples rarely show whether contamination came from user misuse, vendor design, or institutional process failure	LQ-007: A regulator order plus one broadcaster account is still not enough to generalize process-contamination doctrine across courts, agencies, or administrative workflows.	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	verification routing; not legal conclusion
SLJ-061	results/dashboard/legal-uncertainty-matrix.tsv	DRPS-061	health_medical_or_mental_health	Legal uncertainty matrix	Figure 6	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Impossible to infer certification, standard-of-care breach, or high-risk status from weak public evidence	LQ-003: Health-sector interpretation depends on intended use, device/professional regime, causation, and safety posture that news reports rarely resolve.	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	verification routing; not legal conclusion
SLJ-062	results/dashboard/legal-uncertainty-matrix.tsv	DRPS-062	education_workplace_or_hr	Legal uncertainty matrix	Figure 6	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Public reporting usually lacks sufficient data on model function, decision authority, and comparator treatment	LQ-004: Public narratives usually do not expose comparator evidence, final decision authority, appeal/redress path, or the exact decision model role.	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	verification routing; not legal conclusion
SLJ-063	results/dashboard/legal-uncertainty-matrix.tsv	DRPS-063	finance_insurance_or_market	Legal uncertainty matrix	Figure 6	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Cannot infer regulatory breach, discriminatory effect, or regulated-system scope from anecdotal market stories alone	LQ-005: The presence of generated content does not establish intent, materiality, attributable actor, or legal threshold crossed. || LQ-008: Current strong support remains concentrated in U.S. finance and venture-facing enforcement/charging records; the non-finance signal remains weak and the Nate row is still charging-stage rather than disposition-grade.	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	verification routing; not legal conclusion
SLJ-064	results/dashboard/legal-uncertainty-matrix.tsv	DRPS-064	surveillance_biometrics_or_policing	Legal uncertainty matrix	Figure 6	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Very difficult to reach final legal conclusions without authoritative legal text, official notice, or court/regulator record	LQ-002: Public material still omits underlying notice text, legal basis, operational parameters, and whether the system is proposed, piloted, or fully deployed.	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	verification routing; not legal conclusion
SLJ-065	results/dashboard/legal-uncertainty-matrix.tsv	DRPS-065	research_integrity	Legal uncertainty matrix	Figure 6	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Often impossible to distinguish misconduct, weak process, and tool failure without stronger institutional evidence; zero seeded count here does not mean no local package exists	LQ-009: Salience alone does not identify the right legal or standards framework, and the current seven-row research-integrity shadow package now includes one archived non-Springer direct notice plus two Springer direct notices while remaining below seeded shared-row status until an explicit synchronized admission decision is executed.	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	verification routing; not legal conclusion
SLJ-066	results/dashboard/legal-uncertainty-matrix.tsv	DRPS-066	ai_washing_or_false_ai_claim	Legal uncertainty matrix	Figure 6	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Public contradiction between claim and reality may still be insufficient for final legal characterization	LQ-008: Current strong support remains concentrated in U.S. finance and venture-facing enforcement/charging records; the non-finance signal remains weak and the Nate row is still charging-stage rather than disposition-grade. || LQ-009: Salience alone does not identify the right legal or standards framework, and several rows remain placeholders or title-level leads only.	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	verification routing; not legal conclusion
SLJ-067	results/dashboard/legal-uncertainty-matrix.tsv	DRPS-067	normative_or_moral_outlier	Legal uncertainty matrix	Figure 6	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Legal conclusion is usually impossible without additional authority; queue for human interpretation rather than automated scoring	LQ-009: Salience alone does not identify the right legal or standards framework, and several rows remain placeholders or title-level leads only.	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	verification routing; not legal conclusion
SLJ-068	results/dashboard/legal-uncertainty-matrix.tsv	DRPS-068	residual_unclassified	Legal uncertainty matrix	Figure 6	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	No final legal or governance conclusion should be drawn until category fit improves	LQ-009: Salience alone does not identify the right legal or standards framework, and several rows remain placeholders or title-level leads only.	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	verification routing; not legal conclusion
SLJ-069	results/dashboard/security-threshold-ladder-panel.tsv	DRPS-069	SEC-THR-001	Security/agentic threshold ladder	Figure 7	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	The only explicit package-level threshold event is still peer-reviewed security case support.	close_explicit_package_gap	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	bounded route logic; not security prevalence
SLJ-070	results/dashboard/security-threshold-ladder-panel.tsv	DRPS-070	SEC-THR-002	Security/agentic threshold ladder	Figure 7	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Langflow remains the only limitations-routed row whose comparative reuse ceiling would change with one stronger vendor notice event.	upgrade_limitations_row_before_comparative_reuse	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	bounded route logic; not security prevalence
SLJ-071	results/dashboard/security-threshold-ladder-panel.tsv	DRPS-071	SEC-THR-003	Security/agentic threshold ladder	Figure 7	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Most remaining security upgrades are appendix-grade authority, notice-depth, or mechanism-diversity improvements rather than core-count expansion.	upgrade_appendix_authority_or_notice_depth	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	bounded route logic; not security prevalence
SLJ-072	results/dashboard/security-threshold-ladder-panel.tsv	DRPS-072	SEC-THR-004	Security/agentic threshold ladder	Figure 7	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Three live rows already sit at the package's strongest current ceiling and mainly require stability, not immediate route escalation.	maintain_current_ceiling	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	bounded route logic; not security prevalence
SLJ-073	results/dashboard/duplicate-review-graph.tsv	DRPS-073	REVIEW-IDCOLLISION-LIMEN-000001::edge1	Duplicate-review graph	Figure 8	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Do not merge. Bare case_id reuse now spans regulator, security, and SEC AI-washing packages; downstream joins must use file-qualified or globally normalized IDs.	not a duplicate cluster; namespace collision across three distinct lineages	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	double-counting control; not proof no duplicates remain
SLJ-074	results/dashboard/duplicate-review-graph.tsv	DRPS-074	REVIEW-IDCOLLISION-LIMEN-000001::edge2	Duplicate-review graph	Figure 8	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Do not merge. Bare case_id reuse now spans regulator, security, and SEC AI-washing packages; downstream joins must use file-qualified or globally normalized IDs.	not a duplicate cluster; namespace collision across three distinct lineages	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	double-counting control; not proof no duplicates remain
SLJ-075	results/dashboard/duplicate-review-graph.tsv	DRPS-075	REVIEW-IDCOLLISION-LIMEN-000001::edge3	Duplicate-review graph	Figure 8	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Do not merge. Bare case_id reuse now spans regulator, security, and SEC AI-washing packages; downstream joins must use file-qualified or globally normalized IDs.	not a duplicate cluster; namespace collision across three distinct lineages	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	double-counting control; not proof no duplicates remain
SLJ-076	results/dashboard/duplicate-review-graph.tsv	DRPS-076	REVIEW-IDCOLLISION-LIMEN-000002::edge1	Duplicate-review graph	Figure 8	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Do not merge. One bare ID now points to EEOC hiring-discrimination, Langflow RCE, and SEC AI-washing records; this is a schema blocker, not event duplication.	not a duplicate cluster; namespace collision across three distinct lineages	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	double-counting control; not proof no duplicates remain
SLJ-077	results/dashboard/duplicate-review-graph.tsv	DRPS-077	REVIEW-IDCOLLISION-LIMEN-000002::edge2	Duplicate-review graph	Figure 8	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Do not merge. One bare ID now points to EEOC hiring-discrimination, Langflow RCE, and SEC AI-washing records; this is a schema blocker, not event duplication.	not a duplicate cluster; namespace collision across three distinct lineages	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	double-counting control; not proof no duplicates remain
SLJ-078	results/dashboard/duplicate-review-graph.tsv	DRPS-078	REVIEW-IDCOLLISION-LIMEN-000002::edge3	Duplicate-review graph	Figure 8	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Do not merge. One bare ID now points to EEOC hiring-discrimination, Langflow RCE, and SEC AI-washing records; this is a schema blocker, not event duplication.	not a duplicate cluster; namespace collision across three distinct lineages	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	double-counting control; not proof no duplicates remain
SLJ-079	results/dashboard/duplicate-review-graph.tsv	DRPS-079	REVIEW-IDCOLLISION-LIMEN-000003::edge1	Duplicate-review graph	Figure 8	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Do not merge. File-qualified IDs show distinct biometric-governance and coding-agent exfiltration events.	not a duplicate cluster; namespace collision across shard files	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	double-counting control; not proof no duplicates remain
SLJ-080	results/dashboard/duplicate-review-graph.tsv	DRPS-080	REVIEW-IDCOLLISION-LIMEN-000004::edge1	Duplicate-review graph	Figure 8	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Do not merge. File-qualified IDs show distinct school biometrics and CrewAI local-file-read events.	not a duplicate cluster; namespace collision across shard files	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	double-counting control; not proof no duplicates remain
SLJ-081	results/dashboard/duplicate-review-graph.tsv	DRPS-081	REVIEW-IDCOLLISION-LIMEN-000005::edge1	Duplicate-review graph	Figure 8	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Do not merge. Bare case_id reuse now points to a DOJ charging-stage alleged AI-misstatement / hidden-human-processing matter and a CrewAI SSRF/internal-content-acquisition vulnerability; this is a schema blocker, not event duplication.	not a duplicate cluster; namespace collision across two distinct lineages	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	double-counting control; not proof no duplicates remain
SLJ-082	results/dashboard/duplicate-review-graph.tsv	DRPS-082	REVIEW-IDCOLLISION-LIMEN-000006::edge1	Duplicate-review graph	Figure 8	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Do not merge. Bare case_id reuse now points to a settled SEC AI-washing matter (Delphia) and a separate LangChain LLMMathChain execution-surface vulnerability; downstream joins must use file-qualified or globally normalized IDs.	not a duplicate cluster; namespace collision across distinct finance-enforcement and agent-security lineages	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	double-counting control; not proof no duplicates remain
SLJ-083	results/dashboard/duplicate-review-graph.tsv	DRPS-083	REVIEW-IDCOLLISION-LIMEN-000007::edge1	Duplicate-review graph	Figure 8	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Do not merge. Bare case_id reuse now points to a settled SEC AI-washing matter (Global Predictions) and a separate LlamaIndex safe_eval command-injection vulnerability; downstream joins must use file-qualified or globally normalized IDs.	not a duplicate cluster; namespace collision across distinct finance-enforcement and agent-security lineages	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	double-counting control; not proof no duplicates remain
SLJ-084	results/dashboard/duplicate-review-graph.tsv	DRPS-084	REVIEW-NOMERGE-CODEEXEC-001::edge1	Duplicate-review graph	Figure 8	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Do not merge. Auto-GPT path traversal enabling later host execution and LangChain LLMMathChain prompt injection into Python exec are separate vulnerabilities in different products, but together they strengthen a reviewer-legible subtype around model-supplied code execution surfaces.	repeated code-execution failure mode across distinct agent/framework products; no shared event, actor, or advisory lineage	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	double-counting control; not proof no duplicates remain
SLJ-085	results/dashboard/duplicate-review-graph.tsv	DRPS-085	REVIEW-NOMERGE-CODEEXEC-002::edge1	Duplicate-review graph	Figure 8	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Do not merge. LangChain LLMMathChain prompt injection into Python exec and LlamaIndex safe_eval command injection are separate vulnerabilities in different frameworks, but together they strengthen a reviewer-legible execution-surface subtype around LLM-generated code reaching host execution paths.	repeated execution-surface pattern across distinct frameworks; no shared event, actor, or advisory lineage	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	double-counting control; not proof no duplicates remain
SLJ-086	results/dashboard/duplicate-review-graph.tsv	DRPS-086	REVIEW-NOMERGE-CREWAI-001::edge1	Duplicate-review graph	Figure 8	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Do not merge. These rows support a candidate subtype around agent-tool boundary failures, but they are separate vulnerabilities and should remain distinct cases.	same product family but distinct CVEs and attack surfaces (local file read vs SSRF/internal retrieval)	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	double-counting control; not proof no duplicates remain
SLJ-087	results/dashboard/duplicate-review-graph.tsv	DRPS-087	REVIEW-NOMERGE-ICO-001::edge1	Duplicate-review graph	Figure 8	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Do not collapse. Serco worker-attendance enforcement and Chelmer school canteen reprimand are separate events; useful as repeated subtype evidence, not duplicate evidence.	same regulator family but different regulated entities, dates, intervention types, and affected contexts	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	double-counting control; not proof no duplicates remain
SLJ-088	results/dashboard/duplicate-review-graph.tsv	DRPS-088	REVIEW-NOMERGE-SEC-001::edge1	Duplicate-review graph	Figure 8	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Do not collapse. Delphia and Global Predictions were announced together by the SEC, but they remain distinct enforcement matters and should count as repeated subtype evidence, not a single duplicate event.	same SEC announcement batch and reporting date, but different firms, order identifiers, and claim particulars	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	double-counting control; not proof no duplicates remain
SLJ-089	results/dashboard/duplicate-review-graph.tsv	DRPS-089	REVIEW-NOMERGE-LANGCHAIN-001::edge1	Duplicate-review graph	Figure 8	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Do not merge. The older LangChain row is an execution-surface prompt-injection vulnerability in LLMMathChain, while the newer row is a vendor-advisory-backed unsafe-deserialization and message-history poisoning issue in load()/loads() paths. Together they strengthen a bounded subtype around agent/runtime trust-boundary failures inside the same framework family without creating a same-event duplicate claim.	same framework family but distinct vulnerable components and exploit surfaces (LLMMathChain Python exec vs load()/loads() object revival and chat-history poisoning)	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	double-counting control; not proof no duplicates remain
SLJ-090	results/dashboard/duplicate-review-graph.tsv	DRPS-090	REVIEW-NOMERGE-FILEREAD-001::edge1	Duplicate-review graph	Figure 8	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Do not merge. Claude Code's default allowlist enabled unauthorized file read plus exfiltration before a forced update, while the CrewAI JSON loader flaw allowed arbitrary server-side local file read. These are separate vulnerabilities in different products, but together they support a reviewer-legible file-disclosure / boundary-bypass subtype inside the security_risk + agentic_control_failure stack.	repeated file-disclosure pattern across distinct agent frameworks; no shared event, actor, or advisory lineage	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	double-counting control; not proof no duplicates remain
SLJ-091	results/dashboard/duplicate-review-graph.tsv	DRPS-091	REVIEW-IDCOLLISION-LIMEN-000008::edge1	Duplicate-review graph	Figure 8	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Do not merge. Bare case_id reuse now points to an FCC deepfake robocall enforcement matter and a separate LangChain state-revival / message-history-poisoning vulnerability; downstream joins must use file-qualified or globally normalized IDs.	not a duplicate cluster; namespace collision across distinct deepfake-governance and agent-memory security lineages	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	double-counting control; not proof no duplicates remain
SLJ-092	results/dashboard/duplicate-review-graph.tsv	DRPS-092	REVIEW-IDCOLLISION-LIMEN-000009::edge1	Duplicate-review graph	Figure 8	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Do not merge. Bare case_id reuse now points to the Slovenian police ORION public-sector pilot row and a separate PraisonAI ownership-assignment vulnerability; downstream joins must use file-qualified or globally normalized IDs.	not a duplicate cluster; namespace collision across distinct public-sector border-management and agent-workspace authorization lineages	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	double-counting control; not proof no duplicates remain
SLJ-093	results/dashboard/duplicate-review-graph.tsv	DRPS-093	REVIEW-IDCOLLISION-LIMEN-000012::edge1	Duplicate-review graph	Figure 8	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Do not merge. Bare case_id reuse now points to a Datatilsynet legal-basis opinion on AI-supported disability-allowance screening and a separate Playwright MCP DNS-rebinding / origin-validation vulnerability; downstream joins must use file-qualified or globally normalized IDs.	not a duplicate cluster; namespace collision across distinct Danish public-sector governance and MCP security lineages	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	double-counting control; not proof no duplicates remain
SLJ-094	results/dashboard/duplicate-review-graph.tsv	DRPS-094	REVIEW-NOMERGE-FTC-001::edge1	Duplicate-review graph	Figure 8	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Do not collapse. The DoNotPay AI-lawyer matter and the Workado AI-detector accuracy matter are separate FTC complaint-plus-final-order packages with different products, dates, and claim particulars, but together they establish a bounded non-finance authoritative false-capability recurrence package outside the SEC finance subset.	same regulator family and complaint-plus-final-order posture, but different products, dates, claimed capabilities, and affected-use contexts	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	double-counting control; not proof no duplicates remain
SLJ-095	results/dashboard/duplicate-review-graph.tsv	DRPS-095	REVIEW-NOMERGE-RI-SPRINGER-001::edge1	Duplicate-review graph	Figure 8	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Do not merge. `LIMEN-008-LEAD-005` and `LIMEN-008-LEAD-006` now form a reviewer-safe repeated research-integrity pattern around direct publisher-originating notice text on unverifiable references, but they remain distinct scholarly objects with different notice language, venue forms, and posting surfaces. Use this pair to show that the direct-notice slice is no longer a one-off while keeping the publisher-family concentration explicit and avoiding prevalence or cross-publisher claims.	same publisher family and same narrow contamination pattern, but distinct scholarly objects, notice texts, and venue roles (journal article vs book)	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	double-counting control; not proof no duplicates remain
SLJ-096	results/dashboard/duplicate-review-graph.tsv	DRPS-096	REVIEW-NOMERGE-TRUSTBOUNDARY-001::edge1	Duplicate-review graph	Figure 8	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Do not merge. PraisonAI let a low-privilege workspace member add an arbitrary user as owner, while Playwright MCP accepted unauthorized local MCP requests through DNS rebinding because Origin validation was missing. These are separate products and exploit surfaces, but together they create a reviewer-safe non-merge recurrence around authorization-boundary failures in agent-tool orchestration without implying same-event identity, broad prevalence, or non-MCP closure.	repeated authorization-boundary / trust-boundary pattern across distinct agent-tool products; no shared event, actor, or advisory lineage	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	double-counting control; not proof no duplicates remain
SLJ-097	results/dashboard/duplicate-review-graph.tsv	DRPS-097	REVIEW-NOMERGE-MCP-001::edge1	Duplicate-review graph	Figure 8	artifact_pointer_only_no_ledger_join						not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	not_row_level_in_export__needs_source_ledger_join_before_public_dashboard	Do not merge. Playwright MCP accepted unauthorized local MCP requests through DNS rebinding because Origin validation was missing, while ToolHive stored restartable MCP-server secrets in run config files readable from the deployer home folder. These are separate products and exploit surfaces, but together they create a reviewer-safe non-merge recurrence around MCP/deployment trust-boundary failures without implying same-event identity, broad ecosystem prevalence, or closure of the still-thin non-MCP trust-boundary slice.	repeated MCP/deployment trust-boundary pattern across distinct developer-tool products; no shared event, actor, or advisory lineage	retain_not_row_level_in_export_label_and_do_not_show_as_source-verified_tooltip	double-counting control; not proof no duplicates remain
